Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.01	0.100	0.00	1229.61	491.84	21.51	-0.05298	0.00055	0.102	0.23	50.00	0.100	0.00	
49.98	0.100	5.00	1214.27	485.71	19.48	0.05544	-0.00015	0.104	4.81	50.00	0.100	5.00	
49.98	0.100	10.00	1220.25	488.10	20.26	0.02535	0.00007	0.103	9.74	50.00	0.100	10.00	
49.99	0.100	15.00	1222.12	488.85	20.20	0.02331	-0.00003	0.104	14.85	50.00	0.100	15.00	
49.99	0.100	20.00	1225.52	490.21	20.30	-0.01949	0.00011	0.104	19.76	50.00	0.100	20.00	
49.99	0.100	25.00	1227.90	491.16	19.87	0.02582	0.00008	0.104	24.68	50.00	0.100	25.00	
49.99	0.100	30.00	1231.42	492.57	19.99	0.04037	0.00003	0.104	29.47	50.00	0.100	30.00	
49.99	0.100	35.00	1236.73	494.69	20.02	0.01122	0.00015	0.103	34.32	50.00	0.100	35.00	
49.99	0.100	40.00	1242.63	497.05	20.15	0.04282	0.00003	0.102	39.05	50.00	0.100	40.00	
49.99	0.100	45.00	1247.23	498.89	20.08	-0.02789	0.00007	0.101	43.83	50.00	0.100	45.00	
49.99	0.100	50.00	1250.68	500.27	19.66	0.01296	0.00004	0.100	48.70	50.00	0.100	50.00	
49.99	0.100	55.00	1256.75	502.70	20.06	-0.00351	-0.00004	0.100	53.64	50.00	0.100	55.00	
49.99	0.101	60.00	1260.15	504.06	19.72	0.01626	-0.00003	0.099	58.58	50.00	0.100	60.00	
50.00	0.099	65.00	1265.65	506.26	19.74	-0.04390	0.00001	0.099	63.69	50.00	0.100	65.00	
49.99	0.100	70.00	1271.26	508.50	20.16	0.02126	-0.00001	0.098	68.87	50.00	0.100	70.00	
49.99	0.100	75.00	1272.44	508.98	19.84	-0.00647	-0.00003	0.099	74.03	50.00	0.100	75.00	
49.99	0.099	78.00	1269.68	507.87	19.12	-0.03418	-0.00017	0.098	77.38	50.00	0.100	78.00	
49.99	0.100	81.00	1273.85	509.54	19.54	0.01419	-0.00018	0.098	80.56	50.00	0.100	81.00	
49.99	0.100	84.00	1271.10	508.44	19.02	0.01389	-0.00028	0.098	83.69	50.00	0.100	84.00	
49.99	0.101	86.00	1272.26	508.91	19.18	-0.00238	-0.00031	0.098	85.85	50.00	0.100	86.00	
49.99	0.101	88.00	1277.12	510.85	19.76	-0.02881	-0.00023	0.098	87.98	50.00	0.100	88.00	
49.99	0.101	90.00	1271.44	508.57	18.96	-0.01843	-0.00042	0.098	90.08	50.00	0.100	90.00	
49.99	0.100	92.00	1274.27	509.71	19.27	0.05019	-0.00026	0.098	92.06	50.00	0.100	92.00	
49.99	0.101	94.00	1272.52	509.01	19.32	-0.03889	-0.00029	0.099	94.14	50.00	0.100	94.00	
49.99	0.100	96.00	1271.91	508.76	19.26	0.03782	-0.00041	0.099	96.19	50.00	0.100	96.00	
49.99	0.100	99.00	1270.15	508.06	19.12	0.01494	-0.00033	0.099	99.15	50.00	0.100	99.00	
49.99	0.100	102.00	1271.07	508.43	19.60	0.02140	-0.00032	0.100	102.15	50.00	0.100	102.00	
49.99	0.100	105.00	1272.25	508.90	19.81	-0.00097	-0.00023	0.099	105.21	50.00	0.100	105.00	
50.00	0.100	110.00	1268.39	507.35	19.84	-0.00543	-0.00030	0.100	109.99	50.00	0.100	110.00	
49.99	0.100	115.00	1261.36	504.54	19.41	0.04721	-0.00028	0.101	114.97	50.00	0.100	115.00	
49.99	0.100	120.00	1259.28	503.71	19.69	0.04630	-0.00027	0.101	119.78	50.00	0.100	120.00	
49.99	0.100	125.00	1256.26	502.50	19.78	0.03153	-0.00021	0.101	124.73	50.00	0.100	125.00	
49.99	0.100	130.00	1249.40	499.76	19.52	0.02477	-0.00024	0.101	129.74	50.00	0.100	130.00	
49.99	0.100	135.00	1248.40	499.36	20.20	0.03078	-0.00016	0.102	134.56	50.00	0.100	135.00	
49.99	0.100	140.00	1242.05	496.82	19.92	0.03743	-0.00023	0.102	139.83	50.00	0.100	140.00	
50.00	0.100	145.00	1241.09	496.44	20.05	0.03246	-0.00012	0.102	144.70	50.00	0.100	145.00	
49.99	0.100	150.00	1235.71	494.29	20.17	-0.00837	-0.00019	0.102	149.61	50.00	0.100	150.00	
49.99	0.100	155.00	1230.44	492.17	19.84	0.06396	-0.00019	0.102	154.58	50.00	0.100	155.00	
49.99	0.100	160.00	1227.39	490.96	19.76	0.04540	-0.00001	0.102	159.54	50.00	0.100	160.00	
49.99	0.100	165.00	1226.84	490.74	20.45	0.02140	-0.00013	0.102	164.40	50.00	0.100	165.00	
49.99	0.100	170.00	1221.26	488.50	19.94	0.07657	-0.00012	0.102	169.34	50.00	0.100	170.00	
49.99	0.100	175.00	1218.10	487.24	19.69	0.04967	-0.00019	0.102	174.26	50.00	0.100	175.00	
49.99	0.100	180.00	1217.01	486.81	19.82	0.00213	-0.00006	0.103	179.34	50.00	0.100	180.00	
49.99	0.100	185.00	1218.77	487.51	19.97	0.04444	-0.00007	0.103	184.29	50.00	0.100	185.00	
49.98	0.100	190.00	1216.69	486.68	19.59	0.04883	-0.00007	0.103	189.37	50.00	0.100	190.00	
49.99	0.100	195.00	1218.27	487.31	19.71	0.02499	-0.00005	0.103	194.31	50.00	0.100	195.00	
50.00	0.100	200.00	1219.51	487.80	19.62	0.01208	-0.00005	0.103	199.37	50.00	0.100	200.00	
49.98	0.100	205.00	1221.42	488.57	19.38	-0.01608	-0.00001	0.103	204.35	50.00	0.100	205.00	
49.99	0.100	210.00	1223.21	489.28	19.01	-0.03550	-0.00003	0.104	209.37	50.00	0.100	210.00	
49.99	0.100	215.00	1227.98	491.19	19.07	-0.01371	0.00002	0.104	214.25	50.00	0.100	215.00	
50.00	0.100	220.00	1233.90	493.56	19.18	0.01777	0.00002	0.103	219.01	50.00	0.100	220.00	
50.00	0.100	225.00	1239.27	495.71	19.01	0.01261	0.00003	0.104	223.88	50.00	0.100	225.00	
50.00	0.100	230.00	1246.55	498.62	19.20	0.00298	0.00006	0.103	228.67	50.00	0.100	230.00	
50.00	0.100	235.00	1254.70	501.88	19.20	-0.02579	0.00008	0.104	233.56	50.00	0.100	235.00	
50.00	0.100	240.00	1263.44	505.38	19.37	-0.00876	0.00007	0.103	238.41	50.00	0.100	240.00	
