Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
45.00	0.500	0.00	1034.41	413.76	19.98	-0.00342	0.00048	0.531	-0.02	45.00	0.500	0.00	
45.01	0.500	5.00	1026.91	410.76	18.99	0.01959	-0.00009	0.532	4.99	45.00	0.500	5.00	
45.01	0.500	10.00	1025.42	410.17	18.92	0.01448	0.00005	0.533	9.99	45.00	0.500	10.00	
45.01	0.500	15.00	1023.74	409.50	18.80	-0.05888	0.00018	0.532	14.95	45.00	0.500	15.00	
45.01	0.500	20.00	1022.45	408.98	18.68	0.04031	0.00027	0.531	19.85	45.00	0.500	20.00	
45.01	0.500	25.00	1020.71	408.28	18.35	-0.03174	0.00044	0.530	24.71	45.00	0.500	25.00	
45.01	0.500	30.00	1021.89	408.76	18.35	-0.06076	0.00057	0.528	29.49	45.00	0.500	30.00	
45.01	0.500	35.00	1021.16	408.46	18.08	-0.04978	0.00052	0.524	34.25	45.00	0.500	35.00	
45.01	0.500	40.00	1022.80	409.12	17.95	-0.05054	0.00064	0.522	38.99	45.00	0.500	40.00	
45.01	0.500	45.00	1026.04	410.42	17.88	-0.09545	0.00065	0.518	43.73	45.00	0.500	45.00	
45.01	0.500	50.00	1028.40	411.36	17.41	-0.05060	0.00056	0.513	48.53	45.00	0.500	50.00	
45.01	0.500	55.00	1030.12	412.05	16.53	-0.01573	0.00044	0.509	53.42	45.00	0.500	55.00	
45.00	0.500	60.00	1036.81	414.73	16.21	-0.01498	0.00043	0.504	58.38	45.00	0.500	60.00	
45.01	0.500	65.00	1043.07	417.23	15.42	-0.02843	0.00042	0.501	63.44	45.00	0.500	65.00	
45.01	0.500	70.00	1053.28	421.31	14.69	-0.05501	0.00035	0.498	68.57	45.00	0.500	70.00	
45.01	0.500	75.00	1068.06	427.23	14.00	-0.05990	0.00027	0.497	73.78	45.00	0.500	75.00	
45.01	0.500	78.00	1078.44	431.38	13.43	-0.01373	0.00020	0.496	77.01	45.00	0.500	78.00	
45.01	0.500	81.00	1093.85	437.54	13.08	-0.03732	0.00018	0.497	80.17	45.00	0.500	81.00	
45.01	0.500	84.00	1118.00	447.20	13.38	-0.05757	0.00028	0.497	83.30	45.00	0.500	84.00	
45.01	0.500	86.00	1127.51	451.01	13.18	-0.02610	0.00014	0.497	85.44	45.00	0.500	86.00	
45.01	0.500	88.00	1133.98	453.59	13.10	-0.06218	0.00004	0.498	87.50	45.00	0.500	88.00	
45.01	0.500	90.00	1138.67	455.47	13.23	-0.02785	0.00002	0.499	89.58	45.00	0.500	90.00	
45.01	0.500	92.00	1137.11	454.84	13.38	-0.07312	0.00016	0.500	91.61	45.00	0.500	92.00	
45.00	0.500	94.00	1125.50	450.20	13.05	-0.03372	-0.00002	0.501	93.68	45.00	0.500	94.00	
45.01	0.500	96.00	1111.03	444.41	12.79	-0.03394	-0.00006	0.502	95.73	45.00	0.500	96.00	
45.01	0.500	99.00	1094.82	437.93	13.06	-0.04764	0.00013	0.503	98.69	45.00	0.500	99.00	
45.01	0.500	102.00	1081.16	432.46	13.47	-0.10410	0.00028	0.504	101.69	45.00	0.500	102.00	
45.01	0.500	105.00	1065.90	426.36	13.53	-0.02997	0.00005	0.505	104.67	45.00	0.500	105.00	
45.01	0.500	110.00	1060.86	424.34	14.89	-0.09998	0.00039	0.507	109.54	45.00	0.500	110.00	
45.01	0.500	115.00	1054.01	421.60	15.65	-0.08320	0.00035	0.508	114.47	45.00	0.500	115.00	
45.01	0.500	120.00	1049.74	419.90	16.22	-0.03903	0.00047	0.507	119.34	45.00	0.500	120.00	
44.99	0.500	125.00	1044.70	417.88	16.79	-0.07282	0.00048	0.508	124.24	45.00	0.500	125.00	
44.98	0.500	130.00	1042.18	416.87	17.21	-0.12066	0.00051	0.507	129.17	45.00	0.500	130.00	
44.99	0.500	135.00	1040.49	416.20	17.59	-0.10295	0.00047	0.506	134.16	45.00	0.500	135.00	
