Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
24.99	1.000	0.00	1763.07	705.23	22.42	-0.14250	0.00070	1.059	-0.11	25.00	1.000	0.00	
25.01	1.000	5.00	1746.51	698.60	20.89	0.00276	0.00007	1.061	4.94	25.00	1.000	5.00	
25.00	1.000	10.00	1750.60	700.24	20.72	-0.01998	0.00022	1.061	9.93	25.00	1.000	10.00	
25.01	1.000	15.00	1760.83	704.33	20.96	-0.04523	0.00033	1.060	14.89	25.00	1.000	15.00	
25.00	1.000	20.00	1769.74	707.90	20.99	-0.12577	0.00052	1.059	19.75	25.00	1.000	20.00	
24.99	1.000	25.00	1784.43	713.77	21.16	-0.13417	0.00065	1.057	24.59	25.00	1.000	25.00	
24.99	1.000	30.00	1804.11	721.64	21.60	-0.17348	0.00081	1.053	29.36	25.00	1.000	30.00	
25.00	1.000	35.00	1825.21	730.08	21.38	-0.13220	0.00085	1.046	34.07	25.00	1.000	35.00	
24.99	1.000	40.00	1852.58	741.03	21.31	-0.17902	0.00089	1.037	38.75	25.00	1.000	40.00	
24.99	1.000	45.00	1885.56	754.22	21.18	-0.14262	0.00086	1.027	43.46	25.00	1.000	45.00	
25.00	1.000	50.00	1929.26	771.70	21.14	-0.15298	0.00081	1.014	48.20	25.00	1.000	50.00	
24.99	1.000	55.00	1977.61	791.04	20.91	-0.17397	0.00074	1.004	53.07	25.00	1.000	55.00	
24.99	1.000	60.00	2036.82	814.73	20.46	-0.15783	0.00065	0.991	58.06	25.00	1.000	60.00	
25.00	1.000	65.00	2114.23	845.69	20.41	-0.17523	0.00060	0.982	63.15	25.00	1.000	65.00	
25.00	1.000	70.00	2216.68	886.67	20.57	-0.20237	0.00055	0.975	68.33	25.00	1.000	70.00	
25.00	1.000	75.00	--	--	--	--	--	0.968	73.60	25.00	1.000	75.00	Current limit exceeded.
25.00	1.000	78.00	--	--	--	--	--	0.967	76.88	25.00	1.000	78.00	Current limit exceeded.
25.00	1.000	81.00	--	--	--	--	--	0.966	80.04	25.00	1.000	81.00	Current limit exceeded.
--	--	--	--	--	--	--	--	--	--	25.00	1.000	84.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	86.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	88.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	90.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	92.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	94.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	96.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	25.00	1.000	99.00	Measurement skipped. (Current limit exceeded.)
25.00	1.000	102.00	--	--	--	--	--	0.980	101.42	25.00	1.000	102.00	Current limit exceeded.
25.02	1.000	105.00	--	--	--	--	--	0.985	104.67	25.00	1.000	105.00	Current limit exceeded.
25.00	1.000	110.00	2235.47	894.19	21.11	-0.19997	0.00037	0.993	109.55	25.00	1.000	110.00	
