Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
75.00	2.000	0.00	71.30	28.52	10.24	0.08059	-0.00260	2.080	-0.19	75.00	2.000	0.00	
75.00	2.000	5.00	71.17	28.47	10.31	0.00944	-0.00099	2.080	4.82	75.00	2.000	5.00	
75.00	1.999	10.00	70.79	28.32	10.32	0.07147	-0.00109	2.079	9.78	75.00	2.000	10.00	
75.00	2.000	15.00	70.16	28.06	10.16	0.02357	-0.00044	2.077	14.72	75.00	2.000	15.00	
75.00	2.000	20.00	69.41	27.76	10.10	0.06794	-0.00286	2.074	19.64	75.00	2.000	20.00	
75.01	2.000	25.00	69.09	27.64	10.18	0.07190	-0.00136	2.070	24.56	75.00	2.000	25.00	
75.00	2.000	30.00	68.73	27.49	10.14	0.05180	-0.00146	2.067	29.44	75.00	2.000	30.00	
74.99	2.000	35.00	68.63	27.45	10.31	0.07582	-0.00139	2.062	34.32	75.00	2.000	35.00	
75.00	2.000	40.00	68.76	27.50	10.39	0.02722	-0.00079	2.056	39.20	75.00	2.000	40.00	
75.00	2.000	45.00	69.07	27.63	10.51	0.05752	-0.00172	2.049	44.10	75.00	2.000	45.00	
75.00	2.000	50.00	69.75	27.90	10.70	0.05764	-0.00173	2.042	49.01	75.00	2.000	50.00	
75.00	2.000	55.00	70.65	28.26	10.99	0.00782	-0.00092	2.034	53.98	75.00	2.000	55.00	
75.00	2.000	60.00	71.71	28.68	11.36	0.05210	-0.00072	2.026	58.97	75.00	2.000	60.00	
75.00	2.000	65.00	72.53	29.01	11.61	0.03823	-0.00118	2.018	64.01	75.00	2.000	65.00	
75.00	2.000	70.00	72.97	29.19	11.92	0.05402	-0.00114	2.012	69.10	75.00	2.000	70.00	
75.01	2.000	75.00	72.60	29.04	12.07	0.04605	-0.00257	2.008	74.22	75.00	2.000	75.00	
75.00	2.000	78.00	72.24	28.89	12.47	0.01693	-0.00102	2.007	77.30	75.00	2.000	78.00	
75.00	2.000	81.00	71.13	28.45	12.53	0.04887	-0.00167	2.006	80.40	75.00	2.000	81.00	
75.00	2.000	84.00	69.92	27.97	12.56	0.01238	-0.00301	2.007	83.50	75.00	2.000	84.00	
75.00	2.000	86.00	69.65	27.86	12.70	0.07608	-0.00370	2.007	85.56	75.00	2.000	86.00	
75.00	2.000	88.00	71.13	28.45	13.14	0.04849	-0.00229	2.008	87.62	75.00	2.000	88.00	
75.00	2.000	90.00	74.24	29.70	13.90	0.07807	-0.00257	2.009	89.67	75.00	2.000	90.00	
75.00	2.000	92.00	72.21	28.88	13.33	0.05731	-0.00315	2.011	91.72	75.00	2.000	92.00	
75.00	2.000	94.00	70.15	28.06	12.98	0.04815	-0.00252	2.012	93.77	75.00	2.000	94.00	
75.00	2.000	96.00	70.02	28.01	12.64	0.06820	-0.00350	2.013	95.80	75.00	2.000	96.00	
75.00	1.999	99.00	71.14	28.45	12.38	0.06416	-0.00448	2.015	98.82	75.00	2.000	99.00	
75.00	1.999	102.00	72.44	28.97	12.36	0.09953	-0.00387	2.017	101.83	75.00	2.000	102.00	
75.00	2.000	105.00	73.53	29.41	12.51	0.06858	-0.00201	2.019	104.81	75.00	2.000	105.00	
74.99	2.000	110.00	73.60	29.44	11.67	0.09470	-0.00342	2.019	109.71	75.00	2.000	110.00	
75.00	2.000	115.00	73.48	29.39	11.50	0.05228	-0.00222	2.016	114.60	75.00	2.000	115.00	
75.00	2.000	120.00	72.85	29.14	11.37	0.07245	-0.00338	2.012	119.47	75.00	2.000	120.00	
75.01	2.000	125.00	72.26	28.90	11.09	0.05583	-0.00254	2.007	124.36	75.00	2.000	125.00	
75.01	2.000	130.00	71.71	28.68	10.96	0.07042	-0.00202	2.003	129.28	75.00	2.000	130.00	
75.00	2.000	135.00	71.00	28.40	10.69	0.03199	-0.00156	1.997	134.24	75.00	2.000	135.00	
75.00	2.000	140.00	70.88	28.35	10.63	-0.01873	-0.00019	1.990	139.21	75.00	2.000	140.00	
74.99	2.000	145.00	70.45	28.18	10.38	0.06188	-0.00330	1.984	144.22	75.00	2.000	145.00	
75.00	2.000	150.00	70.89	28.36	10.51	0.00757	-0.00047	1.979	149.21	75.00	2.000	150.00	
75.00	2.000	155.00	70.39	28.16	9.97	0.10185	-0.00454	1.974	154.16	75.00	2.000	155.00	
74.99	2.000	160.00	71.62	28.65	10.45	0.05455	-0.00132	1.969	159.12	75.00	2.000	160.00	
74.99	2.000	165.00	71.82	28.73	10.25	0.06586	-0.00242	1.965	164.12	75.00	2.000	165.00	
75.01	2.000	170.00	72.15	28.86	10.10	0.04248	-0.00023	1.962	169.16	75.00	2.000	170.00	
75.00	2.000	175.00	72.71	29.08	10.46	0.06521	-0.00086	1.960	174.32	75.00	2.000	175.00	
75.00	2.000	180.00	72.13	28.85	10.15	0.04370	-0.00243	1.958	179.51	75.00	2.000	180.00	
75.00	2.000	185.00	72.33	28.93	10.30	0.01733	0.00128	1.959	184.68	75.00	2.000	185.00	
75.00	2.000	190.00	71.63	28.65	10.19	0.06446	-0.00130	1.960	189.85	75.00	2.000	190.00	
