Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.01	0.010	0.00	595.02	238.01	28.75	-0.06466	0.00109	0.010	3.54	70.00	0.010	0.00	
70.00	0.010	5.00	594.01	237.61	28.70	-0.01800	0.00027	0.010	6.49	70.00	0.010	5.00	
69.99	0.010	10.00	593.47	237.39	27.69	0.01281	0.00018	0.010	11.97	70.00	0.010	10.00	
70.00	0.010	15.00	593.44	237.38	27.35	-0.01426	0.00029	0.010	16.76	70.00	0.010	15.00	
69.99	0.011	20.00	594.64	237.86	27.50	0.04972	0.00016	0.010	21.62	70.00	0.010	20.00	
70.01	0.010	25.00	594.74	237.90	27.35	0.04915	0.00011	0.010	26.93	70.00	0.010	25.00	
69.99	0.010	30.00	596.23	238.49	27.69	0.05075	0.00019	0.010	31.83	70.00	0.010	30.00	
70.00	0.010	35.00	596.07	238.43	27.38	0.00615	0.00014	0.010	36.83	70.00	0.010	35.00	
69.99	0.010	40.00	596.56	238.62	27.53	0.02373	0.00010	0.010	41.68	70.00	0.010	40.00	
70.00	0.010	45.00	597.13	238.85	27.53	0.04517	0.00007	0.011	46.71	70.00	0.010	45.00	
70.00	0.010	50.00	598.08	239.23	28.08	0.01877	0.00015	0.010	51.52	70.00	0.010	50.00	
70.00	0.010	55.00	598.51	239.40	27.93	0.03733	0.00009	0.010	56.48	70.00	0.010	55.00	
70.00	0.010	60.00	598.51	239.40	27.50	0.05264	-0.00003	0.011	61.48	70.00	0.010	60.00	
70.00	0.010	65.00	599.43	239.77	27.94	0.00606	-0.00003	0.011	66.38	70.00	0.010	65.00	
70.00	0.010	70.00	600.14	240.05	28.30	0.01994	-0.00002	0.011	71.19	70.00	0.010	70.00	
70.00	0.010	75.00	599.95	239.98	27.97	0.03148	-0.00008	0.011	76.11	70.00	0.010	75.00	
70.00	0.010	78.00	599.62	239.85	27.87	0.01469	0.00004	0.010	79.97	70.00	0.010	78.00	
70.01	0.010	81.00	602.03	240.81	28.06	0.00928	-0.00015	0.011	83.31	70.00	0.010	81.00	
70.01	0.010	84.00	601.64	240.65	27.94	0.04801	-0.00001	0.010	86.23	70.00	0.010	84.00	
69.99	0.010	86.00	602.20	240.88	28.43	0.08606	-0.00019	0.010	88.89	70.00	0.010	86.00	
70.00	0.010	88.00	602.29	240.91	28.63	0.00272	-0.00007	0.010	90.69	70.00	0.010	88.00	
70.01	0.010	90.00	600.65	240.26	27.72	0.04338	-0.00043	0.010	92.85	70.00	0.010	90.00	
70.01	0.010	92.00	600.98	240.39	28.04	0.04399	-0.00020	0.010	94.83	70.00	0.010	92.00	
70.00	0.010	94.00	600.40	240.16	27.87	-0.01076	-0.00030	0.010	97.27	70.00	0.010	94.00	
70.01	0.010	96.00	600.60	240.24	28.30	0.03843	-0.00023	0.010	98.94	70.00	0.010	96.00	
70.01	0.010	99.00	600.62	240.25	28.28	-0.00272	0.00011	0.011	100.67	70.00	0.010	99.00	
70.00	0.010	102.00	599.65	239.86	28.00	0.03828	-0.00031	0.011	103.34	70.00	0.010	102.00	
70.01	0.010	105.00	599.05	239.62	27.49	0.07447	-0.00033	0.011	106.92	70.00	0.010	105.00	
70.00	0.010	110.00	599.63	239.85	28.18	0.02800	-0.00013	0.011	111.06	70.00	0.010	110.00	
70.00	0.010	115.00	598.97	239.59	27.95	0.08929	-0.00034	0.011	116.52	70.00	0.010	115.00	
70.00	0.010	120.00	598.54	239.42	27.95	0.00424	-0.00007	0.011	120.35	70.00	0.010	120.00	
70.00	0.010	125.00	597.96	239.19	27.77	0.08573	-0.00026	0.011	125.05	70.00	0.010	125.00	
70.00	0.010	130.00	598.73	239.49	28.13	0.03628	0.00004	0.011	130.65	70.00	0.010	130.00	
70.00	0.010	135.00	597.19	238.88	27.73	0.07911	-0.00014	0.010	136.16	70.00	0.010	135.00	
70.00	0.010	140.00	596.64	238.66	27.35	-0.00681	0.00005	0.011	140.32	70.00	0.010	140.00	
70.00	0.010	145.00	596.32	238.53	27.58	0.05294	0.00007	0.011	144.84	70.00	0.010	145.00	
69.99	0.010	150.00	596.05	238.42	27.24	-0.01158	0.00005	0.011	149.99	70.00	0.010	150.00	
69.99	0.010	155.00	595.41	238.16	27.30	-0.00602	0.00032	0.011	153.98	70.00	0.010	155.00	
69.99	0.010	160.00	594.92	237.97	27.07	0.06207	0.00011	0.011	158.70	70.00	0.010	160.00	
70.00	0.010	165.00	594.33	237.73	27.10	0.01480	-0.00004	0.011	163.69	70.00	0.010	165.00	
69.99	0.010	170.00	593.07	237.23	26.52	0.05898	-0.00009	0.011	168.20	70.00	0.010	170.00	
70.00	0.010	175.00	592.69	237.08	26.57	-0.02377	0.00014	0.011	172.49	70.00	0.010	175.00	
70.00	0.010	180.00	591.90	236.76	26.40	0.05196	-0.00005	0.011	176.77	70.00	0.010	180.00	
70.00	0.011	185.00	592.42	236.97	26.71	0.00864	0.00016	0.011	181.83	70.00	0.010	185.00	
70.00	0.010	190.00	592.58	237.03	26.68	0.03166	0.00005	0.011	185.90	70.00	0.010	190.00	
70.00	0.010	195.00	593.09	237.24	27.61	0.01769	0.00019	0.011	191.60	70.00	0.010	195.00	
70.00	0.010	200.00	592.65	237.06	26.95	0.01791	0.00020	0.011	196.39	70.00	0.010	200.00	
70.00	0.010	205.00	592.71	237.08	27.02	0.06052	0.00014	0.011	201.31	70.00	0.010	205.00	
70.00	0.010	210.00	591.57	236.63	26.34	0.02403	-0.00011	0.011	206.56	70.00	0.010	210.00	
70.00	0.010	215.00	593.20	237.28	26.93	0.01100	0.00002	0.011	210.73	70.00	0.010	215.00	
70.00	0.010	220.00	593.09	237.24	26.99	0.05231	-0.00003	0.010	215.71	70.00	0.010	220.00	
69.99	0.010	225.00	593.18	237.27	26.92	0.02791	0.00001	0.011	220.97	70.00	0.010	225.00	
70.00	0.010	230.00	593.54	237.42	27.21	0.03060	0.00008	0.010	226.15	70.00	0.010	230.00	
69.99	0.009	235.00	593.59	237.44	27.28	-0.01347	0.00012	0.010	231.11	70.00	0.010	235.00	
69.99	0.010	240.00	593.55	237.42	27.03	0.02953	0.00007	0.011	236.46	70.00	0.010	240.00	
