Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
35.01	0.000	0.00	2198.64	879.45	22.65	-0.06540	-0.00000	0.002	-82.78	35.00	0.000	0.00	
35.00	-0.000	5.00	2199.91	879.97	22.87	-0.01282	-0.00010	-0.002	93.23	35.00	0.000	5.00	
35.00	0.000	10.00	2201.65	880.66	22.95	-0.07488	-0.00001	-0.002	83.86	35.00	0.000	10.00	
34.99	-0.000	15.00	2204.68	881.87	23.09	-0.05102	0.00008	-0.002	82.95	35.00	0.000	15.00	
34.99	0.000	20.00	2202.93	881.17	22.94	-0.02995	0.00002	-0.002	92.34	35.00	0.000	20.00	
34.99	0.000	25.00	2207.57	883.03	22.98	0.00356	0.00009	-0.002	92.00	35.00	0.000	25.00	
35.00	-0.000	30.00	2205.94	882.38	22.94	0.00408	0.00003	-0.002	95.44	35.00	0.000	30.00	
35.00	-0.000	35.00	2202.35	880.94	22.82	-0.06714	0.00004	-0.002	89.69	35.00	0.000	35.00	
35.00	0.000	40.00	2202.24	880.90	22.71	-0.04093	0.00001	-0.002	96.07	35.00	0.000	40.00	
35.00	0.000	45.00	2202.76	881.10	22.79	-0.01387	-0.00004	-0.002	103.23	35.00	0.000	45.00	
35.00	0.000	50.00	2202.68	881.07	22.86	-0.02016	-0.00003	-0.002	84.84	35.00	0.000	50.00	
35.00	-0.000	55.00	2207.97	883.19	23.02	-0.02338	-0.00006	-0.002	90.94	35.00	0.000	55.00	
35.00	-0.000	60.00	2205.54	882.21	22.94	-0.02132	-0.00012	-0.002	86.57	35.00	0.000	60.00	
35.00	0.000	65.00	2206.49	882.60	22.77	0.01948	-0.00019	-0.002	84.78	35.00	0.000	65.00	
35.00	0.000	70.00	2206.93	882.77	22.95	-0.01858	-0.00017	-0.002	81.38	35.00	0.000	70.00	
35.00	-0.000	75.00	2208.17	883.27	22.93	0.00259	-0.00019	-0.002	79.58	35.00	0.000	75.00	
35.00	-0.000	78.00	2205.34	882.14	22.89	-0.03784	-0.00026	-0.002	72.99	35.00	0.000	78.00	
35.00	0.000	81.00	2208.29	883.32	23.09	-0.02351	-0.00025	-0.001	70.48	35.00	0.000	81.00	
35.00	-0.000	84.00	2205.75	882.30	23.01	0.00473	-0.00029	-0.002	66.78	35.00	0.000	84.00	
35.00	0.000	86.00	2205.83	882.33	22.85	0.01668	-0.00028	-0.002	63.25	35.00	0.000	86.00	
35.00	-0.000	88.00	2204.40	881.76	22.78	0.00743	-0.00035	-0.002	62.59	35.00	0.000	88.00	
35.00	0.000	90.00	2207.81	883.12	23.04	-0.02057	-0.00032	-0.002	60.53	35.00	0.000	90.00	
35.00	0.000	92.00	2205.03	882.01	22.85	-0.02005	-0.00031	-0.002	53.67	35.00	0.000	92.00	
35.00	0.000	94.00	2206.43	882.57	22.76	-0.04165	-0.00033	-0.002	57.00	35.00	0.000	94.00	
35.00	-0.000	96.00	2203.92	881.57	22.40	-0.02754	-0.00035	-0.002	55.84	35.00	0.000	96.00	
35.00	0.000	99.00	2209.92	883.97	23.15	0.05115	-0.00040	-0.002	43.89	35.00	0.000	99.00	
35.00	-0.000	102.00	2210.08	884.03	23.35	0.00891	-0.00033	-0.002	52.86	35.00	0.000	102.00	
35.00	-0.000	105.00	2206.01	882.40	23.03	0.00806	-0.00038	-0.002	43.35	35.00	0.000	105.00	
35.00	-0.000	110.00	2204.46	881.78	22.69	0.02224	-0.00035	-0.002	57.56	35.00	0.000	110.00	
35.01	0.000	115.00	2206.44	882.58	22.76	-0.05410	-0.00029	-0.002	46.18	35.00	0.000	115.00	
34.99	-0.000	120.00	2205.21	882.08	22.40	-0.02006	-0.00026	-0.002	40.86	35.00	0.000	120.00	
35.00	-0.000	125.00	2201.57	880.63	22.33	0.04823	-0.00025	-0.002	44.37	35.00	0.000	125.00	
35.00	-0.000	130.00	2212.35	884.94	22.80	-0.03501	-0.00019	0.002	217.56	35.00	0.000	130.00	
35.01	0.000	135.00	2206.61	882.65	22.30	0.09985	-0.00027	-0.002	45.34	35.00	0.000	135.00	
35.02	-0.000	140.00	2206.11	882.44	22.55	-0.01785	-0.00017	0.002	220.88	35.00	0.000	140.00	
35.01	-0.000	145.00	2198.75	879.50	21.73	0.01528	-0.00018	0.002	226.68	35.00	0.000	145.00	
35.01	-0.000	150.00	2206.68	882.67	22.61	-0.00137	-0.00009	0.002	226.72	35.00	0.000	150.00	
34.99	-0.000	155.00	2200.71	880.29	22.44	0.03596	-0.00012	0.002	225.87	35.00	0.000	155.00	
35.00	-0.000	160.00	2204.03	881.61	22.85	-0.04665	-0.00012	0.002	232.89	35.00	0.000	160.00	
34.99	0.000	165.00	2207.44	882.97	22.96	-0.03002	-0.00010	0.003	227.08	35.00	0.000	165.00	
35.00	-0.000	170.00	2203.19	881.28	22.75	-0.04466	-0.00005	0.002	232.83	35.00	0.000	170.00	
35.00	0.000	175.00	2204.60	881.84	22.85	-0.03799	-0.00007	0.002	232.40	35.00	0.000	175.00	
35.00	0.000	180.00	2205.03	882.01	22.91	-0.06491	-0.00006	0.003	235.59	35.00	0.000	180.00	
35.00	-0.000	185.00	2206.50	882.60	22.96	-0.01607	-0.00005	0.003	234.48	35.00	0.000	185.00	
35.00	-0.000	190.00	2207.60	883.04	22.78	-0.02792	-0.00003	0.003	230.43	35.00	0.000	190.00	
35.00	0.000	195.00	2209.07	883.63	22.98	-0.02065	-0.00004	0.003	236.80	35.00	0.000	195.00	
35.00	0.000	200.00	2207.28	882.91	22.92	-0.01895	-0.00004	0.003	234.67	35.00	0.000	200.00	
34.99	0.000	205.00	2204.27	881.71	22.71	0.00475	-0.00008	0.003	236.22	35.00	0.000	205.00	
34.99	-0.000	210.00	2208.62	883.45	22.93	0.02444	-0.00005	0.003	240.02	35.00	0.000	210.00	
34.99	0.000	215.00	2209.60	883.84	23.03	-0.01206	-0.00004	0.003	242.13	35.00	0.000	215.00	
35.00	-0.000	220.00	2209.28	883.71	22.90	0.02839	-0.00007	0.003	244.40	35.00	0.000	220.00	
35.00	-0.000	225.00	2210.67	884.27	22.94	-0.01931	-0.00007	0.003	246.89	35.00	0.000	225.00	
35.00	0.000	230.00	2209.77	883.91	23.00	-0.01014	-0.00006	0.004	246.60	35.00	0.000	230.00	
35.00	-0.000	235.00	2211.59	884.64	22.90	0.01258	-0.00010	0.003	250.47	35.00	0.000	235.00	
35.00	0.000	240.00	2210.48	884.19	23.05	-0.02903	-0.00010	0.003	252.49	35.00	0.000	240.00	
