Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.02	1.500	0.00	583.74	233.50	19.41	0.03051	0.00045	1.571	-0.38	50.00	1.500	0.00	
50.00	1.500	5.00	578.36	231.34	18.30	0.07044	0.00001	1.572	4.65	50.00	1.500	5.00	
50.00	1.500	10.00	577.38	230.95	18.48	-0.03881	0.00062	1.572	9.61	50.00	1.500	10.00	
50.00	1.500	15.00	573.33	229.33	18.28	-0.02447	0.00063	1.571	14.57	50.00	1.500	15.00	
50.00	1.499	20.00	569.18	227.67	18.32	0.00013	0.00059	1.569	19.49	50.00	1.500	20.00	
50.00	1.499	25.00	563.51	225.41	17.90	0.05113	0.00048	1.565	24.38	50.00	1.500	25.00	
50.01	1.499	30.00	557.25	222.90	17.34	0.04277	0.00045	1.560	29.21	50.00	1.500	30.00	
50.00	1.500	35.00	552.42	220.97	17.42	0.01623	0.00044	1.555	34.05	50.00	1.500	35.00	
50.00	1.500	40.00	546.40	218.56	16.96	-0.00042	0.00052	1.548	38.85	50.00	1.500	40.00	
50.00	1.500	45.00	540.55	216.22	16.63	-0.03588	0.00038	1.541	43.69	50.00	1.500	45.00	
50.00	1.500	50.00	535.57	214.23	16.41	0.07354	0.00046	1.531	48.56	50.00	1.500	50.00	
49.99	1.500	55.00	529.52	211.81	15.74	0.03112	0.00038	1.522	53.46	50.00	1.500	55.00	
50.00	1.500	60.00	525.21	210.08	15.63	0.03341	0.00042	1.512	58.44	50.00	1.500	60.00	
49.99	1.499	65.00	517.46	206.98	14.67	0.05330	0.00005	1.504	63.47	50.00	1.500	65.00	
50.00	1.500	70.00	508.60	203.44	13.73	0.04478	-0.00014	1.498	68.59	50.00	1.500	70.00	
50.00	1.499	75.00	499.55	199.82	13.04	0.07258	-0.00014	1.494	73.76	50.00	1.500	75.00	
50.00	1.499	78.00	492.46	196.98	12.31	0.06898	-0.00036	1.493	76.87	50.00	1.500	78.00	
50.00	1.500	81.00	487.25	194.90	11.32	0.07617	-0.00023	1.493	80.00	50.00	1.500	81.00	
50.00	1.499	84.00	490.40	196.16	10.28	0.07945	-0.00040	1.493	83.12	50.00	1.500	84.00	
50.00	1.500	86.00	503.87	201.55	9.36	0.09602	-0.00065	1.494	85.20	50.00	1.500	86.00	
50.00	1.500	88.00	542.48	216.99	9.11	0.04797	-0.00036	1.495	87.27	50.00	1.500	88.00	
50.00	1.500	90.00	582.07	232.83	9.35	0.05443	-0.00025	1.496	89.34	50.00	1.500	90.00	
49.99	1.499	92.00	568.26	227.31	9.24	0.02237	-0.00047	1.497	91.39	50.00	1.500	92.00	
50.00	1.500	94.00	525.13	210.05	9.17	0.06337	-0.00049	1.498	93.45	50.00	1.500	94.00	
50.00	1.499	96.00	496.71	198.68	9.62	0.06486	-0.00078	1.500	95.48	50.00	1.500	96.00	
50.00	1.500	99.00	486.50	194.60	10.66	0.07171	-0.00074	1.503	98.51	50.00	1.500	99.00	
50.00	1.500	102.00	493.15	197.26	12.05	0.07653	-0.00057	1.506	101.51	50.00	1.500	102.00	
49.99	1.500	105.00	500.99	200.40	12.98	0.05234	-0.00046	1.509	104.52	50.00	1.500	105.00	
50.00	1.500	110.00	511.65	204.66	13.72	0.08122	-0.00051	1.513	109.43	50.00	1.500	110.00	
49.99	1.500	115.00	522.98	209.19	14.78	0.03006	-0.00023	1.513	114.33	50.00	1.500	115.00	
50.00	1.500	120.00	529.57	211.83	15.24	0.02130	-0.00028	1.511	119.20	50.00	1.500	120.00	
50.00	1.500	125.00	537.75	215.10	16.25	0.00920	0.00006	1.509	124.09	50.00	1.500	125.00	
50.00	1.500	130.00	542.68	217.07	16.39	0.05720	-0.00006	1.506	129.00	50.00	1.500	130.00	
50.00	1.500	135.00	549.46	219.78	16.94	-0.01194	0.00015	1.502	133.95	50.00	1.500	135.00	
50.00	1.500	140.00	556.50	222.60	17.82	-0.01013	0.00022	1.498	138.93	50.00	1.500	140.00	
50.00	1.500	145.00	560.53	224.21	17.43	0.02899	0.00012	1.494	143.93	50.00	1.500	145.00	
50.00	1.500	150.00	566.99	226.80	17.94	0.00625	0.00029	1.490	148.91	50.00	1.500	150.00	
50.00	1.500	155.00	572.94	229.18	18.07	0.03166	0.00043	1.486	153.90	50.00	1.500	155.00	
49.99	1.500	160.00	577.75	231.10	18.44	-0.00653	0.00015	1.484	158.88	50.00	1.500	160.00	
49.99	1.500	165.00	583.12	233.25	19.00	-0.02761	0.00047	1.481	163.92	50.00	1.500	165.00	
