Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
77.51	0.020	0.00	342.82	137.13	25.77	-0.01790	0.00098	0.020	1.75	77.50	0.020	0.00	
77.51	0.020	5.00	342.92	137.17	25.78	0.00189	0.00052	0.021	5.79	77.50	0.020	5.00	
77.50	0.020	10.00	343.16	137.26	25.66	0.02391	0.00002	0.021	10.76	77.50	0.020	10.00	
77.51	0.020	15.00	344.88	137.95	25.35	0.04374	-0.00004	0.020	16.07	77.50	0.020	15.00	
77.50	0.020	20.00	346.52	138.61	25.25	0.03378	0.00009	0.021	21.10	77.50	0.020	20.00	
77.51	0.020	25.00	348.61	139.44	25.65	0.03153	0.00021	0.021	26.24	77.50	0.020	25.00	
77.49	0.020	30.00	350.62	140.25	26.42	0.01676	0.00027	0.020	30.87	77.50	0.020	30.00	
77.50	0.020	35.00	352.61	141.04	26.79	0.01900	0.00042	0.021	35.63	77.50	0.020	35.00	
77.50	0.020	40.00	354.21	141.69	26.23	0.05736	0.00020	0.021	40.43	77.50	0.020	40.00	
77.50	0.020	45.00	356.59	142.63	26.95	0.02169	0.00027	0.021	45.50	77.50	0.020	45.00	
77.50	0.020	50.00	358.67	143.47	27.27	0.03557	0.00021	0.021	50.26	77.50	0.020	50.00	
77.50	0.020	55.00	360.69	144.28	27.70	0.02490	0.00037	0.021	55.12	77.50	0.020	55.00	
77.50	0.021	60.00	362.01	144.80	27.34	0.05640	0.00013	0.021	59.82	77.50	0.020	60.00	
77.50	0.020	65.00	364.40	145.76	27.94	0.00398	0.00012	0.021	64.74	77.50	0.020	65.00	
77.50	0.020	70.00	366.02	146.41	28.11	0.01502	0.00022	0.020	70.01	77.50	0.020	70.00	
77.50	0.020	75.00	367.87	147.15	28.76	-0.02332	0.00029	0.021	74.69	77.50	0.020	75.00	
77.50	0.020	78.00	368.46	147.39	28.88	-0.00147	0.00017	0.020	78.44	77.50	0.020	78.00	
77.50	0.020	81.00	367.98	147.19	27.47	0.00467	-0.00033	0.020	81.09	77.50	0.020	81.00	
77.50	0.020	84.00	368.72	147.49	27.77	0.02424	0.00007	0.021	84.23	77.50	0.020	84.00	
77.50	0.021	86.00	368.41	147.36	27.70	0.01011	-0.00031	0.020	86.97	77.50	0.020	86.00	
77.50	0.020	88.00	368.52	147.41	27.62	0.09536	-0.00041	0.020	88.76	77.50	0.020	88.00	
77.50	0.020	90.00	369.24	147.70	28.42	0.04001	-0.00015	0.020	91.01	77.50	0.020	90.00	
77.50	0.020	92.00	368.75	147.50	27.63	0.01458	-0.00012	0.020	93.06	77.50	0.020	92.00	
77.50	0.020	94.00	368.62	147.45	27.87	0.04360	-0.00015	0.021	94.75	77.50	0.020	94.00	
77.50	0.020	96.00	367.88	147.15	27.58	0.07914	-0.00063	0.020	96.53	77.50	0.020	96.00	
