Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
74.98	1.000	0.00	118.52	47.41	13.00	-0.05441	-0.00056	1.057	-0.03	75.00	1.000	0.00	
75.00	1.000	5.00	118.25	47.30	13.04	0.07078	-0.00085	1.057	5.03	75.00	1.000	5.00	
75.00	1.000	10.00	117.54	47.02	13.00	0.00853	-0.00054	1.056	10.03	75.00	1.000	10.00	
75.00	1.000	15.00	116.15	46.46	12.74	0.05159	-0.00064	1.056	15.01	75.00	1.000	15.00	
75.00	0.999	20.00	115.21	46.09	12.84	-0.00076	0.00043	1.054	19.94	75.00	1.000	20.00	
75.01	1.000	25.00	113.99	45.60	12.88	0.06549	-0.00106	1.052	24.83	75.00	1.000	25.00	
75.00	1.000	30.00	112.85	45.14	12.75	0.04130	-0.00054	1.048	29.65	75.00	1.000	30.00	
75.00	1.000	35.00	111.99	44.80	12.70	0.03392	-0.00116	1.044	34.44	75.00	1.000	35.00	
75.00	1.000	40.00	111.81	44.72	12.99	0.04929	-0.00057	1.039	39.20	75.00	1.000	40.00	
75.00	1.000	45.00	111.43	44.57	12.94	0.04871	-0.00074	1.031	43.99	75.00	1.000	45.00	
75.00	1.000	50.00	111.53	44.61	13.01	0.03202	-0.00061	1.024	48.80	75.00	1.000	50.00	
75.00	0.999	55.00	111.88	44.75	13.20	0.01421	-0.00040	1.017	53.69	75.00	1.000	55.00	
75.01	1.000	60.00	112.28	44.91	13.28	0.03898	-0.00074	1.010	58.65	75.00	1.000	60.00	
75.00	1.000	65.00	112.59	45.04	13.24	0.04034	-0.00068	1.004	63.69	75.00	1.000	65.00	
75.00	1.000	70.00	112.60	45.04	13.31	0.07315	-0.00178	0.999	68.81	75.00	1.000	70.00	
75.00	1.000	75.00	112.42	44.97	13.77	0.03853	-0.00052	0.996	73.99	75.00	1.000	75.00	
75.00	0.999	78.00	111.42	44.57	13.67	0.04316	-0.00119	0.995	77.13	75.00	1.000	78.00	
75.00	1.000	81.00	110.48	44.19	13.84	0.04622	-0.00140	0.995	80.27	75.00	1.000	81.00	
75.00	1.000	84.00	109.67	43.87	13.94	0.06518	-0.00095	0.996	83.39	75.00	1.000	84.00	
75.00	1.000	86.00	110.45	44.18	14.04	0.03354	-0.00122	0.998	85.49	75.00	1.000	86.00	
75.00	1.000	88.00	114.43	45.77	14.41	0.02953	-0.00172	0.998	87.56	75.00	1.000	88.00	
75.00	1.000	90.00	121.42	48.57	15.75	0.03674	-0.00091	1.000	89.62	75.00	1.000	90.00	
75.00	0.999	92.00	117.16	46.86	14.76	0.02252	-0.00157	1.002	91.68	75.00	1.000	92.00	
75.00	1.000	94.00	111.48	44.59	13.97	0.06900	-0.00160	1.004	93.73	75.00	1.000	94.00	
75.00	1.000	96.00	110.20	44.08	13.99	0.05894	-0.00154	1.005	95.77	75.00	1.000	96.00	
75.00	1.000	99.00	110.90	44.36	13.73	0.02458	-0.00250	1.007	98.80	75.00	1.000	99.00	
75.00	1.000	102.00	112.72	45.09	14.05	0.00911	0.00007	1.010	101.79	75.00	1.000	102.00	
75.00	1.000	105.00	113.67	45.47	13.75	0.08457	-0.00139	1.013	104.75	75.00	1.000	105.00	
75.00	1.000	110.00	115.14	46.06	13.94	-0.00781	0.00065	1.017	109.63	75.00	1.000	110.00	
75.00	0.999	115.00	114.95	45.98	13.46	0.02737	-0.00086	1.019	114.50	75.00	1.000	115.00	
75.00	1.000	120.00	114.97	45.99	13.50	0.01933	-0.00055	1.021	119.34	75.00	1.000	120.00	
75.00	1.000	125.00	114.62	45.85	13.33	0.03215	-0.00007	1.021	124.19	75.00	1.000	125.00	
75.00	1.000	130.00	113.90	45.56	13.03	0.05053	-0.00119	1.019	129.06	75.00	1.000	130.00	
