Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
29.99	5.000	0.00	676.04	270.42	19.37	-0.03770	0.00904	5.117	-0.65	30.00	5.000	0.00	
29.99	5.000	5.00	674.11	269.65	19.48	-0.15194	0.01018	5.117	4.23	30.00	5.000	5.00	
29.99	5.000	10.00	677.87	271.15	20.73	-0.22851	0.01216	5.117	9.11	30.00	5.000	10.00	
30.00	5.000	15.00	673.91	269.56	20.08	-0.23595	0.01295	5.114	14.02	30.00	5.000	15.00	
30.01	5.000	20.00	670.39	268.16	18.24	-0.25410	0.01450	5.110	18.90	30.00	5.000	20.00	
30.01	5.000	25.00	668.70	267.48	17.64	-0.43978	0.01567	5.104	23.77	30.00	5.000	25.00	
30.00	5.000	30.00	666.83	266.73	16.31	-0.41549	0.01612	5.097	28.65	30.00	5.000	30.00	
30.00	5.000	35.00	658.55	263.42	13.59	-0.47464	0.01538	5.089	33.54	30.00	5.000	35.00	
30.00	5.000	40.00	669.12	267.65	15.31	-0.44923	0.01456	5.081	38.38	30.00	5.000	40.00	
30.00	5.000	45.00	667.52	267.01	13.37	-0.41446	0.01307	5.069	43.34	30.00	5.000	45.00	
30.00	5.000	50.00	676.48	270.59	13.85	-0.42065	0.01136	5.058	48.25	30.00	5.000	50.00	
30.00	5.000	55.00	687.44	274.97	13.97	-0.32421	0.00937	5.046	53.19	30.00	5.000	55.00	
30.00	5.000	60.00	702.59	281.04	14.25	-0.20117	0.00727	5.034	58.16	30.00	5.000	60.00	
30.00	5.000	65.00	719.83	287.93	13.85	-0.12072	0.00531	5.023	63.15	30.00	5.000	65.00	
30.01	5.000	70.00	740.84	296.34	12.85	-0.07897	0.00362	5.015	68.17	30.00	5.000	70.00	
30.00	5.000	75.00	777.13	310.85	11.95	-0.04816	0.00232	5.005	73.20	30.00	5.000	75.00	
30.00	5.000	78.00	810.12	324.05	11.28	-0.00377	0.00147	5.001	76.23	30.00	5.000	78.00	
30.01	5.000	81.00	867.90	347.16	10.84	0.03663	0.00078	4.997	79.27	30.00	5.000	81.00	
30.00	5.000	84.00	972.45	388.98	10.40	0.05696	0.00010	4.994	82.30	30.00	5.000	84.00	
30.00	5.000	86.00	1109.20	443.68	10.70	0.07001	-0.00022	4.991	84.34	30.00	5.000	86.00	
30.00	5.000	88.00	1353.42	541.37	12.06	0.05487	-0.00065	4.988	86.37	30.00	5.000	88.00	
