Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
29.99	3.000	0.00	912.57	365.03	21.19	-0.16197	0.00287	3.098	-0.71	30.00	3.000	0.00	
29.99	3.000	5.00	901.50	360.60	19.43	-0.03554	0.00221	3.099	4.18	30.00	3.000	5.00	
30.00	3.000	10.00	905.79	362.32	20.08	-0.10980	0.00332	3.099	9.16	30.00	3.000	10.00	
30.00	3.000	15.00	904.92	361.97	20.13	-0.08089	0.00343	3.097	14.04	30.00	3.000	15.00	
30.00	3.000	20.00	901.88	360.75	19.33	-0.03870	0.00358	3.093	18.91	30.00	3.000	20.00	
30.00	3.000	25.00	901.92	360.77	19.35	0.00860	0.00377	3.089	23.79	30.00	3.000	25.00	
30.00	3.000	30.00	900.89	360.36	18.52	-0.00944	0.00385	3.084	28.67	30.00	3.000	30.00	
30.00	3.000	35.00	903.88	361.55	18.25	-0.03069	0.00375	3.077	33.55	30.00	3.000	35.00	
30.00	3.000	40.00	906.42	362.57	17.50	-0.07149	0.00364	3.069	38.43	30.00	3.000	40.00	
30.00	3.000	45.00	915.32	366.13	17.47	-0.12179	0.00358	3.060	43.34	30.00	3.000	45.00	
30.00	3.000	50.00	921.08	368.43	16.34	-0.09797	0.00317	3.050	48.26	30.00	3.000	50.00	
30.00	3.000	55.00	933.59	373.44	15.75	-0.10940	0.00288	3.040	53.21	30.00	3.000	55.00	
30.00	3.000	60.00	951.57	380.63	15.21	-0.08465	0.00235	3.030	58.20	30.00	3.000	60.00	
30.01	3.000	65.00	975.24	390.10	14.24	-0.06653	0.00189	3.022	63.23	30.00	3.000	65.00	
30.01	3.000	70.00	1010.38	404.15	13.49	-0.03648	0.00146	3.014	68.29	30.00	3.000	70.00	
30.00	3.000	75.00	1065.77	426.31	12.75	0.00238	0.00095	3.008	73.38	30.00	3.000	75.00	
30.00	3.000	78.00	1114.90	445.96	12.27	-0.00461	0.00064	3.005	76.44	30.00	3.000	78.00	
30.00	3.000	81.00	1187.15	474.86	11.63	0.04878	0.00031	3.003	79.50	30.00	3.000	81.00	
30.00	3.000	84.00	1326.46	530.58	12.04	-0.01731	0.00030	3.001	82.56	30.00	3.000	84.00	
30.00	3.000	86.00	1471.57	588.63	12.76	-0.06916	0.00016	3.000	84.62	30.00	3.000	86.00	
30.00	3.000	88.00	1670.46	668.18	14.34	-0.04540	-0.00009	2.995	86.62	30.00	3.000	88.00	
29.99	3.000	90.00	1825.09	730.04	16.71	0.04858	-0.00031	2.991	88.67	30.00	3.000	90.00	
29.98	3.000	92.00	1819.78	727.91	17.43	-0.00488	-0.00037	2.988	90.77	30.00	3.000	92.00	
29.99	3.000	94.00	1665.17	666.07	15.49	0.02571	-0.00047	2.985	92.87	30.00	3.000	94.00	
30.00	3.000	96.00	1486.98	594.79	13.73	0.04096	-0.00060	2.985	94.95	30.00	3.000	96.00	
30.00	3.000	99.00	1293.84	517.54	12.91	0.03380	-0.00082	2.986	97.97	30.00	3.000	99.00	
30.01	3.000	102.00	1178.29	471.32	12.74	0.08839	-0.00115	2.994	101.04	30.00	3.000	102.00	
