Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
75.00	5.000	0.00	17.94	7.17	5.70	0.08831	-0.01504	5.117	-0.21	75.00	5.000	0.00	
75.00	5.000	5.00	17.91	7.17	5.70	0.13618	-0.01770	5.117	4.81	75.00	5.000	5.00	
75.01	5.000	10.00	18.06	7.22	5.76	0.12536	-0.01096	5.116	9.73	75.00	5.000	10.00	
75.00	5.000	15.00	18.21	7.28	5.80	0.12454	-0.01108	5.113	14.64	75.00	5.000	15.00	
75.00	4.999	20.00	18.39	7.36	5.75	0.05930	-0.01396	5.108	19.55	75.00	5.000	20.00	
75.01	5.000	25.00	19.04	7.61	5.97	0.18079	-0.00005	5.102	24.46	75.00	5.000	25.00	
75.00	5.000	30.00	19.52	7.81	5.90	0.23887	-0.01306	5.096	29.36	75.00	5.000	30.00	
74.99	5.000	35.00	20.43	8.17	6.08	0.15126	-0.00738	5.089	34.27	75.00	5.000	35.00	
74.99	5.000	40.00	21.60	8.64	6.32	0.04038	-0.00016	5.080	39.19	75.00	5.000	40.00	
75.00	5.000	45.00	22.83	9.13	6.44	0.19047	-0.00367	5.070	44.12	75.00	5.000	45.00	
75.00	5.000	50.00	24.37	9.75	6.69	0.15568	-0.00066	5.059	49.07	75.00	5.000	50.00	
75.01	5.000	55.00	26.08	10.43	6.94	0.07318	-0.00546	5.048	54.04	75.00	5.000	55.00	
75.01	5.000	60.00	28.03	11.21	7.26	0.11237	-0.00237	5.038	59.05	75.00	5.000	60.00	
75.01	5.000	65.00	30.29	12.11	7.83	0.03935	0.00304	5.028	64.09	75.00	5.000	65.00	
75.00	5.000	70.00	32.24	12.90	8.11	0.07546	-0.00145	5.020	69.15	75.00	5.000	70.00	
75.00	5.000	75.00	34.27	13.71	8.65	0.05086	-0.00295	5.013	74.24	75.00	5.000	75.00	
75.00	5.000	78.00	35.23	14.09	8.95	0.05754	-0.00475	5.009	77.30	75.00	5.000	78.00	
75.00	5.000	81.00	36.07	14.43	9.49	0.07675	-0.00364	5.005	80.38	75.00	5.000	81.00	
75.00	5.000	84.00	36.64	14.66	9.99	0.08319	-0.00580	5.002	83.46	75.00	5.000	84.00	
75.00	5.000	86.00	37.20	14.88	10.28	0.09240	-0.00582	5.001	85.51	75.00	5.000	86.00	
75.00	5.000	88.00	38.37	15.35	10.57	0.07346	-0.00855	5.000	87.57	75.00	5.000	88.00	
75.00	5.000	90.00	40.64	16.26	11.22	0.08002	-0.00596	4.999	89.64	75.00	5.000	90.00	
75.00	5.000	92.00	39.15	15.66	10.87	0.04408	-0.00660	4.999	91.71	75.00	5.000	92.00	
75.00	5.000	94.00	37.47	14.99	10.39	0.06559	-0.00794	4.999	93.78	75.00	5.000	94.00	
75.00	5.000	96.00	36.84	14.73	10.02	0.05207	-0.00940	4.999	95.83	75.00	5.000	96.00	
75.00	5.000	99.00	36.27	14.51	9.53	0.09517	-0.01367	4.999	98.86	75.00	5.000	99.00	
75.00	5.000	102.00	35.68	14.27	9.13	0.03667	-0.00979	4.998	101.83	75.00	5.000	102.00	
75.00	5.000	105.00	34.83	13.93	8.83	0.02459	-0.00862	4.995	104.78	75.00	5.000	105.00	
75.00	5.000	110.00	32.99	13.20	8.28	0.02049	-0.00733	4.987	109.65	75.00	5.000	110.00	
75.00	5.000	115.00	30.66	12.26	7.66	0.31622	-0.01794	4.975	114.51	75.00	5.000	115.00	
75.00	5.000	120.00	28.82	11.53	7.31	-0.00292	-0.00787	4.961	119.39	75.00	5.000	120.00	
75.00	5.000	125.00	27.76	11.10	7.65	0.03800	-0.00352	4.946	124.29	75.00	5.000	125.00	
75.00	5.000	130.00	25.32	10.13	6.82	-0.08037	-0.00892	4.930	129.24	75.00	5.000	130.00	
75.00	5.000	135.00	23.60	9.44	6.42	0.00131	-0.01308	4.915	134.21	75.00	5.000	135.00	
75.00	5.000	140.00	22.44	8.97	6.35	0.02681	-0.01455	4.901	139.20	75.00	5.000	140.00	
75.00	5.000	145.00	21.39	8.56	6.23	0.04077	-0.00778	4.888	144.22	75.00	5.000	145.00	
75.00	5.000	150.00	20.24	8.10	5.97	0.28391	-0.02317	4.877	149.21	75.00	5.000	150.00	
75.00	5.000	155.00	19.81	7.92	6.11	-0.02527	-0.01281	4.867	154.16	75.00	5.000	155.00	
75.00	5.000	160.00	19.00	7.60	5.76	0.09507	-0.01896	4.859	159.11	75.00	5.000	160.00	
75.00	5.000	165.00	18.87	7.55	5.85	0.28538	-0.00768	4.851	164.08	75.00	5.000	165.00	
75.00	5.000	170.00	18.77	7.51	5.96	0.08183	-0.00894	4.844	169.08	75.00	5.000	170.00	
75.00	5.000	175.00	18.59	7.44	5.89	0.02024	0.00886	4.839	174.22	75.00	5.000	175.00	
75.00	5.000	180.00	18.34	7.33	5.73	0.03945	0.00220	4.834	179.47	75.00	5.000	180.00	
75.00	5.000	185.00	18.03	7.21	5.56	-0.01012	0.00054	4.833	184.65	75.00	5.000	185.00	
75.00	5.000	190.00	18.18	7.27	5.66	0.04305	-0.00669	4.835	189.80	75.00	5.000	190.00	
75.00	5.000	195.00	19.07	7.63	6.42	-0.10270	0.04184	4.839	194.98	75.00	5.000	195.00	
75.00	5.000	200.00	18.32	7.33	5.62	0.13190	-0.02473	4.845	200.12	75.00	5.000	200.00	
75.00	5.000	205.00	19.27	7.71	6.18	0.03176	0.01224	4.853	205.27	75.00	5.000	205.00	
75.00	5.000	210.00	19.57	7.83	5.93	0.18226	-0.01200	4.863	210.38	75.00	5.000	210.00	
75.00	5.000	215.00	20.70	8.28	6.25	0.11701	0.00737	4.875	215.46	75.00	5.000	215.00	
75.00	5.000	220.00	21.70	8.68	6.34	0.10166	0.00665	4.888	220.43	75.00	5.000	220.00	
75.00	5.000	225.00	22.63	9.05	6.24	0.20569	-0.01651	4.902	225.39	75.00	5.000	225.00	
75.00	5.000	230.00	24.12	9.65	6.52	0.16859	-0.01118	4.916	230.37	75.00	5.000	230.00	
75.00	5.000	235.00	26.44	10.58	7.36	0.03438	0.01423	4.931	235.32	75.00	5.000	235.00	
75.00	5.000	240.00	27.98	11.19	7.38	0.06809	0.00637	4.944	240.23	75.00	5.000	240.00	
