Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
39.98	0.500	0.00	1253.77	501.51	20.32	-0.11916	0.00068	0.530	-0.16	40.00	0.500	0.00	
40.00	0.500	5.00	1238.55	495.42	18.68	0.03924	-0.00012	0.531	4.82	40.00	0.500	5.00	
40.01	0.500	10.00	1239.61	495.84	18.83	-0.03128	0.00008	0.532	9.80	40.00	0.500	10.00	
40.01	0.500	15.00	1240.05	496.02	18.80	0.01121	0.00010	0.532	14.78	40.00	0.500	15.00	
40.00	0.500	20.00	1240.62	496.25	18.52	-0.01668	0.00026	0.532	19.75	40.00	0.500	20.00	
40.00	0.500	25.00	1242.79	497.12	18.24	-0.04680	0.00037	0.530	24.61	40.00	0.500	25.00	
40.00	0.501	30.00	1246.01	498.41	17.94	-0.06974	0.00046	0.528	29.40	40.00	0.500	30.00	
40.00	0.500	35.00	1253.97	501.59	18.24	-0.04675	0.00052	0.525	34.15	40.00	0.500	35.00	
40.01	0.500	40.00	1260.93	504.37	18.15	-0.06119	0.00057	0.521	38.87	40.00	0.500	40.00	
40.01	0.500	45.00	1268.87	507.55	17.69	-0.06719	0.00051	0.517	43.62	40.00	0.500	45.00	
40.00	0.500	50.00	1276.70	510.68	17.20	-0.06879	0.00051	0.512	48.40	40.00	0.500	50.00	
40.01	0.500	55.00	1286.37	514.55	16.67	-0.05592	0.00048	0.508	53.27	40.00	0.500	55.00	
40.01	0.500	60.00	1301.52	520.61	16.19	-0.05716	0.00045	0.503	58.24	40.00	0.500	60.00	
40.00	0.500	65.00	1321.06	528.42	15.68	-0.11286	0.00046	0.499	63.30	40.00	0.500	65.00	
40.00	0.500	70.00	1346.12	538.45	15.25	-0.06979	0.00044	0.496	68.42	40.00	0.500	70.00	
40.00	0.500	75.00	1381.47	552.59	15.00	-0.08058	0.00040	0.494	73.62	40.00	0.500	75.00	
40.00	0.500	78.00	1401.87	560.75	14.50	-0.09096	0.00033	0.494	76.86	40.00	0.500	78.00	
40.00	0.500	81.00	1427.44	570.97	14.37	-0.08408	0.00003	0.493	80.03	40.00	0.500	81.00	
40.00	0.501	84.00	1457.75	583.10	14.66	-0.11887	0.00014	0.494	83.17	40.00	0.500	84.00	
40.00	0.500	86.00	1465.81	586.32	14.39	-0.06074	-0.00004	0.494	85.32	40.00	0.500	86.00	
