Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
74.98	0.050	0.00	372.23	148.89	22.73	0.03652	0.00031	0.052	0.13	75.00	0.050	0.00	
75.01	0.050	5.00	372.84	149.13	22.77	0.04429	-0.00002	0.053	4.96	75.00	0.050	5.00	
75.00	0.050	10.00	374.71	149.89	23.01	0.01284	0.00002	0.053	9.78	75.00	0.050	10.00	
75.00	0.050	15.00	376.97	150.79	23.45	0.02004	0.00030	0.053	14.71	75.00	0.050	15.00	
75.01	0.050	20.00	379.44	151.77	23.19	0.03726	0.00010	0.053	19.64	75.00	0.050	20.00	
75.01	0.050	25.00	382.45	152.98	23.50	0.05432	0.00010	0.052	24.49	75.00	0.050	25.00	
75.01	0.050	30.00	386.21	154.49	24.09	0.02542	0.00018	0.052	29.30	75.00	0.050	30.00	
75.00	0.051	35.00	388.86	155.54	23.61	0.02469	0.00021	0.053	34.09	75.00	0.050	35.00	
75.00	0.051	40.00	393.51	157.40	24.32	-0.00818	0.00046	0.052	38.83	75.00	0.050	40.00	
75.00	0.050	45.00	396.86	158.74	24.07	-0.00652	0.00054	0.051	43.57	75.00	0.050	45.00	
75.01	0.050	50.00	401.66	160.66	24.60	-0.00017	0.00036	0.051	48.38	75.00	0.050	50.00	
75.00	0.050	55.00	406.33	162.53	24.84	0.00459	0.00037	0.051	53.34	75.00	0.050	55.00	
75.00	0.050	60.00	412.19	164.88	25.73	0.00378	0.00054	0.050	58.19	75.00	0.050	60.00	
75.01	0.050	65.00	415.86	166.34	25.23	-0.02564	0.00041	0.050	63.32	75.00	0.050	65.00	
75.00	0.050	70.00	420.81	168.32	26.23	0.01327	0.00027	0.050	68.21	75.00	0.050	70.00	
75.00	0.050	75.00	424.79	169.92	26.13	0.00475	0.00037	0.050	73.49	75.00	0.050	75.00	
75.01	0.050	78.00	426.47	170.59	26.26	0.00459	-0.00007	0.050	76.70	75.00	0.050	78.00	
75.02	0.049	81.00	429.23	171.69	27.68	-0.03837	0.00049	0.050	79.78	75.00	0.050	81.00	
75.00	0.050	84.00	429.40	171.76	27.20	0.00755	0.00014	0.050	82.92	75.00	0.050	84.00	
75.02	0.051	86.00	431.77	172.71	28.36	-0.01065	0.00056	0.050	85.13	75.00	0.050	86.00	
74.99	0.050	88.00	431.09	172.44	27.68	-0.00571	0.00053	0.050	87.30	75.00	0.050	88.00	
75.01	0.050	90.00	430.83	172.33	27.23	0.04102	-0.00008	0.049	89.26	75.00	0.050	90.00	
75.00	0.050	92.00	429.69	171.88	26.27	-0.02722	-0.00003	0.050	91.43	75.00	0.050	92.00	
75.00	0.050	94.00	429.81	171.92	26.83	0.05593	-0.00024	0.050	93.38	75.00	0.050	94.00	
75.01	0.050	96.00	429.72	171.89	26.84	0.00038	-0.00011	0.050	95.51	75.00	0.050	96.00	
75.00	0.050	99.00	428.78	171.51	26.90	0.01210	0.00021	0.050	98.50	75.00	0.050	99.00	
74.99	0.050	102.00	426.08	170.43	26.44	0.04287	-0.00013	0.050	101.72	75.00	0.050	102.00	
75.00	0.050	105.00	424.29	169.72	25.87	-0.00583	-0.00012	0.050	104.60	75.00	0.050	105.00	
75.00	0.050	110.00	420.68	168.27	25.83	-0.01818	0.00008	0.050	109.58	75.00	0.050	110.00	
75.00	0.050	115.00	416.08	166.43	24.94	0.06837	-0.00006	0.050	114.27	75.00	0.050	115.00	
74.98	0.051	120.00	412.36	164.94	24.65	-0.03924	0.00049	0.050	119.38	75.00	0.050	120.00	
75.00	0.050	125.00	409.26	163.71	25.14	-0.05309	0.00066	0.051	124.27	75.00	0.050	125.00	
75.00	0.050	130.00	404.43	161.77	24.53	0.02631	0.00030	0.051	129.33	75.00	0.050	130.00	
75.00	0.050	135.00	400.20	160.08	24.33	-0.03862	0.00032	0.051	134.34	75.00	0.050	135.00	
75.00	0.050	140.00	395.41	158.16	23.63	-0.01420	0.00052	0.050	139.49	75.00	0.050	140.00	
75.00	0.050	145.00	391.64	156.66	23.63	0.02265	-0.00008	0.051	144.39	75.00	0.050	145.00	
