Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
55.00	0.000	0.00	1115.06	446.03	22.16	0.04984	0.00000	0.001	-47.17	55.00	0.000	0.00	
55.01	0.000	5.00	1116.67	446.67	22.23	0.07866	-0.00004	0.002	-25.41	55.00	0.000	5.00	
55.01	-0.000	10.00	1115.86	446.34	22.25	-0.03214	0.00010	0.001	-55.07	55.00	0.000	10.00	
55.01	-0.000	15.00	1117.96	447.18	22.64	0.03699	0.00008	0.001	-28.61	55.00	0.000	15.00	
55.00	-0.000	20.00	1114.86	445.94	22.00	0.01817	-0.00001	0.001	-55.08	55.00	0.000	20.00	
55.00	-0.000	25.00	1117.68	447.07	22.42	-0.03311	0.00014	0.001	-34.32	55.00	0.000	25.00	
55.01	0.000	30.00	1117.46	446.98	22.29	0.05083	0.00005	0.002	-15.91	55.00	0.000	30.00	
55.00	-0.000	35.00	1115.84	446.33	21.96	0.01781	0.00004	0.001	-26.51	55.00	0.000	35.00	
55.00	0.000	40.00	1118.07	447.23	22.37	-0.01118	0.00011	0.001	-29.67	55.00	0.000	40.00	
55.00	0.000	45.00	1117.78	447.11	22.41	0.04682	-0.00001	0.001	-27.29	55.00	0.000	45.00	
55.00	0.000	50.00	1118.03	447.21	22.40	0.02025	-0.00001	0.001	-32.55	55.00	0.000	50.00	
55.00	-0.000	55.00	1117.75	447.10	22.31	0.02592	-0.00004	0.001	-9.29	55.00	0.000	55.00	
55.00	0.000	60.00	1118.44	447.38	22.45	0.04041	-0.00008	0.001	-11.31	55.00	0.000	60.00	
55.00	0.000	65.00	1117.80	447.12	22.33	0.04308	-0.00013	0.001	-24.03	55.00	0.000	65.00	
55.00	-0.000	70.00	1118.01	447.20	22.20	-0.01511	-0.00016	-0.001	139.75	55.00	0.000	70.00	
55.00	-0.000	75.00	1119.05	447.62	22.44	0.00993	-0.00020	0.001	2.60	55.00	0.000	75.00	
55.00	0.000	78.00	1118.77	447.51	22.33	0.02236	-0.00021	0.001	-0.66	55.00	0.000	78.00	
55.00	0.000	81.00	1118.67	447.47	22.36	0.04242	-0.00020	-0.001	136.68	55.00	0.000	81.00	
55.00	-0.000	84.00	1119.23	447.69	22.40	0.02921	-0.00022	-0.001	119.56	55.00	0.000	84.00	
55.00	-0.000	86.00	1119.15	447.66	22.50	0.02895	-0.00028	-0.000	169.48	55.00	0.000	86.00	
55.00	-0.000	88.00	1120.52	448.21	22.73	0.05268	-0.00024	0.000	3.48	55.00	0.000	88.00	
55.00	0.000	90.00	1118.61	447.44	22.37	0.03214	-0.00027	-0.000	149.67	55.00	0.000	90.00	
55.00	-0.000	92.00	1119.70	447.88	22.53	0.01109	-0.00026	-0.000	168.73	55.00	0.000	92.00	
55.00	-0.000	94.00	1119.68	447.87	22.52	-0.01411	-0.00026	0.000	31.82	55.00	0.000	94.00	
55.01	-0.000	96.00	1119.73	447.89	22.51	-0.00697	-0.00025	-0.000	179.57	55.00	0.000	96.00	
55.00	0.000	99.00	1118.85	447.54	22.44	0.00852	-0.00030	0.000	38.25	55.00	0.000	99.00	
55.00	0.000	102.00	1118.09	447.23	22.26	0.02787	-0.00030	-0.000	120.08	55.00	0.000	102.00	
55.01	0.000	105.00	1120.64	448.26	22.84	-0.03312	-0.00021	0.000	83.55	55.00	0.000	105.00	
55.00	0.000	110.00	1118.51	447.40	22.33	0.03999	-0.00036	-0.000	59.03	55.00	0.000	110.00	
55.00	0.000	115.00	1117.43	446.97	22.12	0.03585	-0.00028	0.000	81.55	55.00	0.000	115.00	
55.00	-0.000	120.00	1117.97	447.19	22.29	-0.03478	-0.00024	0.000	91.56	55.00	0.000	120.00	
55.00	0.000	125.00	1121.52	448.61	22.24	-0.01130	-0.00014	0.000	183.31	55.00	0.000	125.00	
54.99	0.000	130.00	1121.00	448.40	22.31	-0.00537	-0.00013	-0.000	49.48	55.00	0.000	130.00	
54.99	0.000	135.00	1122.46	448.98	22.61	0.02132	-0.00008	-0.000	47.34	55.00	0.000	135.00	
