Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
45.00	5.000	0.00	371.84	148.74	17.37	-0.34434	0.01169	5.118	-0.15	45.00	5.000	0.00	
45.00	5.000	5.00	368.03	147.21	16.39	-0.08182	0.00947	5.118	4.77	45.00	5.000	5.00	
45.00	5.000	10.00	366.84	146.73	16.49	-0.10898	0.01115	5.117	9.70	45.00	5.000	10.00	
44.99	5.000	15.00	363.92	145.57	15.56	-0.15632	0.01187	5.115	14.58	45.00	5.000	15.00	
44.99	5.000	20.00	366.84	146.74	17.13	-0.17047	0.01390	5.110	19.47	45.00	5.000	20.00	
44.99	5.000	25.00	366.57	146.63	16.95	-0.13593	0.01557	5.104	24.37	45.00	5.000	25.00	
45.00	5.000	30.00	367.04	146.82	17.40	-0.17782	0.01618	5.097	29.26	45.00	5.000	30.00	
45.00	5.000	35.00	367.26	146.90	17.05	-0.27778	0.01693	5.089	34.18	45.00	5.000	35.00	
45.00	5.000	40.00	367.22	146.89	16.70	-0.27617	0.01659	5.080	39.08	45.00	5.000	40.00	
45.00	5.000	45.00	365.93	146.37	15.94	-0.32360	0.01527	5.069	44.00	45.00	5.000	45.00	
44.99	5.000	50.00	365.79	146.32	15.63	-0.21778	0.01406	5.058	48.93	45.00	5.000	50.00	
45.00	5.000	55.00	363.74	145.49	14.97	-0.24750	0.01194	5.046	53.90	45.00	5.000	55.00	
45.01	5.000	60.00	362.88	145.15	14.95	-0.13814	0.00941	5.036	58.88	45.00	5.000	60.00	
45.01	5.000	65.00	359.30	143.72	14.42	-0.08084	0.00599	5.026	63.90	45.00	5.000	65.00	
44.98	5.000	70.00	354.77	141.91	13.95	-0.00956	0.00375	5.017	68.92	45.00	5.000	70.00	
45.00	5.000	75.00	345.83	138.33	12.84	0.05773	0.00115	5.008	73.97	45.00	5.000	75.00	
45.00	5.000	78.00	339.59	135.83	12.27	0.09596	0.00041	5.004	77.01	45.00	5.000	78.00	
44.98	5.000	81.00	331.67	132.67	10.98	0.10469	-0.00051	5.001	80.05	45.00	5.000	81.00	
45.00	5.000	84.00	331.00	132.40	9.28	0.17143	-0.00125	4.998	83.10	45.00	5.000	84.00	
45.00	5.000	86.00	350.73	140.29	8.07	0.15578	-0.00155	4.997	85.15	45.00	5.000	86.00	
45.00	5.000	88.00	429.92	171.97	7.27	0.13157	-0.00152	4.995	87.27	45.00	5.000	88.00	
45.01	5.000	90.00	597.71	239.09	8.42	0.09731	-0.00146	4.994	89.31	45.00	5.000	90.00	
45.01	5.000	92.00	517.60	207.04	8.12	0.15172	-0.00228	4.993	91.40	45.00	5.000	92.00	
45.01	5.000	94.00	383.44	153.38	7.81	0.17941	-0.00334	4.993	93.48	45.00	5.000	94.00	
45.00	5.000	96.00	339.01	135.60	8.72	0.17691	-0.00359	4.993	95.47	45.00	5.000	96.00	
45.01	5.000	99.00	330.84	132.34	10.45	0.16705	-0.00410	4.993	98.59	45.00	5.000	99.00	
44.99	5.000	102.00	339.99	136.00	12.09	0.14650	-0.00407	4.991	101.54	45.00	5.000	102.00	
45.00	5.000	105.00	349.69	139.87	13.50	0.10815	-0.00394	4.989	104.51	45.00	5.000	105.00	
44.99	5.000	110.00	361.45	144.58	15.08	0.09528	-0.00411	4.980	109.42	45.00	5.000	110.00	
45.01	5.000	115.00	367.41	146.96	15.54	0.09436	-0.00432	4.967	114.37	45.00	5.000	115.00	
45.00	5.000	120.00	372.19	148.88	16.44	0.03387	-0.00372	4.953	119.27	45.00	5.000	120.00	
45.00	5.000	125.00	374.61	149.85	16.93	0.02456	-0.00270	4.939	124.20	45.00	5.000	125.00	
45.00	5.000	130.00	375.29	150.12	17.14	-0.00493	-0.00186	4.924	129.18	45.00	5.000	130.00	
45.00	5.000	135.00	374.69	149.88	17.15	-0.05319	-0.00050	4.909	134.16	45.00	5.000	135.00	
45.01	5.000	140.00	373.75	149.50	17.07	-0.07041	0.00063	4.896	139.19	45.00	5.000	140.00	
45.00	5.000	145.00	373.26	149.30	17.39	-0.00242	0.00189	4.884	144.21	45.00	5.000	145.00	
45.00	5.000	150.00	372.41	148.97	17.34	-0.02500	0.00298	4.873	149.24	45.00	5.000	150.00	
45.00	5.000	155.00	370.83	148.33	16.87	0.03390	0.00348	4.864	154.21	45.00	5.000	155.00	
45.00	5.000	160.00	371.02	148.41	16.90	-0.01744	0.00477	4.856	159.15	45.00	5.000	160.00	
45.00	5.000	165.00	372.13	148.85	17.01	-0.07232	0.00608	4.850	164.14	45.00	5.000	165.00	
45.01	5.000	170.00	370.90	148.36	16.59	-0.02961	0.00672	4.843	169.19	45.00	5.000	170.00	
44.99	5.000	175.00	369.87	147.95	16.38	0.00917	0.00729	4.838	174.34	45.00	5.000	175.00	
44.99	5.000	180.00	369.35	147.74	16.34	-0.01998	0.00883	4.834	179.59	45.00	5.000	180.00	
45.00	5.000	185.00	370.69	148.28	17.13	-0.02182	0.01015	4.834	184.76	45.00	5.000	185.00	
45.00	5.000	190.00	370.17	148.07	17.64	-0.02918	0.01198	4.836	189.95	45.00	5.000	190.00	
44.99	5.000	195.00	366.78	146.71	17.02	0.02004	0.01271	4.840	195.09	45.00	5.000	195.00	
45.00	5.000	200.00	366.48	146.59	17.43	-0.02210	0.01399	4.846	200.21	45.00	5.000	200.00	
45.00	5.000	205.00	367.59	147.03	18.53	-0.04071	0.01591	4.854	205.31	45.00	5.000	205.00	
45.00	5.000	210.00	366.34	146.54	18.15	-0.00414	0.01622	4.864	210.43	45.00	5.000	210.00	
45.01	5.000	215.00	367.77	147.11	18.78	-0.04750	0.01658	4.876	215.47	45.00	5.000	215.00	
44.99	5.000	220.00	368.92	147.57	18.57	-0.08542	0.01716	4.890	220.44	45.00	5.000	220.00	
45.00	5.000	225.00	369.48	147.79	18.49	-0.20182	0.01709	4.903	225.37	45.00	5.000	225.00	
45.00	5.000	230.00	368.23	147.29	17.71	-0.13435	0.01570	4.918	230.33	45.00	5.000	230.00	
45.00	5.000	235.00	367.02	146.81	17.27	-0.38045	0.01462	4.932	235.25	45.00	5.000	235.00	
45.00	5.000	240.00	366.24	146.50	17.16	-0.20552	0.01313	4.946	240.15	45.00	5.000	240.00	
