Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
60.01	0.000	0.00	926.03	370.41	23.41	0.04447	0.00007	-0.001	-16.20	60.00	0.000	0.00	
59.98	0.000	5.00	925.92	370.37	23.62	0.04445	-0.00006	-0.001	5.27	60.00	0.000	5.00	
59.98	0.000	10.00	925.69	370.28	23.26	-0.01656	0.00017	-0.001	3.11	60.00	0.000	10.00	
60.01	0.000	15.00	925.92	370.37	23.28	0.04793	-0.00004	-0.001	0.97	60.00	0.000	15.00	
59.98	0.000	20.00	928.04	371.22	23.69	0.04250	0.00010	-0.001	-1.66	60.00	0.000	20.00	
59.98	-0.000	25.00	928.32	371.33	23.70	0.02596	0.00013	-0.001	6.79	60.00	0.000	25.00	
59.99	0.000	30.00	928.85	371.54	23.46	0.06155	0.00003	-0.001	16.55	60.00	0.000	30.00	
59.99	-0.000	35.00	929.83	371.93	23.89	0.03023	0.00006	-0.001	14.09	60.00	0.000	35.00	
59.98	-0.000	40.00	927.81	371.12	23.31	0.00830	-0.00005	-0.001	17.45	60.00	0.000	40.00	
60.00	-0.000	45.00	930.77	372.31	23.69	0.05933	0.00003	-0.001	18.13	60.00	0.000	45.00	
60.00	0.000	50.00	929.47	371.79	23.55	0.06436	-0.00008	-0.001	13.90	60.00	0.000	50.00	
59.98	0.000	55.00	929.03	371.61	23.60	0.04100	-0.00013	-0.001	-14.60	60.00	0.000	55.00	
59.98	-0.000	60.00	928.22	371.29	23.43	0.05470	-0.00010	-0.001	3.14	60.00	0.000	60.00	
60.01	-0.000	65.00	927.79	371.11	23.40	0.06099	-0.00021	-0.001	12.12	60.00	0.000	65.00	
60.00	0.000	70.00	928.67	371.47	23.50	0.02207	-0.00019	-0.001	17.64	60.00	0.000	70.00	
59.99	0.000	75.00	926.91	370.77	23.13	0.04476	-0.00028	-0.001	-11.33	60.00	0.000	75.00	
59.98	0.000	78.00	928.25	371.30	23.65	0.04907	-0.00028	0.001	141.19	60.00	0.000	78.00	
59.99	0.001	81.00	928.64	371.46	23.56	0.01727	-0.00026	0.001	142.56	60.00	0.000	81.00	
59.99	0.000	84.00	929.81	371.93	23.92	0.02624	-0.00029	0.001	163.71	60.00	0.000	84.00	
59.98	-0.000	86.00	929.03	371.61	23.63	0.00495	-0.00027	-0.001	9.58	60.00	0.000	86.00	
59.98	0.000	88.00	929.33	371.73	23.68	0.02447	-0.00026	-0.001	-0.67	60.00	0.000	88.00	
59.98	0.000	90.00	927.98	371.19	23.39	0.07171	-0.00041	-0.001	6.40	60.00	0.000	90.00	
59.99	-0.000	92.00	929.87	371.95	24.00	0.07484	-0.00040	-0.001	4.76	60.00	0.000	92.00	
59.98	-0.000	94.00	929.73	371.89	23.83	0.02549	-0.00029	-0.001	9.88	60.00	0.000	94.00	
59.98	0.000	96.00	929.02	371.61	23.67	0.04292	-0.00031	0.001	160.98	60.00	0.000	96.00	
59.98	-0.000	99.00	928.83	371.53	23.57	0.01412	-0.00028	0.001	151.13	60.00	0.000	99.00	
59.99	-0.000	102.00	928.78	371.51	23.66	-0.01335	-0.00032	0.001	177.73	60.00	0.000	102.00	
59.99	0.000	105.00	928.78	371.51	23.55	0.00966	-0.00032	0.001	171.61	60.00	0.000	105.00	
59.99	-0.000	110.00	928.54	371.42	23.44	-0.01117	-0.00019	0.001	180.76	60.00	0.000	110.00	
59.99	0.000	115.00	928.29	371.31	23.42	0.08699	-0.00032	0.001	192.17	60.00	0.000	115.00	
60.00	0.000	120.00	929.61	371.84	23.75	0.02709	-0.00019	0.001	177.97	60.00	0.000	120.00	
60.01	-0.000	125.00	928.02	371.21	23.46	0.02008	-0.00022	0.001	188.01	60.00	0.000	125.00	
60.01	0.000	130.00	928.38	371.35	23.54	0.00905	-0.00013	0.001	194.84	60.00	0.000	130.00	
59.99	0.000	135.00	928.59	371.44	23.42	-0.08238	-0.00001	0.001	189.98	60.00	0.000	135.00	
60.00	0.000	140.00	927.74	371.10	23.28	0.09209	-0.00013	0.001	174.93	60.00	0.000	140.00	
60.00	0.000	145.00	929.41	371.76	23.77	0.03223	-0.00026	0.001	164.01	60.00	0.000	145.00	
60.00	0.000	150.00	927.43	370.97	23.04	-0.01173	-0.00002	0.001	178.34	60.00	0.000	150.00	
59.99	-0.001	155.00	926.99	370.79	23.00	0.10061	-0.00033	0.000	194.38	60.00	0.000	155.00	
59.99	0.000	160.00	929.63	371.85	23.80	0.02412	-0.00019	0.001	170.15	60.00	0.000	160.00	
60.00	-0.000	165.00	928.93	371.57	23.49	0.06028	-0.00015	0.001	160.96	60.00	0.000	165.00	
59.99	-0.000	170.00	927.35	370.94	23.15	0.05815	-0.00019	0.001	177.78	60.00	0.000	170.00	
59.98	-0.000	175.00	928.26	371.31	23.39	-0.01290	-0.00006	0.001	153.93	60.00	0.000	175.00	
59.99	-0.000	180.00	928.74	371.50	23.58	0.03604	-0.00011	0.001	169.53	60.00	0.000	180.00	
59.98	-0.000	185.00	928.11	371.24	23.29	0.02790	-0.00006	0.001	157.99	60.00	0.000	185.00	
59.99	0.000	190.00	928.95	371.58	23.72	0.01609	-0.00001	0.001	155.69	60.00	0.000	190.00	
59.98	-0.000	195.00	928.39	371.36	23.41	0.03781	-0.00010	0.001	148.93	60.00	0.000	195.00	
59.99	-0.000	200.00	928.34	371.34	23.46	-0.02229	0.00000	0.001	147.40	60.00	0.000	200.00	
59.98	0.000	205.00	928.74	371.50	23.62	0.02090	-0.00008	0.001	165.09	60.00	0.000	205.00	
60.01	0.000	210.00	928.64	371.46	23.40	0.06183	-0.00012	0.001	155.59	60.00	0.000	210.00	
59.99	-0.000	215.00	928.53	371.41	23.58	0.00604	-0.00005	0.001	143.80	60.00	0.000	215.00	
59.98	-0.000	220.00	928.20	371.28	23.34	0.05731	-0.00012	0.001	169.73	60.00	0.000	220.00	
60.00	0.000	225.00	927.69	371.07	23.28	0.06206	-0.00008	0.001	183.72	60.00	0.000	225.00	
60.01	0.000	230.00	928.50	371.40	23.34	0.01654	-0.00009	0.001	181.50	60.00	0.000	230.00	
60.01	0.001	235.00	929.04	371.62	23.38	0.05701	-0.00007	0.001	194.36	60.00	0.000	235.00	
59.99	-0.000	240.00	928.11	371.25	23.30	0.01646	-0.00012	-0.000	323.01	60.00	0.000	240.00	
