Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	0.050	0.00	214.96	85.98	19.12	-0.04436	0.00144	0.052	-0.10	80.00	0.050	0.00	
80.01	0.050	5.00	215.12	86.05	18.74	0.04862	0.00010	0.052	4.94	80.00	0.050	5.00	
80.00	0.050	10.00	216.74	86.70	18.94	0.06093	-0.00002	0.052	9.92	80.00	0.050	10.00	
80.00	0.050	15.00	217.98	87.19	18.75	0.02453	-0.00004	0.052	14.78	80.00	0.050	15.00	
80.00	0.050	20.00	219.90	87.96	19.18	0.02769	0.00046	0.052	19.82	80.00	0.050	20.00	
80.01	0.050	25.00	222.26	88.90	19.07	-0.01731	0.00013	0.052	24.77	80.00	0.050	25.00	
80.00	0.050	30.00	224.09	89.63	19.08	0.03464	0.00059	0.052	29.53	80.00	0.050	30.00	
80.00	0.050	35.00	226.01	90.40	19.05	0.00599	0.00039	0.052	34.39	80.00	0.050	35.00	
80.00	0.051	40.00	227.95	91.18	19.08	-0.00924	0.00066	0.052	39.13	80.00	0.050	40.00	
80.00	0.050	45.00	231.80	92.72	19.35	0.02789	0.00072	0.051	43.99	80.00	0.050	45.00	
80.00	0.050	50.00	235.81	94.32	19.46	0.00630	0.00050	0.051	48.80	80.00	0.050	50.00	
80.01	0.050	55.00	240.19	96.08	19.46	0.01426	0.00050	0.050	53.64	80.00	0.050	55.00	
80.00	0.049	60.00	244.83	97.93	19.95	0.02667	0.00048	0.050	58.50	80.00	0.050	60.00	
80.00	0.050	65.00	250.28	100.11	20.28	0.00568	0.00051	0.050	63.54	80.00	0.050	65.00	
80.01	0.050	70.00	255.40	102.16	20.80	0.01050	0.00068	0.050	68.50	80.00	0.050	70.00	
80.00	0.050	75.00	261.14	104.46	21.10	-0.00611	0.00052	0.050	73.51	80.00	0.050	75.00	
80.00	0.050	78.00	264.45	105.78	21.98	0.02366	0.00039	0.050	76.90	80.00	0.050	78.00	
