Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
60.02	0.010	0.00	931.06	372.42	25.24	-0.07971	0.00072	0.009	3.19	60.00	0.010	0.00	
59.98	0.010	5.00	924.42	369.77	23.70	0.05269	-0.00009	0.011	6.39	60.00	0.010	5.00	
59.98	0.010	10.00	924.77	369.91	23.90	0.03636	0.00008	0.010	11.17	60.00	0.010	10.00	
59.98	0.010	15.00	929.07	371.63	24.74	0.05779	0.00004	0.010	16.29	60.00	0.010	15.00	
59.98	0.010	20.00	926.80	370.72	23.57	-0.00324	0.00011	0.010	21.31	60.00	0.010	20.00	
59.98	0.010	25.00	925.06	370.02	23.09	0.04668	0.00009	0.011	26.88	60.00	0.010	25.00	
59.99	0.010	30.00	926.90	370.76	23.55	0.07857	0.00006	0.010	31.52	60.00	0.010	30.00	
59.99	0.010	35.00	927.81	371.12	23.57	0.01974	0.00009	0.010	36.42	60.00	0.010	35.00	
59.98	0.010	40.00	927.80	371.12	23.48	0.04551	0.00006	0.010	41.16	60.00	0.010	40.00	
60.00	0.010	45.00	927.97	371.19	23.57	0.04845	0.00002	0.010	46.01	60.00	0.010	45.00	
60.00	0.010	50.00	928.86	371.54	23.89	0.04475	-0.00004	0.010	50.99	60.00	0.010	50.00	
59.98	0.010	55.00	927.93	371.17	23.43	0.04870	-0.00005	0.010	56.22	60.00	0.010	55.00	
59.98	0.010	60.00	927.78	371.11	23.56	0.03120	-0.00014	0.010	61.31	60.00	0.010	60.00	
59.98	0.010	65.00	928.36	371.34	23.53	0.00576	-0.00019	0.010	66.86	60.00	0.010	65.00	
59.98	0.010	70.00	928.38	371.35	23.50	0.02937	-0.00022	0.010	71.63	60.00	0.010	70.00	
59.98	0.010	75.00	928.00	371.20	23.43	0.04401	-0.00023	0.010	77.18	60.00	0.010	75.00	
59.98	0.010	78.00	928.93	371.57	23.83	0.01357	-0.00022	0.010	80.14	60.00	0.010	78.00	
59.98	0.010	81.00	930.21	372.08	24.05	0.00699	-0.00018	0.011	83.34	60.00	0.010	81.00	
59.99	0.010	84.00	928.46	371.38	23.51	0.03567	-0.00034	0.010	87.76	60.00	0.010	84.00	
59.98	0.010	86.00	929.55	371.82	23.86	0.02764	-0.00018	0.010	89.93	60.00	0.010	86.00	
59.98	0.010	88.00	927.69	371.07	23.36	0.06854	-0.00042	0.010	91.64	60.00	0.010	88.00	
59.98	0.010	90.00	929.26	371.70	23.73	0.02573	-0.00028	0.010	93.37	60.00	0.010	90.00	
59.99	0.010	92.00	929.01	371.61	23.70	0.04766	-0.00033	0.011	95.28	60.00	0.010	92.00	
59.98	0.010	94.00	930.35	372.14	24.06	0.06714	-0.00030	0.011	97.46	60.00	0.010	94.00	
59.99	0.010	96.00	929.62	371.85	23.86	0.00978	-0.00040	0.010	99.74	60.00	0.010	96.00	
59.99	0.010	99.00	928.58	371.43	23.68	-0.00250	-0.00040	0.011	102.58	60.00	0.010	99.00	
59.99	0.010	102.00	930.19	372.08	24.05	0.07118	-0.00024	0.010	106.34	60.00	0.010	102.00	
59.99	0.010	105.00	929.96	371.98	23.97	0.03046	-0.00019	0.011	107.66	60.00	0.010	105.00	
59.99	0.011	110.00	927.81	371.13	23.50	-0.00804	-0.00037	0.011	112.82	60.00	0.010	110.00	
