Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.02	-0.000	0.00	1335.98	534.39	21.29	0.06139	0.00003	-0.001	-15.66	50.00	0.000	0.00	
49.98	-0.000	5.00	1332.63	533.05	20.71	0.00526	-0.00008	-0.000	-9.87	50.00	0.000	5.00	
49.99	0.000	10.00	1336.54	534.61	21.12	-0.02660	0.00007	-0.000	-22.98	50.00	0.000	10.00	
49.99	0.000	15.00	1335.41	534.16	20.84	-0.03879	0.00015	0.000	84.67	50.00	0.000	15.00	
49.99	0.000	20.00	1336.49	534.60	20.85	0.04179	0.00008	-0.000	-29.60	50.00	0.000	20.00	
49.99	-0.000	25.00	1336.14	534.45	20.75	0.03111	-0.00003	0.000	107.91	50.00	0.000	25.00	
49.99	0.000	30.00	1338.67	535.47	21.07	-0.01837	0.00012	-0.000	-38.51	50.00	0.000	30.00	
49.99	0.000	35.00	1340.11	536.04	21.22	0.04436	0.00002	0.000	88.88	50.00	0.000	35.00	
49.99	0.000	40.00	1336.89	534.76	20.79	0.03583	-0.00001	0.000	126.41	50.00	0.000	40.00	
49.99	-0.001	45.00	1337.47	534.99	20.83	0.01474	-0.00003	0.000	115.19	50.00	0.000	45.00	
49.99	-0.000	50.00	1337.18	534.87	20.73	0.03297	-0.00009	-0.000	-26.47	50.00	0.000	50.00	
49.99	0.000	55.00	1337.64	535.06	20.95	0.03129	-0.00007	-0.000	-33.07	50.00	0.000	55.00	
50.00	0.000	60.00	1336.08	534.43	20.84	0.01502	-0.00011	0.001	125.20	50.00	0.000	60.00	
49.99	0.000	65.00	1335.50	534.20	20.76	0.03289	-0.00015	0.001	106.41	50.00	0.000	65.00	
49.99	-0.001	70.00	1337.11	534.85	21.04	0.02439	-0.00014	0.001	152.78	50.00	0.000	70.00	
49.99	-0.000	75.00	1335.98	534.39	20.81	0.01463	-0.00024	0.001	156.14	50.00	0.000	75.00	
49.99	-0.000	78.00	1335.60	534.24	20.70	0.00865	-0.00029	0.001	130.80	50.00	0.000	78.00	
49.99	0.000	81.00	1335.10	534.04	20.76	0.05051	-0.00033	0.001	130.58	50.00	0.000	81.00	
49.99	0.000	84.00	1336.04	534.42	20.81	0.03862	-0.00030	0.001	152.68	50.00	0.000	84.00	
49.99	-0.000	86.00	1336.62	534.65	20.95	0.01153	-0.00030	0.001	152.73	50.00	0.000	86.00	
49.99	-0.000	88.00	1335.96	534.38	20.69	-0.00413	-0.00030	0.001	159.99	50.00	0.000	88.00	
49.99	0.000	90.00	1336.80	534.72	20.89	0.01827	-0.00030	0.001	140.72	50.00	0.000	90.00	
49.99	0.000	92.00	1337.77	535.11	21.04	-0.00571	-0.00028	0.001	144.10	50.00	0.000	92.00	
49.99	0.000	94.00	1337.40	534.96	21.01	0.02381	-0.00029	0.001	139.71	50.00	0.000	94.00	
49.99	0.000	96.00	1336.75	534.70	20.88	-0.00803	-0.00035	0.001	151.04	50.00	0.000	96.00	
49.99	-0.000	99.00	1335.20	534.08	20.67	0.01342	-0.00036	0.001	160.30	50.00	0.000	99.00	
49.99	0.000	102.00	1335.66	534.27	20.81	0.03442	-0.00039	0.001	159.88	50.00	0.000	102.00	
49.99	-0.000	105.00	1337.14	534.86	21.00	0.04745	-0.00031	0.001	163.52	50.00	0.000	105.00	
49.99	-0.000	110.00	1336.27	534.51	20.87	-0.02135	-0.00031	0.001	170.66	50.00	0.000	110.00	
49.99	0.000	115.00	1338.43	535.37	21.07	0.01364	-0.00024	0.001	160.82	50.00	0.000	115.00	
49.99	0.000	120.00	1336.91	534.76	20.89	0.02122	-0.00018	0.001	177.56	50.00	0.000	120.00	
49.99	-0.000	125.00	1337.13	534.85	20.89	0.00667	-0.00023	0.001	169.58	50.00	0.000	125.00	
49.99	-0.000	130.00	1337.63	535.05	21.04	0.06364	-0.00021	0.001	177.10	50.00	0.000	130.00	
50.00	-0.000	135.00	1337.64	535.06	20.84	0.00689	-0.00009	0.001	175.85	50.00	0.000	135.00	
50.00	0.000	140.00	1337.06	534.83	20.68	-0.06021	-0.00007	0.001	165.12	50.00	0.000	140.00	
50.00	-0.000	145.00	1338.81	535.52	20.73	0.06177	-0.00021	0.001	185.05	50.00	0.000	145.00	
50.00	-0.000	150.00	1335.98	534.39	20.39	0.03764	-0.00026	0.001	167.59	50.00	0.000	150.00	
49.99	-0.000	155.00	1338.49	535.40	20.82	-0.01910	-0.00013	0.001	166.18	50.00	0.000	155.00	
49.99	0.000	160.00	1340.77	536.31	21.22	0.05916	-0.00007	0.001	180.45	50.00	0.000	160.00	
49.99	-0.000	165.00	1336.20	534.48	20.52	0.00031	-0.00016	0.001	167.36	50.00	0.000	165.00	
49.99	-0.000	170.00	1339.82	535.93	21.16	-0.01660	-0.00003	0.001	171.22	50.00	0.000	170.00	
49.99	0.000	175.00	1338.03	535.21	21.01	0.03073	-0.00011	0.001	172.17	50.00	0.000	175.00	
49.99	-0.000	180.00	1339.31	535.72	20.91	0.05251	-0.00011	0.001	167.49	50.00	0.000	180.00	
50.00	-0.000	185.00	1338.25	535.30	20.89	0.00296	0.00001	0.001	169.01	50.00	0.000	185.00	
49.98	-0.000	190.00	1337.75	535.10	20.85	0.02596	0.00001	0.001	166.85	50.00	0.000	190.00	
49.99	0.001	195.00	1337.42	534.97	20.96	0.03148	-0.00005	0.001	177.40	50.00	0.000	195.00	
49.98	0.000	200.00	1335.66	534.26	20.64	-0.01569	-0.00017	0.001	178.91	50.00	0.000	200.00	
49.99	-0.000	205.00	1339.93	535.97	21.17	0.00280	-0.00002	0.001	176.67	50.00	0.000	205.00	
49.99	-0.000	210.00	1336.32	534.53	20.63	0.08743	-0.00015	0.001	181.33	50.00	0.000	210.00	
49.99	0.000	215.00	1337.31	534.92	20.79	0.02299	-0.00004	0.001	185.66	50.00	0.000	215.00	
50.00	-0.000	220.00	1337.96	535.18	20.99	0.06077	-0.00008	0.001	177.63	50.00	0.000	220.00	
50.00	0.000	225.00	1338.70	535.48	21.12	-0.01337	-0.00002	0.001	185.23	50.00	0.000	225.00	
50.00	-0.000	230.00	1338.11	535.24	20.92	0.00267	-0.00008	0.001	194.62	50.00	0.000	230.00	
50.00	-0.000	235.00	1337.31	534.92	20.87	0.02529	-0.00006	0.001	201.86	50.00	0.000	235.00	
49.99	0.000	240.00	1336.86	534.74	20.81	0.01517	-0.00010	0.001	201.58	50.00	0.000	240.00	
