Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
39.99	5.000	0.00	462.89	185.16	18.76	-0.31559	0.01047	5.116	-0.50	40.00	5.000	0.00	
39.99	5.000	5.00	458.93	183.57	17.73	-0.17351	0.00997	5.115	4.40	40.00	5.000	5.00	
39.99	5.000	10.00	457.38	182.95	17.71	-0.12226	0.01036	5.114	9.32	40.00	5.000	10.00	
40.00	5.000	15.00	452.84	181.14	16.96	-0.05602	0.01144	5.111	14.23	40.00	5.000	15.00	
40.00	5.000	20.00	457.32	182.93	18.48	-0.21256	0.01455	5.106	19.13	40.00	5.000	20.00	
40.00	5.000	25.00	455.33	182.13	17.43	-0.27582	0.01598	5.100	24.05	40.00	5.000	25.00	
40.00	5.000	30.00	456.18	182.47	17.56	-0.42369	0.01705	5.092	28.94	40.00	5.000	30.00	
40.01	5.000	35.00	456.51	182.60	17.27	-0.32150	0.01686	5.084	33.84	40.00	5.000	35.00	
40.02	5.000	40.00	454.72	181.89	16.37	-0.38842	0.01644	5.074	38.74	40.00	5.000	40.00	
40.01	5.000	45.00	455.74	182.30	16.34	-0.38149	0.01558	5.063	43.66	40.00	5.000	45.00	
40.00	5.000	50.00	454.30	181.72	15.59	-0.30321	0.01352	5.051	48.60	40.00	5.000	50.00	
40.01	5.000	55.00	453.15	181.26	15.07	-0.29100	0.01083	5.040	53.55	40.00	5.000	55.00	
39.99	5.000	60.00	453.01	181.20	14.79	-0.14582	0.00811	5.028	58.53	40.00	5.000	60.00	
39.99	4.999	65.00	451.85	180.74	14.28	-0.07527	0.00556	5.016	63.54	40.00	5.000	65.00	
40.00	5.000	70.00	450.16	180.06	13.62	0.01331	0.00370	5.007	68.57	40.00	5.000	70.00	
40.00	5.000	75.00	444.74	177.90	12.03	0.02991	0.00170	4.999	73.61	40.00	5.000	75.00	
40.00	4.999	78.00	443.26	177.31	11.25	0.08850	0.00059	4.994	76.64	40.00	5.000	78.00	
40.00	5.000	81.00	445.46	178.19	10.07	0.10901	-0.00018	4.990	79.69	40.00	5.000	81.00	
40.00	4.999	84.00	464.71	185.88	8.80	0.14458	-0.00072	4.987	82.74	40.00	5.000	84.00	
40.00	5.000	86.00	511.32	204.53	8.05	0.14224	-0.00096	4.985	84.78	40.00	5.000	86.00	
40.00	5.000	88.00	637.58	255.03	7.92	0.16189	-0.00117	4.984	86.83	40.00	5.000	88.00	
39.99	5.000	90.00	876.62	350.65	9.87	0.18966	-0.00140	4.981	88.86	40.00	5.000	90.00	
39.99	5.000	92.00	828.21	331.28	10.01	0.13342	-0.00192	4.978	90.99	40.00	5.000	92.00	
39.99	5.000	94.00	613.54	245.42	8.47	0.16917	-0.00258	4.976	93.10	40.00	5.000	94.00	
39.99	5.000	96.00	504.33	201.73	8.43	0.16384	-0.00313	4.975	95.17	40.00	5.000	96.00	
40.00	5.000	99.00	456.96	182.79	9.72	0.17310	-0.00350	4.977	98.19	40.00	5.000	99.00	
40.00	5.000	102.00	448.64	179.45	10.92	0.14197	-0.00404	4.976	101.22	40.00	5.000	102.00	
40.00	5.000	105.00	451.94	180.78	12.36	0.14734	-0.00383	4.974	104.22	40.00	5.000	105.00	
40.00	5.000	110.00	459.97	183.99	14.55	0.12821	-0.00374	4.966	109.15	40.00	5.000	110.00	
40.00	5.000	115.00	463.72	185.49	15.73	0.13703	-0.00370	4.955	114.07	40.00	5.000	115.00	
39.99	5.000	120.00	466.36	186.54	16.62	0.05191	-0.00333	4.941	119.02	40.00	5.000	120.00	
40.00	5.000	125.00	468.28	187.31	17.43	0.02928	-0.00289	4.927	123.98	40.00	5.000	125.00	
40.00	5.000	130.00	468.08	187.23	17.81	-0.02044	-0.00165	4.913	128.97	40.00	5.000	130.00	
40.00	5.000	135.00	466.74	186.70	17.84	-0.03349	-0.00064	4.899	133.98	40.00	5.000	135.00	
