Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.01	0.000	0.00	595.44	238.17	27.41	-0.00327	0.00028	-0.001	-61.29	70.00	0.000	0.00	
70.00	-0.000	5.00	594.57	237.83	27.00	0.02811	-0.00008	-0.001	-27.80	70.00	0.000	5.00	
70.01	0.000	10.00	595.93	238.37	27.61	0.04040	0.00016	0.000	66.81	70.00	0.000	10.00	
70.00	-0.000	15.00	596.30	238.52	27.61	0.07646	0.00022	0.000	95.95	70.00	0.000	15.00	
69.99	-0.000	20.00	596.72	238.69	27.55	0.00587	0.00041	-0.001	-31.48	70.00	0.000	20.00	
70.01	0.000	25.00	597.61	239.04	27.75	0.08170	0.00004	0.001	69.09	70.00	0.000	25.00	
70.00	0.000	30.00	598.12	239.25	27.95	0.07088	0.00024	0.001	68.82	70.00	0.000	30.00	
70.00	0.000	35.00	597.94	239.18	27.62	0.07569	-0.00002	0.001	93.10	70.00	0.000	35.00	
70.00	-0.000	40.00	597.99	239.20	27.85	0.06208	0.00004	0.001	104.23	70.00	0.000	40.00	
69.99	0.000	45.00	597.50	239.00	27.31	0.03777	0.00008	0.001	86.86	70.00	0.000	45.00	
70.00	-0.000	50.00	598.39	239.36	28.02	0.00843	0.00016	0.001	120.02	70.00	0.000	50.00	
70.00	0.000	55.00	597.92	239.17	27.70	0.06660	0.00002	0.001	102.38	70.00	0.000	55.00	
70.00	-0.000	60.00	598.60	239.44	28.03	0.01761	0.00015	0.001	105.63	70.00	0.000	60.00	
70.00	0.000	65.00	598.27	239.31	27.73	0.06092	-0.00006	0.001	142.38	70.00	0.000	65.00	
69.99	0.000	70.00	598.06	239.23	27.78	-0.00864	-0.00001	0.001	116.52	70.00	0.000	70.00	
70.00	0.000	75.00	598.03	239.21	27.60	0.04327	-0.00005	0.001	124.06	70.00	0.000	75.00	
70.00	0.000	78.00	598.06	239.22	27.76	0.04562	-0.00017	0.001	116.68	70.00	0.000	78.00	
69.99	0.000	81.00	597.84	239.14	27.57	-0.01577	-0.00022	0.001	131.52	70.00	0.000	81.00	
70.00	0.000	84.00	598.25	239.30	27.66	0.06075	-0.00013	0.001	138.75	70.00	0.000	84.00	
70.00	0.000	86.00	598.67	239.47	28.06	0.01819	-0.00010	0.001	124.46	70.00	0.000	86.00	
70.00	0.000	88.00	598.53	239.41	27.68	0.01390	-0.00022	0.001	144.96	70.00	0.000	88.00	
69.99	-0.000	90.00	597.96	239.18	27.52	0.06363	-0.00022	0.001	149.59	70.00	0.000	90.00	
70.01	-0.000	92.00	598.15	239.26	27.68	0.00466	-0.00009	0.001	148.60	70.00	0.000	92.00	
69.99	0.000	94.00	598.75	239.50	27.92	-0.01257	-0.00020	0.001	121.62	70.00	0.000	94.00	
70.01	-0.000	96.00	597.69	239.07	27.33	0.03916	-0.00017	0.001	142.81	70.00	0.000	96.00	
70.00	0.000	99.00	597.99	239.19	27.56	0.06581	-0.00021	0.001	148.64	70.00	0.000	99.00	
70.00	-0.000	102.00	598.64	239.46	28.01	0.02433	-0.00021	0.001	141.62	70.00	0.000	102.00	
70.00	-0.000	105.00	597.20	238.88	27.09	0.04606	-0.00037	0.001	135.72	70.00	0.000	105.00	
70.00	-0.000	110.00	598.20	239.28	28.01	0.00352	-0.00022	0.001	133.34	70.00	0.000	110.00	
70.00	0.000	115.00	597.32	238.93	27.20	-0.02932	-0.00016	0.001	136.68	70.00	0.000	115.00	
70.00	0.000	120.00	597.51	239.01	27.56	0.00306	0.00021	0.001	149.41	70.00	0.000	120.00	
69.99	0.000	125.00	597.06	238.82	27.46	0.07017	-0.00025	0.001	155.03	70.00	0.000	125.00	
70.00	0.000	130.00	597.29	238.91	27.44	0.00395	-0.00025	0.001	140.41	70.00	0.000	130.00	
