Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.02	3.000	0.00	96.72	38.69	10.71	0.08088	-0.00168	3.097	-0.50	70.00	3.000	0.00	
70.01	3.000	5.00	96.68	38.67	10.77	0.07251	-0.00076	3.097	4.48	70.00	3.000	5.00	
70.01	3.000	10.00	96.26	38.50	10.73	0.04462	-0.00108	3.095	9.42	70.00	3.000	10.00	
70.00	3.000	15.00	96.15	38.46	10.97	0.08622	0.00067	3.092	14.34	70.00	3.000	15.00	
70.00	3.000	20.00	95.28	38.11	10.75	0.04192	-0.00024	3.089	19.26	70.00	3.000	20.00	
70.00	3.000	25.00	95.16	38.07	10.90	0.02633	0.00016	3.084	24.17	70.00	3.000	25.00	
70.00	3.000	30.00	95.17	38.07	10.95	0.04610	0.00109	3.079	29.07	70.00	3.000	30.00	
70.00	3.000	35.00	95.20	38.08	10.95	0.11272	0.00040	3.073	33.97	70.00	3.000	35.00	
70.00	3.000	40.00	95.75	38.30	11.11	0.11426	0.00116	3.065	38.88	70.00	3.000	40.00	
70.00	3.000	45.00	96.51	38.60	11.32	0.08735	0.00157	3.057	43.82	70.00	3.000	45.00	
70.00	3.000	50.00	97.33	38.93	11.51	0.01059	0.00153	3.049	48.77	70.00	3.000	50.00	
70.00	2.999	55.00	98.09	39.24	11.66	0.06527	0.00086	3.040	53.75	70.00	3.000	55.00	
70.00	3.000	60.00	98.86	39.54	11.87	0.04836	0.00001	3.032	58.76	70.00	3.000	60.00	
70.00	3.000	65.00	99.91	39.96	12.41	0.04185	0.00077	3.023	63.81	70.00	3.000	65.00	
70.00	3.000	70.00	99.40	39.76	12.48	0.08466	-0.00090	3.017	68.89	70.00	3.000	70.00	
70.00	3.000	75.00	97.88	39.15	12.78	0.06938	-0.00128	3.011	74.01	70.00	3.000	75.00	
70.00	3.000	78.00	95.92	38.37	12.89	0.05011	-0.00162	3.009	77.09	70.00	3.000	78.00	
70.00	3.000	81.00	93.30	37.32	13.14	0.06833	-0.00176	3.007	80.17	70.00	3.000	81.00	
70.00	3.000	84.00	90.19	36.07	13.43	0.03600	-0.00178	3.006	83.25	70.00	3.000	84.00	
70.00	3.000	86.00	88.66	35.46	13.69	0.05699	-0.00140	3.006	85.32	70.00	3.000	86.00	
70.00	3.000	88.00	88.38	35.35	13.24	0.04795	-0.00300	3.006	87.39	70.00	3.000	88.00	
70.00	3.000	90.00	91.21	36.49	13.27	0.03619	-0.00225	3.006	89.45	70.00	3.000	90.00	
70.00	3.000	92.00	89.66	35.87	13.28	0.09856	-0.00400	3.007	91.51	70.00	3.000	92.00	
70.00	3.000	94.00	88.38	35.35	13.79	0.04740	-0.00194	3.007	93.57	70.00	3.000	94.00	
70.00	3.000	96.00	89.50	35.80	13.59	0.08527	-0.00218	3.008	95.61	70.00	3.000	96.00	
70.00	3.000	99.00	92.50	37.00	13.18	0.04981	-0.00281	3.008	98.65	70.00	3.000	99.00	
70.00	3.000	102.00	95.43	38.17	12.90	0.05641	-0.00400	3.009	101.65	70.00	3.000	102.00	
70.00	3.000	105.00	98.37	39.35	13.19	0.04644	-0.00184	3.008	104.63	70.00	3.000	105.00	
70.00	3.000	110.00	100.14	40.06	12.64	0.07455	-0.00288	3.005	109.53	70.00	3.000	110.00	
70.00	3.000	115.00	100.45	40.18	12.06	0.04460	-0.00309	2.999	114.42	70.00	3.000	115.00	
