Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
74.98	0.499	0.00	172.52	69.01	15.27	-0.01660	0.00103	0.529	-0.02	75.00	0.500	0.00	
75.00	0.499	5.00	171.98	68.79	15.21	0.04094	-0.00052	0.530	5.04	75.00	0.500	5.00	
75.00	0.500	10.00	171.53	68.61	15.10	0.11822	-0.00081	0.530	10.04	75.00	0.500	10.00	
75.00	0.500	15.00	170.68	68.27	14.97	0.00389	0.00088	0.530	15.01	75.00	0.500	15.00	
75.00	0.500	20.00	169.49	67.80	14.87	0.05855	-0.00096	0.529	19.98	75.00	0.500	20.00	
75.01	0.501	25.00	168.63	67.45	14.91	0.01337	0.00093	0.528	24.88	75.00	0.500	25.00	
75.01	0.499	30.00	167.49	67.00	14.61	0.03551	-0.00009	0.525	29.73	75.00	0.500	30.00	
75.00	0.501	35.00	166.95	66.78	14.69	0.08338	0.00001	0.524	34.53	75.00	0.500	35.00	
75.00	0.500	40.00	166.35	66.54	14.62	0.04884	-0.00022	0.521	39.31	75.00	0.500	40.00	
75.00	0.500	45.00	166.40	66.56	14.64	-0.01154	0.00010	0.518	44.10	75.00	0.500	45.00	
75.00	0.500	50.00	166.86	66.74	14.68	0.03268	-0.00029	0.514	48.92	75.00	0.500	50.00	
74.99	0.500	55.00	167.53	67.01	14.82	0.05861	-0.00024	0.511	53.82	75.00	0.500	55.00	
75.01	0.499	60.00	168.29	67.32	14.94	0.01999	-0.00037	0.506	58.73	75.00	0.500	60.00	
75.02	0.501	65.00	170.17	68.07	15.35	0.01987	0.00012	0.503	63.77	75.00	0.500	65.00	
75.00	0.500	70.00	170.56	68.22	14.95	0.03274	-0.00084	0.501	68.89	75.00	0.500	70.00	
75.00	0.500	75.00	171.64	68.65	15.40	0.01846	-0.00012	0.500	74.07	75.00	0.500	75.00	
75.00	0.500	78.00	171.69	68.67	15.30	0.01306	-0.00043	0.500	77.19	75.00	0.500	78.00	
75.00	0.500	81.00	172.48	68.99	15.35	0.06086	-0.00034	0.500	80.32	75.00	0.500	81.00	
75.00	0.500	84.00	175.82	70.33	15.72	0.00007	-0.00012	0.501	83.43	75.00	0.500	84.00	
75.00	0.500	86.00	181.14	72.45	16.46	-0.00763	0.00003	0.501	85.51	75.00	0.500	86.00	
75.00	0.500	88.00	189.01	75.60	17.29	0.06085	-0.00049	0.502	87.55	75.00	0.500	88.00	
75.00	0.499	90.00	196.42	78.57	18.92	0.06170	-0.00029	0.502	89.62	75.00	0.500	90.00	
75.00	0.500	92.00	191.74	76.70	17.51	0.04960	-0.00038	0.503	91.65	75.00	0.500	92.00	
75.00	0.500	94.00	182.79	73.12	16.25	0.05251	-0.00095	0.505	93.68	75.00	0.500	94.00	
75.01	0.500	96.00	177.59	71.04	16.00	0.06053	-0.00017	0.505	95.73	75.00	0.500	96.00	
75.00	0.499	99.00	174.06	69.62	15.78	0.05184	-0.00031	0.507	98.75	75.00	0.500	99.00	
75.00	0.500	102.00	172.53	69.01	15.24	0.03748	-0.00062	0.509	101.74	75.00	0.500	102.00	
75.00	0.500	105.00	172.70	69.08	15.41	0.04078	-0.00030	0.510	104.71	75.00	0.500	105.00	
75.00	0.499	110.00	173.20	69.28	15.50	0.02643	0.00017	0.512	109.62	75.00	0.500	110.00	
75.00	0.500	115.00	172.95	69.18	15.66	0.07572	-0.00025	0.513	114.49	75.00	0.500	115.00	
74.99	0.500	120.00	171.71	68.68	15.19	0.05027	-0.00082	0.514	119.35	75.00	0.500	120.00	
75.00	0.500	125.00	170.53	68.21	14.92	0.07454	-0.00129	0.513	124.22	75.00	0.500	125.00	
75.00	0.500	130.00	169.91	67.96	14.78	0.08841	-0.00085	0.513	129.12	75.00	0.500	130.00	
75.00	0.500	135.00	169.74	67.89	14.76	0.00946	-0.00007	0.512	134.07	75.00	0.500	135.00	
75.00	0.500	140.00	169.96	67.99	14.82	0.07840	-0.00010	0.512	139.03	75.00	0.500	140.00	
75.00	0.500	145.00	169.94	67.98	14.70	0.07668	-0.00012	0.511	144.08	75.00	0.500	145.00	
75.00	0.500	150.00	170.64	68.26	14.76	0.05609	-0.00058	0.509	149.09	75.00	0.500	150.00	
74.99	0.500	155.00	171.59	68.64	14.98	0.06715	-0.00071	0.508	154.10	75.00	0.500	155.00	
75.01	0.500	160.00	173.11	69.24	15.39	0.07361	0.00000	0.507	159.13	75.00	0.500	160.00	
75.00	0.500	165.00	173.30	69.32	14.98	0.02001	-0.00008	0.506	164.19	75.00	0.500	165.00	
75.00	0.500	170.00	175.67	70.27	16.01	0.04469	0.00018	0.505	169.26	75.00	0.500	170.00	
75.00	0.499	175.00	173.72	69.49	14.66	0.11249	-0.00118	0.505	174.43	75.00	0.500	175.00	
75.00	0.499	180.00	174.71	69.89	15.28	0.04524	-0.00027	0.504	179.60	75.00	0.500	180.00	
75.00	0.499	185.00	175.09	70.04	15.62	-0.06972	0.00068	0.505	184.74	75.00	0.500	185.00	
75.00	0.500	190.00	173.57	69.43	15.16	0.04237	-0.00024	0.506	189.89	75.00	0.500	190.00	
75.00	0.500	195.00	172.94	69.18	15.50	-0.04878	0.00118	0.507	195.08	75.00	0.500	195.00	
75.00	0.500	200.00	170.53	68.21	14.85	0.02821	0.00035	0.508	200.21	75.00	0.500	200.00	
75.00	0.500	205.00	169.71	67.88	15.05	-0.05264	0.00114	0.510	205.31	75.00	0.500	205.00	
75.00	0.499	210.00	168.45	67.38	14.80	0.03252	-0.00007	0.511	210.33	75.00	0.500	210.00	
75.00	0.499	215.00	168.70	67.48	15.01	0.01428	0.00053	0.512	215.28	75.00	0.500	215.00	
75.00	0.500	220.00	168.31	67.32	14.78	0.03666	0.00009	0.514	220.14	75.00	0.500	220.00	
75.00	0.500	225.00	169.39	67.75	15.26	0.01949	0.00063	0.515	224.94	75.00	0.500	225.00	
75.00	0.500	230.00	169.72	67.89	14.83	-0.01326	0.00009	0.515	229.76	75.00	0.500	230.00	
75.00	0.500	235.00	170.92	68.37	14.83	0.04774	-0.00034	0.515	234.57	75.00	0.500	235.00	
75.00	0.500	240.00	172.78	69.11	15.06	0.05209	-0.00011	0.514	239.42	75.00	0.500	240.00	
