Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
45.00	0.100	0.00	1477.15	590.86	20.91	-0.09619	0.00067	0.104	-0.20	45.00	0.100	0.00	
45.01	0.100	5.00	1460.47	584.19	19.32	0.07794	-0.00001	0.106	4.16	45.00	0.100	5.00	
45.00	0.100	10.00	1460.75	584.30	19.36	-0.03359	-0.00003	0.105	9.17	45.00	0.100	10.00	
44.99	0.100	15.00	1467.28	586.91	19.38	-0.04644	0.00005	0.106	14.18	45.00	0.100	15.00	
44.99	0.100	20.00	1469.01	587.61	19.48	0.03589	0.00004	0.105	19.08	45.00	0.100	20.00	
44.99	0.100	25.00	1472.05	588.82	19.63	-0.00879	0.00005	0.105	23.92	45.00	0.100	25.00	
44.99	0.100	30.00	1474.84	589.94	19.61	0.00457	0.00002	0.104	28.72	45.00	0.100	30.00	
44.99	0.100	35.00	1479.45	591.78	19.71	-0.03175	0.00008	0.104	33.56	45.00	0.100	35.00	
44.99	0.100	40.00	1486.97	594.79	19.76	-0.02328	0.00009	0.103	38.29	45.00	0.100	40.00	
44.99	0.100	45.00	1493.12	597.25	19.84	-0.00720	0.00006	0.102	43.06	45.00	0.100	45.00	
44.99	0.100	50.00	1499.42	599.77	19.46	-0.01116	0.00002	0.101	47.91	45.00	0.100	50.00	
44.99	0.100	55.00	1512.08	604.83	19.56	0.00699	-0.00001	0.100	52.85	45.00	0.100	55.00	
44.99	0.100	60.00	1518.97	607.59	19.65	-0.03737	-0.00005	0.099	57.80	45.00	0.100	60.00	
44.99	0.100	65.00	1526.98	610.79	19.99	-0.00219	0.00002	0.098	62.93	45.00	0.100	65.00	
44.99	0.100	70.00	1528.81	611.52	19.44	-0.02811	-0.00011	0.097	68.21	45.00	0.100	70.00	
44.99	0.100	75.00	1532.89	613.16	19.58	-0.03495	-0.00012	0.097	73.53	45.00	0.100	75.00	
44.99	0.100	78.00	1533.74	613.50	19.36	0.00357	-0.00020	0.097	76.91	45.00	0.100	78.00	
44.99	0.100	81.00	1533.92	613.57	19.40	0.00810	-0.00023	0.097	80.09	45.00	0.100	81.00	
44.99	0.100	84.00	1535.40	614.16	19.47	-0.01464	-0.00022	0.097	83.19	45.00	0.100	84.00	
44.99	0.100	86.00	1532.14	612.86	19.23	0.03925	-0.00030	0.097	85.43	45.00	0.100	86.00	
44.99	0.100	88.00	1535.04	614.02	19.31	0.02126	-0.00030	0.098	87.56	45.00	0.100	88.00	
44.99	0.100	90.00	1536.77	614.71	19.44	-0.00898	-0.00029	0.098	89.57	45.00	0.100	90.00	
44.99	0.100	92.00	1535.54	614.22	19.46	-0.04985	-0.00023	0.098	91.71	45.00	0.100	92.00	
44.99	0.100	94.00	1533.45	613.38	19.42	-0.00127	-0.00026	0.098	93.80	45.00	0.100	94.00	
44.99	0.100	96.00	1533.16	613.26	19.59	-0.00620	-0.00028	0.098	95.78	45.00	0.100	96.00	
44.99	0.100	99.00	1531.05	612.42	19.34	-0.02755	-0.00031	0.098	98.87	45.00	0.100	99.00	
44.99	0.100	102.00	1527.59	611.03	19.30	-0.01656	-0.00033	0.099	101.97	45.00	0.100	102.00	
44.99	0.101	105.00	1526.40	610.56	19.58	-0.01934	-0.00033	0.099	105.03	45.00	0.100	105.00	
44.99	0.099	110.00	1524.67	609.87	19.84	-0.02571	-0.00020	0.099	109.91	45.00	0.100	110.00	
44.99	0.100	115.00	1515.68	606.27	19.59	0.04408	-0.00033	0.099	114.92	45.00	0.100	115.00	
44.99	0.100	120.00	1511.32	604.53	19.82	-0.02500	-0.00026	0.100	119.86	45.00	0.100	120.00	
44.99	0.100	125.00	1504.90	601.96	19.64	-0.00141	-0.00020	0.100	124.89	45.00	0.100	125.00	
45.00	0.100	130.00	1497.73	599.09	19.50	0.00908	-0.00014	0.100	130.11	45.00	0.100	130.00	
45.02	0.100	135.00	1490.39	596.16	19.32	0.06770	-0.00025	0.100	135.03	45.00	0.100	135.00	
