Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.02	0.030	0.00	1334.91	533.96	22.73	-0.06006	0.00091	0.029	1.23	50.00	0.030	0.00	
49.98	0.030	5.00	1321.00	528.40	20.95	-0.02960	0.00011	0.031	4.80	50.00	0.030	5.00	
49.99	0.031	10.00	1323.14	529.26	21.17	0.01089	0.00013	0.031	10.30	50.00	0.030	10.00	
49.99	0.030	15.00	1320.49	528.20	20.77	0.01012	0.00008	0.031	15.11	50.00	0.030	15.00	
49.99	0.030	20.00	1321.69	528.68	20.84	0.01101	0.00006	0.031	20.15	50.00	0.030	20.00	
49.99	0.030	25.00	1322.67	529.07	20.84	0.01826	0.00010	0.031	25.08	50.00	0.030	25.00	
49.99	0.030	30.00	1324.45	529.78	20.83	0.02251	-0.00002	0.031	29.84	50.00	0.030	30.00	
49.99	0.030	35.00	1325.36	530.15	21.02	-0.01008	0.00005	0.031	34.66	50.00	0.030	35.00	
49.99	0.030	40.00	1325.77	530.31	21.00	-0.00972	0.00008	0.030	39.25	50.00	0.030	40.00	
49.99	0.030	45.00	1326.48	530.59	20.92	0.03741	-0.00003	0.030	44.10	50.00	0.030	45.00	
49.99	0.030	50.00	1328.90	531.56	21.06	-0.00372	-0.00003	0.030	49.01	50.00	0.030	50.00	
49.99	0.030	55.00	1329.18	531.67	20.96	-0.01574	-0.00006	0.030	53.98	50.00	0.030	55.00	
49.99	0.030	60.00	1329.21	531.68	21.05	0.01594	-0.00013	0.030	59.24	50.00	0.030	60.00	
49.99	0.030	65.00	1329.36	531.74	20.98	0.00392	-0.00012	0.029	64.41	50.00	0.030	65.00	
49.99	0.030	70.00	1331.94	532.78	21.38	0.00228	-0.00011	0.030	69.65	50.00	0.030	70.00	
49.99	0.030	75.00	1331.41	532.56	21.31	-0.02422	-0.00014	0.029	75.18	50.00	0.030	75.00	
49.99	0.030	78.00	1330.17	532.07	21.07	0.03890	-0.00025	0.029	78.53	50.00	0.030	78.00	
49.99	0.030	81.00	1332.88	533.15	21.40	0.03777	-0.00025	0.029	81.79	50.00	0.030	81.00	
