Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.02	1.000	0.00	692.37	276.95	19.37	0.04521	0.00033	1.057	-0.25	50.00	1.000	0.00	
50.00	0.999	5.00	686.42	274.57	18.46	0.03383	-0.00026	1.057	4.76	50.00	1.000	5.00	
49.99	1.000	10.00	683.87	273.55	18.57	0.02039	0.00022	1.059	9.80	50.00	1.000	10.00	
49.99	1.000	15.00	683.01	273.21	19.37	-0.06236	0.00062	1.059	14.76	50.00	1.000	15.00	
50.00	1.000	20.00	677.43	270.97	18.86	-0.01383	0.00062	1.056	19.67	50.00	1.000	20.00	
50.00	0.999	25.00	671.84	268.73	18.43	-0.00572	0.00067	1.054	24.53	50.00	1.000	25.00	
50.00	1.000	30.00	665.09	266.04	17.84	-0.00327	0.00051	1.050	29.33	50.00	1.000	30.00	
50.00	0.999	35.00	660.05	264.02	17.73	0.00710	0.00038	1.044	34.10	50.00	1.000	35.00	
49.99	1.000	40.00	653.80	261.52	17.25	0.05831	0.00033	1.039	38.85	50.00	1.000	40.00	
49.99	1.000	45.00	647.69	259.08	16.72	0.03778	0.00034	1.032	43.63	50.00	1.000	45.00	
49.99	0.999	50.00	645.30	258.12	16.96	-0.00948	0.00040	1.024	48.41	50.00	1.000	50.00	
49.99	1.000	55.00	639.78	255.91	16.39	0.01071	0.00027	1.015	53.29	50.00	1.000	55.00	
49.99	1.000	60.00	634.39	253.76	15.55	0.04958	0.00025	1.007	58.24	50.00	1.000	60.00	
49.99	0.999	65.00	629.49	251.79	15.06	0.03767	0.00009	0.999	63.30	50.00	1.000	65.00	
49.99	1.000	70.00	622.83	249.13	14.16	0.03723	-0.00001	0.994	68.43	50.00	1.000	70.00	
50.00	1.000	75.00	615.84	246.34	13.28	0.05408	-0.00004	0.990	73.64	50.00	1.000	75.00	
49.99	0.999	78.00	611.21	244.49	12.51	0.06689	-0.00011	0.990	76.78	50.00	1.000	78.00	
50.00	1.000	81.00	609.62	243.85	11.60	0.05814	-0.00019	0.990	79.94	50.00	1.000	81.00	
50.00	1.000	84.00	617.66	247.06	10.77	0.06657	-0.00026	0.990	83.08	50.00	1.000	84.00	
50.00	0.999	86.00	634.42	253.77	10.31	0.04927	-0.00017	0.991	85.17	50.00	1.000	86.00	
49.99	1.000	88.00	662.24	264.90	10.24	0.03924	-0.00020	0.992	87.26	50.00	1.000	88.00	
50.00	1.000	90.00	686.11	274.44	10.59	0.01096	0.00014	0.993	89.32	50.00	1.000	90.00	
50.00	0.999	92.00	678.61	271.45	10.55	0.00870	0.00001	0.994	91.39	50.00	1.000	92.00	
49.99	1.000	94.00	650.88	260.35	10.37	0.04027	-0.00007	0.996	93.44	50.00	1.000	94.00	
50.00	1.000	96.00	626.98	250.79	10.53	0.01554	-0.00007	0.998	95.48	50.00	1.000	96.00	
50.00	1.001	99.00	610.78	244.31	11.29	0.03060	-0.00032	1.001	98.50	50.00	1.000	99.00	
49.99	1.000	102.00	612.77	245.11	12.44	0.04892	-0.00007	1.003	101.50	50.00	1.000	102.00	
