Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
60.01	1.000	0.00	422.53	169.01	18.30	0.04281	0.00043	1.057	-0.27	60.00	1.000	0.00	
60.00	1.000	5.00	420.72	168.29	18.06	-0.01094	0.00025	1.058	4.75	60.00	1.000	5.00	
60.00	0.999	10.00	419.35	167.74	18.14	-0.01815	0.00051	1.056	9.76	60.00	1.000	10.00	
60.00	1.000	15.00	414.27	165.71	17.30	0.04085	0.00015	1.055	14.74	60.00	1.000	15.00	
60.01	1.000	20.00	411.57	164.63	17.58	0.01423	0.00074	1.055	19.68	60.00	1.000	20.00	
60.01	1.000	25.00	407.40	162.96	17.43	0.01370	0.00061	1.052	24.56	60.00	1.000	25.00	
60.01	1.000	30.00	402.60	161.04	17.24	0.02313	0.00042	1.048	29.38	60.00	1.000	30.00	
60.00	0.999	35.00	398.02	159.21	17.02	-0.00462	0.00040	1.044	34.17	60.00	1.000	35.00	
60.00	0.999	40.00	393.43	157.37	16.81	0.03392	0.00032	1.039	38.94	60.00	1.000	40.00	
60.00	1.000	45.00	389.22	155.69	16.44	0.04525	0.00021	1.032	43.72	60.00	1.000	45.00	
60.00	1.000	50.00	386.15	154.46	16.75	0.02777	0.00039	1.025	48.51	60.00	1.000	50.00	
60.00	0.999	55.00	381.32	152.53	16.12	0.02264	0.00008	1.017	53.39	60.00	1.000	55.00	
60.00	1.000	60.00	377.49	151.00	15.82	0.06310	0.00009	1.009	58.34	60.00	1.000	60.00	
60.00	0.999	65.00	373.05	149.22	15.74	0.04157	-0.00003	1.002	63.39	60.00	1.000	65.00	
60.00	1.000	70.00	366.80	146.72	15.45	0.05637	-0.00009	0.997	68.51	60.00	1.000	70.00	
60.00	1.000	75.00	357.54	143.02	14.88	0.05698	-0.00008	0.993	73.71	60.00	1.000	75.00	
60.00	1.000	78.00	349.66	139.87	14.10	0.05456	-0.00047	0.992	76.84	60.00	1.000	78.00	
60.00	0.999	81.00	341.86	136.75	13.63	0.06332	-0.00058	0.992	79.99	60.00	1.000	81.00	
60.00	1.000	84.00	335.58	134.23	13.06	0.04142	-0.00031	0.993	83.14	60.00	1.000	84.00	
60.00	0.999	86.00	333.12	133.25	12.22	0.08039	-0.00050	0.994	85.22	60.00	1.000	86.00	
59.99	1.000	88.00	337.81	135.12	11.75	0.06268	-0.00053	0.995	87.32	60.00	1.000	88.00	
60.01	1.000	90.00	343.60	137.44	11.22	0.05211	-0.00082	0.996	89.38	60.00	1.000	90.00	
60.00	1.000	92.00	340.82	136.33	11.31	0.10515	-0.00090	0.998	91.45	60.00	1.000	92.00	
60.00	1.000	94.00	334.14	133.66	11.78	0.10234	-0.00086	1.000	93.50	60.00	1.000	94.00	
60.00	1.000	96.00	333.49	133.40	12.60	0.04006	-0.00055	1.002	95.53	60.00	1.000	96.00	
60.00	1.000	99.00	339.79	135.91	13.65	0.05317	-0.00041	1.005	98.56	60.00	1.000	99.00	
60.00	1.000	102.00	349.99	140.00	14.60	0.07437	-0.00046	1.008	101.56	60.00	1.000	102.00	
60.00	0.999	105.00	357.74	143.10	14.90	0.03072	-0.00039	1.011	104.53	60.00	1.000	105.00	
60.00	1.000	110.00	368.22	147.29	15.17	0.08174	-0.00041	1.015	109.44	60.00	1.000	110.00	
60.00	1.000	115.00	376.19	150.48	15.52	0.03172	-0.00010	1.016	114.31	60.00	1.000	115.00	
60.00	1.000	120.00	383.65	153.46	16.21	0.04002	0.00006	1.017	119.15	60.00	1.000	120.00	
60.00	1.000	125.00	387.34	154.94	16.15	0.07734	-0.00007	1.017	124.01	60.00	1.000	125.00	
60.00	1.000	130.00	392.40	156.96	16.69	0.03505	0.00001	1.016	128.90	60.00	1.000	130.00	
60.00	1.000	135.00	395.87	158.35	16.57	0.03233	0.00017	1.013	133.79	60.00	1.000	135.00	
60.00	1.000	140.00	401.77	160.71	17.33	0.04603	0.00034	1.011	138.74	60.00	1.000	140.00	
60.00	1.000	145.00	404.75	161.90	17.02	0.05152	0.00009	1.007	143.73	60.00	1.000	145.00	
60.00	1.000	150.00	410.20	164.08	17.54	0.04024	0.00036	1.005	148.74	60.00	1.000	150.00	
60.00	1.000	155.00	415.81	166.32	18.35	-0.04451	0.00079	1.002	153.70	60.00	1.000	155.00	
60.00	1.000	160.00	418.83	167.53	17.95	0.01486	0.00040	1.000	158.71	60.00	1.000	160.00	
60.00	1.000	165.00	422.93	169.17	18.34	-0.00572	0.00050	0.997	163.80	60.00	1.000	165.00	
60.00	1.000	170.00	424.57	169.83	17.94	-0.04138	0.00059	0.996	168.96	60.00	1.000	170.00	
59.99	1.000	175.00	426.61	170.64	17.92	-0.07155	0.00096	0.995	174.16	60.00	1.000	175.00	
60.00	1.000	180.00	427.18	170.87	18.20	-0.04351	0.00056	0.995	179.38	60.00	1.000	180.00	
59.99	1.000	185.00	424.21	169.68	17.55	-0.02905	-0.00018	0.996	184.59	60.00	1.000	185.00	
60.00	1.000	190.00	424.23	169.69	18.54	-0.03007	0.00093	0.998	189.78	60.00	1.000	190.00	
60.00	1.000	195.00	419.82	167.93	18.18	-0.00511	0.00081	1.001	194.97	60.00	1.000	195.00	
60.00	1.001	200.00	407.74	163.10	15.99	0.13713	-0.00051	1.004	200.12	60.00	1.000	200.00	
60.00	1.000	205.00	408.31	163.32	17.47	0.00896	0.00133	1.008	205.29	60.00	1.000	205.00	
59.99	1.000	210.00	401.57	160.63	16.73	0.07232	0.00025	1.011	210.34	60.00	1.000	210.00	
60.00	1.000	215.00	399.64	159.86	17.42	0.05929	0.00060	1.015	215.29	60.00	1.000	215.00	
60.00	1.000	220.00	396.22	158.49	17.51	0.00362	0.00095	1.018	220.10	60.00	1.000	220.00	
60.00	1.001	225.00	391.37	156.55	16.65	0.01983	0.00039	1.021	224.89	60.00	1.000	225.00	
60.00	1.000	230.00	387.31	154.92	16.09	0.03948	0.00068	1.023	229.70	60.00	1.000	230.00	
59.99	1.001	235.00	387.01	154.80	16.89	0.00508	0.00042	1.023	234.45	60.00	1.000	235.00	
60.00	1.000	240.00	383.96	153.58	16.43	0.00344	0.00047	1.022	239.24	60.00	1.000	240.00	
