Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
19.99	2.000	0.00	1626.44	650.58	24.20	-0.10291	0.00108	2.080	-0.72	20.00	2.000	0.00	
20.01	2.000	5.00	1613.31	645.32	22.72	-0.01916	0.00066	2.081	4.24	20.00	2.000	5.00	
20.01	2.000	10.00	1625.76	650.30	23.37	-0.07739	0.00108	2.081	9.19	20.00	2.000	10.00	
20.01	2.000	15.00	1634.05	653.62	23.86	-0.14014	0.00142	2.080	14.10	20.00	2.000	15.00	
20.01	2.000	20.00	1644.44	657.78	23.75	-0.09931	0.00157	2.078	18.97	20.00	2.000	20.00	
20.00	2.000	25.00	1658.58	663.43	24.24	-0.10717	0.00164	2.074	23.83	20.00	2.000	25.00	
20.01	2.000	30.00	1676.29	670.51	23.79	-0.10313	0.00176	2.070	28.68	20.00	2.000	30.00	
20.01	2.000	35.00	1698.90	679.56	23.61	-0.05404	0.00167	2.063	33.53	20.00	2.000	35.00	
19.99	2.000	40.00	1729.28	691.71	23.18	-0.10797	0.00165	2.055	38.34	20.00	2.000	40.00	
19.99	2.000	45.00	1765.63	706.25	22.93	-0.08136	0.00153	2.045	43.19	20.00	2.000	45.00	
20.01	2.000	50.00	1813.33	725.33	23.13	-0.09909	0.00151	2.031	48.10	20.00	2.000	50.00	
20.01	1.999	55.00	1871.67	748.67	22.67	-0.12209	0.00140	2.020	53.01	20.00	2.000	55.00	
19.99	2.000	60.00	1944.67	777.87	22.13	-0.07596	0.00121	2.009	57.99	20.00	2.000	60.00	
19.99	2.000	65.00	2038.41	815.36	22.51	-0.14221	0.00104	1.998	63.02	20.00	2.000	65.00	
20.00	2.000	70.00	2159.69	863.88	22.94	-0.09211	0.00095	1.989	68.14	20.00	2.000	70.00	
20.01	2.000	75.00	--	--	--	--	--	1.983	73.24	20.00	2.000	75.00	Current limit exceeded.
20.00	2.000	78.00	--	--	--	--	--	1.981	76.35	20.00	2.000	78.00	Current limit exceeded.
19.99	2.000	81.00	--	--	--	--	--	1.976	79.44	20.00	2.000	81.00	Current limit exceeded.
