Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
29.99	0.700	0.00	1645.13	658.05	21.49	-0.09950	0.00065	0.744	-0.59	30.00	0.700	0.00	
30.00	0.700	5.00	1625.02	650.01	19.71	0.01250	0.00002	0.746	4.47	30.00	0.700	5.00	
30.00	0.700	10.00	1624.13	649.65	19.48	-0.04177	0.00007	0.746	9.47	30.00	0.700	10.00	
30.00	0.700	15.00	1628.49	651.40	19.58	-0.05756	0.00021	0.746	14.44	30.00	0.700	15.00	
30.00	0.700	20.00	1636.31	654.52	19.45	-0.05464	0.00028	0.745	19.32	30.00	0.700	20.00	
29.99	0.700	25.00	1644.82	657.93	19.60	-0.05823	0.00040	0.743	24.16	30.00	0.700	25.00	
30.00	0.700	30.00	1659.75	663.90	19.46	-0.11990	0.00055	0.740	28.93	30.00	0.700	30.00	
30.00	0.700	35.00	1676.89	670.76	19.51	-0.15208	0.00067	0.735	33.65	30.00	0.700	35.00	
29.99	0.700	40.00	1696.05	678.42	19.38	-0.10370	0.00065	0.729	38.33	30.00	0.700	40.00	
30.00	0.700	45.00	1719.18	687.67	19.21	-0.11894	0.00062	0.722	43.06	30.00	0.700	45.00	
30.00	0.700	50.00	1749.57	699.83	18.87	-0.09669	0.00063	0.714	47.83	30.00	0.700	50.00	
29.99	0.700	55.00	1787.71	715.08	18.95	-0.17533	0.00062	0.706	52.69	30.00	0.700	55.00	
30.00	0.700	60.00	1829.02	731.61	18.56	-0.13860	0.00057	0.698	57.65	30.00	0.700	60.00	
29.99	0.700	65.00	1888.50	755.40	18.68	-0.13794	0.00050	0.691	62.74	30.00	0.700	65.00	
29.99	0.700	70.00	1951.90	780.76	18.40	-0.10855	0.00043	0.686	67.92	30.00	0.700	70.00	
29.99	0.700	75.00	2035.53	814.21	18.51	-0.14691	0.00039	0.682	73.17	30.00	0.700	75.00	
29.99	0.700	78.00	2083.58	833.43	17.87	-0.14859	0.00021	0.681	76.44	30.00	0.700	78.00	
29.99	0.700	81.00	2139.93	855.97	18.27	-0.08329	0.00019	0.680	79.61	30.00	0.700	81.00	
29.99	0.700	84.00	2190.70	876.28	18.79	-0.12286	0.00020	0.680	82.79	30.00	0.700	84.00	
30.00	0.700	86.00	2198.88	879.55	17.42	-0.03881	-0.00011	0.680	84.95	30.00	0.700	86.00	
30.00	0.700	88.00	2217.29	886.91	17.64	-0.05152	-0.00007	0.681	87.05	30.00	0.700	88.00	
30.00	0.700	90.00	2222.48	888.99	17.48	-0.04026	-0.00014	0.681	89.13	30.00	0.700	90.00	
29.99	0.700	92.00	2215.69	886.28	17.33	-0.01773	-0.00020	0.681	91.20	30.00	0.700	92.00	
29.99	0.700	94.00	2205.51	882.21	17.58	-0.03505	-0.00017	0.683	93.25	30.00	0.700	94.00	
30.00	0.700	96.00	2196.84	878.74	18.50	-0.02562	-0.00013	0.684	95.30	30.00	0.700	96.00	
29.98	0.700	99.00	2156.41	862.56	18.36	-0.15231	0.00003	0.686	98.26	30.00	0.700	99.00	
29.98	0.700	102.00	2101.80	840.72	17.86	-0.05866	-0.00006	0.688	101.26	30.00	0.700	102.00	
29.99	0.700	105.00	2046.25	818.50	17.50	-0.10487	-0.00006	0.690	104.27	30.00	0.700	105.00	
30.00	0.700	110.00	1977.67	791.07	18.13	-0.12739	0.00020	0.693	109.08	30.00	0.700	110.00	
29.99	0.700	115.00	1911.50	764.60	18.11	-0.13698	0.00028	0.695	114.01	30.00	0.700	115.00	
30.00	0.700	120.00	1854.67	741.87	17.95	-0.19881	0.00037	0.697	118.90	30.00	0.700	120.00	
30.00	0.700	125.00	1817.69	727.08	18.80	-0.19620	0.00048	0.698	123.85	30.00	0.700	125.00	
29.99	0.700	130.00	1776.79	710.72	19.01	-0.14100	0.00039	0.700	128.79	30.00	0.700	130.00	
30.00	0.700	135.00	1744.49	697.80	18.86	-0.16326	0.00037	0.702	133.75	30.00	0.700	135.00	
30.01	0.700	140.00	1724.50	689.80	19.13	-0.13476	0.00038	0.701	138.76	30.00	0.700	140.00	
30.01	0.700	145.00	1703.68	681.47	19.36	-0.11639	0.00034	0.700	143.78	30.00	0.700	145.00	
30.00	0.700	150.00	1684.35	673.74	19.15	-0.16389	0.00034	0.699	148.82	30.00	0.700	150.00	
29.99	0.700	155.00	1671.80	668.72	19.64	-0.06917	0.00028	0.700	153.86	30.00	0.700	155.00	
30.01	0.700	160.00	1657.37	662.95	19.58	-0.04571	0.00028	0.702	158.94	30.00	0.700	160.00	
30.00	0.700	165.00	1642.72	657.09	19.12	-0.01836	0.00004	0.703	164.02	30.00	0.700	165.00	
30.00	0.700	170.00	1640.79	656.32	19.45	-0.00044	0.00001	0.703	169.11	30.00	0.700	170.00	
30.00	0.700	175.00	1638.42	655.37	19.60	-0.04811	-0.00005	0.704	174.29	30.00	0.700	175.00	
30.00	0.700	180.00	1637.41	654.96	19.69	-0.01601	0.00003	0.704	179.51	30.00	0.700	180.00	
30.00	0.700	185.00	1639.98	655.99	19.77	0.00893	0.00005	0.705	184.66	30.00	0.700	185.00	
30.00	0.700	190.00	1637.05	654.82	19.29	-0.05070	0.00008	0.706	189.81	30.00	0.700	190.00	
30.00	0.700	195.00	1642.89	657.15	19.46	-0.07338	0.00025	0.708	194.98	30.00	0.700	195.00	
30.00	0.700	200.00	1649.73	659.89	19.53	-0.11454	0.00036	0.711	200.08	30.00	0.700	200.00	
30.00	0.700	205.00	1660.37	664.15	19.60	-0.06736	0.00050	0.713	205.13	30.00	0.700	205.00	
30.00	0.700	210.00	1669.97	667.99	19.40	-0.15666	0.00058	0.715	210.13	30.00	0.700	210.00	
30.00	0.700	215.00	1693.64	677.46	19.42	-0.12871	0.00068	0.718	215.07	30.00	0.700	215.00	
30.00	0.700	220.00	1709.51	683.81	19.24	-0.14225	0.00071	0.721	219.89	30.00	0.700	220.00	
30.00	0.700	225.00	1733.67	693.47	19.20	-0.18934	0.00083	0.722	224.68	30.00	0.700	225.00	
30.00	0.700	230.00	1759.45	703.78	18.73	-0.18883	0.00087	0.723	229.46	30.00	0.700	230.00	
30.00	0.700	235.00	1797.88	719.15	18.49	-0.23880	0.00086	0.723	234.23	30.00	0.700	235.00	
30.02	0.700	240.00	1846.55	738.62	18.73	-0.20768	0.00085	0.722	238.96	30.00	0.700	240.00	
