Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
45.00	3.000	0.00	515.43	206.17	18.64	-0.13386	0.00301	3.099	-0.20	45.00	3.000	0.00	
45.00	3.000	5.00	511.36	204.54	17.86	-0.03453	0.00197	3.099	4.75	45.00	3.000	5.00	
45.00	3.000	10.00	509.15	203.66	17.67	-0.00936	0.00260	3.098	9.67	45.00	3.000	10.00	
45.00	3.000	15.00	507.35	202.94	17.66	-0.06806	0.00284	3.096	14.55	45.00	3.000	15.00	
45.01	3.000	20.00	504.90	201.96	17.93	0.01322	0.00325	3.092	19.48	45.00	3.000	20.00	
45.00	3.000	25.00	501.03	200.41	17.67	-0.01915	0.00335	3.089	24.35	45.00	3.000	25.00	
45.01	3.000	30.00	495.71	198.28	16.95	-0.05258	0.00331	3.083	29.26	45.00	3.000	30.00	
45.01	3.000	35.00	493.85	197.54	17.22	-0.00069	0.00358	3.077	34.14	45.00	3.000	35.00	
45.00	2.999	40.00	489.33	195.73	16.53	-0.02038	0.00320	3.069	39.03	45.00	3.000	40.00	
45.00	3.000	45.00	485.97	194.39	16.28	0.04380	0.00279	3.060	43.97	45.00	3.000	45.00	
45.00	2.999	50.00	483.45	193.38	16.12	0.04491	0.00244	3.051	48.88	45.00	3.000	50.00	
45.00	3.000	55.00	478.05	191.22	15.38	-0.01181	0.00215	3.042	53.86	45.00	3.000	55.00	
44.99	3.000	60.00	474.61	189.85	15.02	0.00326	0.00207	3.034	58.84	45.00	3.000	60.00	
45.00	2.999	65.00	470.82	188.33	14.78	-0.00618	0.00157	3.026	63.88	45.00	3.000	65.00	
45.00	3.000	70.00	462.47	184.99	13.51	0.06090	0.00080	3.019	68.94	45.00	3.000	70.00	
45.00	3.000	75.00	452.44	180.98	12.26	0.08352	0.00020	3.013	74.06	45.00	3.000	75.00	
45.00	3.000	78.00	445.71	178.28	11.32	0.07934	-0.00035	3.011	77.09	45.00	3.000	78.00	
45.01	3.000	81.00	442.20	176.88	10.30	0.10793	-0.00061	3.008	80.21	45.00	3.000	81.00	
45.00	3.000	84.00	452.51	181.00	8.97	0.10803	-0.00083	3.009	83.24	45.00	3.000	84.00	
45.01	3.000	86.00	485.87	194.35	8.21	0.11281	-0.00086	3.008	85.33	45.00	3.000	86.00	
45.00	3.000	88.00	574.87	229.95	8.13	0.10581	-0.00056	3.008	87.38	45.00	3.000	88.00	
45.01	3.000	90.00	689.05	275.62	9.20	0.05028	-0.00045	3.007	89.44	45.00	3.000	90.00	
45.01	3.000	92.00	634.93	253.97	8.86	0.10633	-0.00070	3.007	91.51	45.00	3.000	92.00	
45.01	3.000	94.00	519.44	207.77	8.20	0.10369	-0.00130	3.007	93.58	45.00	3.000	94.00	
44.99	3.000	96.00	464.17	185.67	8.65	0.11326	-0.00167	3.008	95.57	45.00	3.000	96.00	
45.00	3.000	99.00	445.17	178.07	10.05	0.09850	-0.00179	3.009	98.66	45.00	3.000	99.00	
45.00	3.000	102.00	448.61	179.44	11.37	0.09342	-0.00146	3.010	101.63	45.00	3.000	102.00	
45.00	3.000	105.00	455.89	182.36	12.42	0.07474	-0.00153	3.009	104.66	45.00	3.000	105.00	
44.99	3.000	110.00	466.86	186.74	13.88	0.07896	-0.00154	3.005	109.54	45.00	3.000	110.00	
45.01	3.000	115.00	474.82	189.93	14.75	0.05859	-0.00151	3.000	114.49	45.00	3.000	115.00	
45.01	3.000	120.00	482.93	193.17	15.85	-0.02386	-0.00090	2.992	119.40	45.00	3.000	120.00	
45.00	3.000	125.00	488.56	195.43	16.63	0.02793	-0.00092	2.984	124.30	45.00	3.000	125.00	
44.99	3.000	130.00	491.83	196.73	16.50	0.03990	-0.00073	2.974	129.27	45.00	3.000	130.00	
