Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
55.00	3.000	0.00	320.20	128.08	15.36	-0.00406	0.00029	3.099	-0.19	55.00	3.000	0.00	
54.99	3.000	5.00	320.77	128.31	15.80	-0.02255	0.00165	3.099	4.78	55.00	3.000	5.00	
54.99	3.000	10.00	318.99	127.59	15.65	0.00635	0.00158	3.097	9.70	55.00	3.000	10.00	
55.00	3.000	15.00	317.51	127.01	15.88	0.04063	0.00178	3.095	14.64	55.00	3.000	15.00	
55.00	3.000	20.00	316.19	126.48	16.30	-0.03861	0.00267	3.092	19.51	55.00	3.000	20.00	
55.00	3.000	25.00	312.45	124.98	15.61	0.00895	0.00271	3.088	24.42	55.00	3.000	25.00	
55.01	3.000	30.00	310.19	124.08	15.44	0.01268	0.00266	3.083	29.31	55.00	3.000	30.00	
54.99	3.000	35.00	308.05	123.22	15.42	0.03602	0.00247	3.077	34.21	55.00	3.000	35.00	
55.00	3.000	40.00	306.42	122.57	15.49	0.03365	0.00281	3.069	39.11	55.00	3.000	40.00	
55.01	3.000	45.00	304.51	121.80	15.47	-0.02931	0.00238	3.061	44.03	55.00	3.000	45.00	
55.01	3.000	50.00	302.22	120.89	15.44	-0.00027	0.00232	3.052	48.97	55.00	3.000	50.00	
55.01	3.000	55.00	298.96	119.58	15.22	0.07449	0.00169	3.044	53.94	55.00	3.000	55.00	
55.02	3.000	60.00	296.13	118.45	15.35	0.01144	0.00218	3.036	58.94	55.00	3.000	60.00	
55.01	3.000	65.00	290.51	116.21	14.81	0.00924	0.00112	3.028	63.98	55.00	3.000	65.00	
54.99	3.000	70.00	283.98	113.59	14.63	0.01522	0.00073	3.021	69.05	55.00	3.000	70.00	
55.01	3.000	75.00	273.72	109.49	14.23	0.02551	-0.00007	3.015	74.15	55.00	3.000	75.00	
55.00	3.000	78.00	264.08	105.63	13.45	0.07599	-0.00070	3.012	77.22	55.00	3.000	78.00	
55.00	3.000	81.00	253.61	101.44	12.78	0.07270	-0.00091	3.011	80.29	55.00	3.000	81.00	
54.99	3.000	84.00	243.31	97.32	11.44	0.13812	-0.00136	3.010	83.37	55.00	3.000	84.00	
55.01	3.000	86.00	241.68	96.67	10.00	0.08542	-0.00200	3.009	85.42	55.00	3.000	86.00	
55.00	3.000	88.00	257.70	103.08	8.46	0.10847	-0.00205	3.009	87.48	55.00	3.000	88.00	
55.00	3.000	90.00	292.47	116.99	7.78	0.11397	-0.00186	3.010	89.53	55.00	3.000	90.00	
55.00	2.999	92.00	269.99	108.00	8.00	0.17390	-0.00279	3.010	91.59	55.00	3.000	92.00	
55.00	3.000	94.00	245.32	98.13	9.52	0.11187	-0.00230	3.010	93.65	55.00	3.000	94.00	
55.00	3.000	96.00	242.40	96.96	11.08	0.09851	-0.00222	3.011	95.70	55.00	3.000	96.00	
55.00	2.999	99.00	251.54	100.62	12.53	0.10207	-0.00202	3.011	98.73	55.00	3.000	99.00	
55.00	3.000	102.00	262.82	105.13	13.30	0.08385	-0.00218	3.012	101.74	55.00	3.000	102.00	
55.00	3.000	105.00	274.24	109.70	14.31	0.02114	-0.00158	3.012	104.73	55.00	3.000	105.00	
55.00	3.000	110.00	286.05	114.42	14.92	0.02582	-0.00153	3.008	109.64	55.00	3.000	110.00	
55.00	3.000	115.00	294.30	117.72	15.50	0.08496	-0.00135	3.002	114.54	55.00	3.000	115.00	
55.00	3.000	120.00	299.53	119.81	15.54	0.01727	-0.00122	2.995	119.44	55.00	3.000	120.00	
54.99	3.000	125.00	303.68	121.47	15.64	0.02520	-0.00081	2.986	124.35	55.00	3.000	125.00	
55.00	3.000	130.00	307.95	123.18	16.03	-0.04890	-0.00025	2.975	129.29	55.00	3.000	130.00	
55.00	3.000	135.00	309.88	123.95	15.76	0.04379	-0.00047	2.966	134.26	55.00	3.000	135.00	
55.00	3.000	140.00	312.40	124.96	15.91	0.01397	-0.00011	2.957	139.25	55.00	3.000	140.00	
55.00	3.000	145.00	314.95	125.98	16.07	0.04585	0.00027	2.949	144.27	55.00	3.000	145.00	
55.00	3.000	150.00	318.24	127.30	16.65	0.02768	0.00080	2.942	149.27	55.00	3.000	150.00	
54.99	3.000	155.00	319.26	127.70	16.10	0.06033	0.00066	2.936	154.23	55.00	3.000	155.00	
55.00	3.000	160.00	321.63	128.65	16.34	0.04539	0.00078	2.931	159.17	55.00	3.000	160.00	
55.00	3.000	165.00	323.74	129.50	16.61	-0.00172	0.00066	2.926	164.15	55.00	3.000	165.00	
55.00	3.000	170.00	323.21	129.28	15.76	0.03565	0.00006	2.922	169.20	55.00	3.000	170.00	
55.00	3.000	175.00	323.33	129.33	15.71	0.10880	-0.00017	2.919	174.36	55.00	3.000	175.00	
54.99	3.000	180.00	322.87	129.15	15.55	0.10438	-0.00017	2.917	179.56	55.00	3.000	180.00	
55.00	3.000	185.00	323.74	129.50	16.24	0.03944	0.00112	2.917	184.72	55.00	3.000	185.00	
55.00	3.000	190.00	322.11	128.84	16.30	0.04338	0.00218	2.919	189.90	55.00	3.000	190.00	
55.00	3.000	195.00	320.09	128.03	16.65	-0.00608	0.00322	2.923	195.07	55.00	3.000	195.00	
55.00	3.000	200.00	315.71	126.28	16.39	0.02738	0.00287	2.927	200.21	55.00	3.000	200.00	
55.00	3.000	205.00	312.79	125.12	16.72	0.06681	0.00375	2.933	205.32	55.00	3.000	205.00	
55.01	3.000	210.00	308.57	123.43	15.74	0.08866	0.00332	2.940	210.41	55.00	3.000	210.00	
55.00	3.000	215.00	306.85	122.74	15.95	0.00847	0.00363	2.948	215.46	55.00	3.000	215.00	
55.01	3.000	220.00	305.49	122.20	16.46	0.08504	0.00343	2.957	220.42	55.00	3.000	220.00	
55.00	3.000	225.00	304.81	121.93	16.88	0.03546	0.00389	2.966	225.35	55.00	3.000	225.00	
54.99	3.000	230.00	302.36	120.94	16.03	0.07481	0.00337	2.975	230.28	55.00	3.000	230.00	
55.00	3.000	235.00	300.41	120.16	16.17	0.04688	0.00337	2.984	235.18	55.00	3.000	235.00	
55.00	3.000	240.00	297.25	118.90	15.95	0.02390	0.00328	2.991	240.06	55.00	3.000	240.00	
