Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
64.99	1.000	0.00	314.85	125.94	17.11	0.02963	0.00050	1.058	0.00	65.00	1.000	0.00	
65.00	1.000	5.00	312.76	125.11	16.64	0.01860	0.00036	1.060	5.09	65.00	1.000	5.00	
65.00	1.000	10.00	311.35	124.54	16.71	-0.03065	0.00053	1.059	10.03	65.00	1.000	10.00	
65.00	1.000	15.00	306.55	122.62	16.59	0.05594	0.00013	1.058	14.99	65.00	1.000	15.00	
65.01	1.000	20.00	303.29	121.32	16.41	0.01870	0.00040	1.056	19.91	65.00	1.000	20.00	
64.99	1.000	25.00	299.78	119.91	16.35	0.02627	0.00050	1.053	24.80	65.00	1.000	25.00	
65.00	1.000	30.00	297.50	119.00	16.06	0.05774	0.00019	1.051	29.62	65.00	1.000	30.00	
65.00	1.000	35.00	292.52	117.01	15.62	0.02748	-0.00039	1.045	34.40	65.00	1.000	35.00	
65.00	1.000	40.00	291.00	116.40	15.75	0.03395	0.00012	1.039	39.15	65.00	1.000	40.00	
65.00	0.999	45.00	288.94	115.58	15.93	0.00049	0.00016	1.032	43.94	65.00	1.000	45.00	
64.99	1.000	50.00	285.40	114.16	15.44	0.04255	0.00012	1.026	48.74	65.00	1.000	50.00	
65.02	1.000	55.00	284.36	113.75	15.85	0.06378	0.00003	1.017	53.61	65.00	1.000	55.00	
65.01	1.000	60.00	281.86	112.75	15.68	0.03410	0.00007	1.010	58.57	65.00	1.000	60.00	
65.01	1.000	65.00	278.32	111.33	15.33	0.06098	-0.00013	1.004	63.62	65.00	1.000	65.00	
64.98	1.000	70.00	274.09	109.64	15.32	0.02893	-0.00021	0.999	68.74	65.00	1.000	70.00	
65.01	0.999	75.00	267.48	106.99	14.94	0.10556	-0.00039	0.995	73.93	65.00	1.000	75.00	
65.00	1.000	78.00	262.55	105.02	14.86	0.04480	-0.00029	0.995	77.06	65.00	1.000	78.00	
65.00	1.000	81.00	256.15	102.46	14.51	0.04545	-0.00038	0.995	80.20	65.00	1.000	81.00	
65.00	1.000	84.00	249.83	99.93	13.98	0.04281	-0.00065	0.996	83.33	65.00	1.000	84.00	
65.00	1.000	86.00	247.50	99.00	13.50	0.07698	-0.00082	0.997	85.43	65.00	1.000	86.00	
65.00	1.000	88.00	250.24	100.10	13.35	0.09156	-0.00100	0.998	87.51	65.00	1.000	88.00	
65.00	1.000	90.00	255.30	102.12	13.50	0.06631	-0.00074	0.999	89.57	65.00	1.000	90.00	
65.00	1.000	92.00	251.58	100.63	13.20	0.10012	-0.00122	1.001	91.62	65.00	1.000	92.00	
65.00	1.000	94.00	247.76	99.10	13.44	0.05404	-0.00045	1.002	93.67	65.00	1.000	94.00	
65.00	1.000	96.00	247.63	99.05	13.49	0.06823	-0.00095	1.005	95.71	65.00	1.000	96.00	
65.01	0.999	99.00	255.40	102.16	14.48	0.04092	-0.00062	1.007	98.72	65.00	1.000	99.00	
65.00	1.000	102.00	262.18	104.87	14.75	0.02878	-0.00077	1.011	101.73	65.00	1.000	102.00	
65.00	1.000	105.00	268.28	107.31	14.91	0.03780	-0.00074	1.014	104.70	65.00	1.000	105.00	
65.00	1.000	110.00	277.69	111.08	15.80	0.05069	0.00017	1.017	109.60	65.00	1.000	110.00	
64.99	1.000	115.00	282.99	113.19	15.89	0.00458	0.00020	1.018	114.47	65.00	1.000	115.00	
65.00	1.000	120.00	285.50	114.20	15.43	0.06126	-0.00002	1.019	119.30	65.00	1.000	120.00	
65.00	1.000	125.00	291.09	116.44	17.21	-0.01171	0.00078	1.018	124.14	65.00	1.000	125.00	
65.00	1.000	130.00	291.63	116.65	15.84	-0.01454	-0.00015	1.016	129.03	65.00	1.000	130.00	
65.00	1.000	135.00	293.56	117.42	15.70	-0.00616	-0.00001	1.014	133.94	65.00	1.000	135.00	
65.00	0.999	140.00	297.18	118.87	15.99	0.06035	0.00038	1.011	138.88	65.00	1.000	140.00	
65.00	1.000	145.00	299.73	119.89	16.00	0.05333	-0.00034	1.009	143.90	65.00	1.000	145.00	
65.00	0.999	150.00	303.09	121.23	16.10	0.06388	-0.00014	1.005	148.92	65.00	1.000	150.00	
65.00	1.000	155.00	307.01	122.81	16.49	-0.00560	0.00028	1.002	153.92	65.00	1.000	155.00	
65.00	1.000	160.00	310.25	124.10	16.57	0.03282	0.00067	0.999	158.94	65.00	1.000	160.00	
65.00	1.000	165.00	313.07	125.23	16.84	0.02342	0.00062	0.997	164.03	65.00	1.000	165.00	
65.00	1.000	170.00	315.57	126.23	17.14	-0.03213	0.00113	0.995	169.17	65.00	1.000	170.00	
65.00	1.000	175.00	317.40	126.96	17.16	0.01069	0.00041	0.994	174.39	65.00	1.000	175.00	
65.00	1.000	180.00	316.08	126.43	16.48	0.07638	-0.00032	0.994	179.61	65.00	1.000	180.00	
65.00	1.000	185.00	313.68	125.47	16.62	0.00686	0.00023	0.995	184.82	65.00	1.000	185.00	
64.99	0.999	190.00	316.51	126.60	20.10	-0.04496	0.00170	0.996	190.04	65.00	1.000	190.00	
65.00	1.000	195.00	309.41	123.76	16.66	0.05633	0.00055	0.999	195.27	65.00	1.000	195.00	
65.00	1.000	200.00	306.26	122.50	16.23	0.03163	0.00016	1.002	200.42	65.00	1.000	200.00	
65.00	1.000	205.00	303.66	121.46	16.66	0.03776	0.00058	1.005	205.53	65.00	1.000	205.00	
65.00	1.000	210.00	298.91	119.56	16.04	0.02837	0.00017	1.009	210.58	65.00	1.000	210.00	
65.00	1.000	215.00	296.29	118.52	16.12	0.05884	0.00032	1.013	215.55	65.00	1.000	215.00	
65.00	1.000	220.00	293.94	117.58	16.09	-0.00514	0.00051	1.016	220.38	65.00	1.000	220.00	
65.00	1.000	225.00	291.99	116.79	16.17	0.01217	0.00074	1.019	225.17	65.00	1.000	225.00	
65.00	1.000	230.00	289.72	115.89	15.97	0.04899	0.00046	1.020	229.97	65.00	1.000	230.00	
65.00	1.000	235.00	285.83	114.33	16.00	0.04234	0.00052	1.020	234.76	65.00	1.000	235.00	
65.00	1.000	240.00	283.70	113.48	15.80	0.03270	0.00043	1.020	239.56	65.00	1.000	240.00	
