Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
77.51	0.010	0.00	358.92	143.57	27.89	-0.07390	0.00110	0.009	2.33	77.50	0.010	0.00	
77.50	0.010	5.00	358.14	143.26	27.65	0.03661	0.00055	0.010	6.12	77.50	0.010	5.00	
77.50	0.010	10.00	358.75	143.50	27.08	0.06921	-0.00011	0.010	11.06	77.50	0.010	10.00	
77.50	0.010	15.00	359.63	143.85	27.91	0.00246	0.00038	0.009	16.58	77.50	0.010	15.00	
77.51	0.010	20.00	359.83	143.93	26.64	0.04690	-0.00010	0.010	22.17	77.50	0.010	20.00	
77.50	0.010	25.00	359.84	143.94	26.15	0.08190	0.00012	0.009	27.09	77.50	0.010	25.00	
77.50	0.010	30.00	361.01	144.41	27.06	-0.07398	0.00086	0.010	32.18	77.50	0.010	30.00	
77.50	0.011	35.00	362.73	145.09	27.33	0.05560	0.00012	0.010	37.10	77.50	0.010	35.00	
77.49	0.009	40.00	363.11	145.25	27.30	0.01526	0.00025	0.009	42.27	77.50	0.010	40.00	
77.50	0.010	45.00	364.30	145.72	28.36	0.02318	0.00034	0.010	47.08	77.50	0.010	45.00	
77.50	0.010	50.00	364.88	145.95	27.95	-0.00118	0.00025	0.009	52.07	77.50	0.010	50.00	
77.51	0.011	55.00	365.56	146.22	27.94	0.01158	0.00019	0.010	57.92	77.50	0.010	55.00	
77.50	0.010	60.00	366.32	146.53	28.44	0.03316	0.00005	0.009	62.84	77.50	0.010	60.00	
77.50	0.009	65.00	366.94	146.78	28.29	0.01940	0.00004	0.009	67.72	77.50	0.010	65.00	
77.50	0.009	70.00	367.68	147.07	29.04	0.03681	-0.00029	0.009	73.04	77.50	0.010	70.00	
77.50	0.010	75.00	367.67	147.07	28.76	0.03082	0.00035	0.010	78.40	77.50	0.010	75.00	
77.50	0.010	78.00	368.50	147.40	28.97	0.00907	0.00029	0.010	82.11	77.50	0.010	78.00	
77.50	0.011	81.00	367.87	147.15	28.04	0.09577	-0.00021	0.010	84.69	77.50	0.010	81.00	
77.50	0.010	84.00	368.39	147.36	28.86	0.04703	-0.00014	0.010	87.39	77.50	0.010	84.00	
77.50	0.010	86.00	368.65	147.46	29.09	0.06366	-0.00007	0.010	89.87	77.50	0.010	86.00	
77.51	0.010	88.00	368.20	147.28	28.27	0.00402	0.00006	0.010	91.80	77.50	0.010	88.00	
77.50	0.010	90.00	369.00	147.60	29.31	0.00594	0.00011	0.010	93.02	77.50	0.010	90.00	
77.50	0.010	92.00	368.53	147.41	28.85	0.06643	-0.00026	0.010	96.65	77.50	0.010	92.00	
77.51	0.009	94.00	368.52	147.41	28.85	0.05347	0.00004	0.009	98.53	77.50	0.010	94.00	
77.51	0.011	96.00	367.57	147.03	27.77	0.08605	-0.00051	0.010	99.92	77.50	0.010	96.00	
77.50	0.009	99.00	368.36	147.35	28.60	0.02921	-0.00014	0.010	102.15	77.50	0.010	99.00	
77.50	0.010	102.00	367.90	147.16	28.54	0.03730	-0.00002	0.010	105.83	77.50	0.010	102.00	
77.50	0.010	105.00	368.03	147.21	29.16	0.01192	-0.00011	0.010	108.37	77.50	0.010	105.00	
77.50	0.010	110.00	367.20	146.88	28.70	0.03580	0.00001	0.010	114.11	77.50	0.010	110.00	
77.50	0.010	115.00	366.09	146.44	27.71	0.01273	0.00004	0.011	116.91	77.50	0.010	115.00	
77.50	0.010	120.00	365.98	146.39	28.18	0.01202	-0.00021	0.010	122.85	77.50	0.010	120.00	
77.50	0.010	125.00	365.03	146.01	27.96	0.01943	-0.00018	0.010	126.26	77.50	0.010	125.00	
77.51	0.011	130.00	364.99	145.99	28.31	0.07496	-0.00001	0.011	131.67	77.50	0.010	130.00	
77.50	0.010	135.00	363.84	145.54	27.78	0.01972	-0.00035	0.011	135.56	77.50	0.010	135.00	
77.50	0.010	140.00	364.17	145.67	28.20	0.04517	-0.00032	0.011	139.88	77.50	0.010	140.00	
77.50	0.010	145.00	362.92	145.17	27.26	0.04013	0.00014	0.010	145.33	77.50	0.010	145.00	
77.50	0.010	150.00	361.20	144.48	26.48	0.07443	-0.00023	0.011	150.97	77.50	0.010	150.00	
77.50	0.010	155.00	359.70	143.88	25.74	0.05206	-0.00064	0.011	155.81	77.50	0.010	155.00	
77.50	0.010	160.00	361.18	144.47	27.57	0.02348	0.00012	0.011	160.30	77.50	0.010	160.00	
77.50	0.010	165.00	359.08	143.63	26.61	0.08666	-0.00078	0.011	164.96	77.50	0.010	165.00	
77.50	0.010	170.00	360.87	144.35	28.17	0.03206	0.00011	0.010	168.27	77.50	0.010	170.00	
77.50	0.010	175.00	360.30	144.12	28.35	0.01979	0.00016	0.011	174.19	77.50	0.010	175.00	
77.50	0.010	180.00	359.22	143.69	27.52	-0.01056	0.00015	0.011	177.97	77.50	0.010	180.00	
77.49	0.010	185.00	358.86	143.54	27.26	0.05304	0.00002	0.011	182.53	77.50	0.010	185.00	
77.50	0.010	190.00	359.39	143.75	28.10	0.02513	0.00026	0.011	186.58	77.50	0.010	190.00	
77.50	0.010	195.00	358.87	143.55	27.65	0.01318	0.00031	0.011	192.06	77.50	0.010	195.00	
77.50	0.010	200.00	358.23	143.29	27.43	0.03784	-0.00008	0.011	196.09	77.50	0.010	200.00	
77.50	0.010	205.00	358.15	143.26	27.38	0.08480	-0.00000	0.011	200.73	77.50	0.010	205.00	
77.50	0.010	210.00	358.90	143.56	27.43	0.03486	0.00008	0.010	206.05	77.50	0.010	210.00	
77.49	0.009	215.00	358.81	143.53	27.59	0.06366	0.00007	0.010	210.79	77.50	0.010	215.00	
77.51	0.010	220.00	359.05	143.62	27.59	0.04227	0.00020	0.010	215.82	77.50	0.010	220.00	
77.50	0.010	225.00	360.22	144.09	28.30	0.04064	0.00037	0.010	221.00	77.50	0.010	225.00	
77.51	0.010	230.00	359.78	143.91	27.77	0.01550	0.00023	0.011	226.13	77.50	0.010	230.00	
77.50	0.010	235.00	360.60	144.24	28.16	-0.00371	0.00025	0.010	230.74	77.50	0.010	235.00	
77.50	0.010	240.00	361.19	144.48	28.11	-0.00278	0.00025	0.010	236.04	77.50	0.010	240.00	
