Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
39.99	0.050	0.00	1872.61	749.04	22.78	-0.14757	0.00073	0.051	-1.39	40.00	0.050	0.00	
39.99	0.050	5.00	1847.25	738.90	20.83	-0.04784	-0.00000	0.052	2.54	40.00	0.050	5.00	
40.00	0.050	10.00	1848.11	739.24	20.92	-0.02207	0.00000	0.052	7.42	40.00	0.050	10.00	
40.00	0.050	15.00	1847.06	738.82	20.93	0.00728	0.00004	0.053	12.53	40.00	0.050	15.00	
40.00	0.050	20.00	1847.85	739.14	21.00	0.00308	0.00007	0.053	17.49	40.00	0.050	20.00	
40.00	0.050	25.00	1849.07	739.63	21.09	0.01530	0.00005	0.052	22.30	40.00	0.050	25.00	
40.01	0.050	30.00	1850.47	740.19	20.96	-0.02584	0.00003	0.052	27.10	40.00	0.050	30.00	
40.01	0.050	35.00	1854.01	741.60	21.11	-0.02313	0.00003	0.051	31.79	40.00	0.050	35.00	
40.01	0.050	40.00	1854.43	741.77	20.99	0.02546	-0.00001	0.051	36.51	40.00	0.050	40.00	
40.01	0.050	45.00	1857.50	743.00	21.14	-0.04152	-0.00005	0.050	41.45	40.00	0.050	45.00	
40.01	0.050	50.00	1860.25	744.10	20.96	0.00498	-0.00002	0.049	46.37	40.00	0.050	50.00	
40.01	0.050	55.00	1865.38	746.15	21.39	-0.02726	-0.00001	0.049	51.36	40.00	0.050	55.00	
40.01	0.050	60.00	1865.28	746.11	21.10	-0.00274	-0.00012	0.048	56.56	40.00	0.050	60.00	
40.01	0.050	65.00	1869.47	747.79	21.35	0.02453	-0.00012	0.048	61.99	40.00	0.050	65.00	
40.01	0.050	70.00	1869.99	747.99	21.30	-0.04269	-0.00018	0.048	67.19	40.00	0.050	70.00	
40.01	0.050	75.00	1869.49	747.80	21.09	-0.01354	-0.00016	0.047	72.75	40.00	0.050	75.00	
40.01	0.050	78.00	1870.71	748.28	21.28	-0.01573	-0.00022	0.047	76.25	40.00	0.050	78.00	
40.01	0.050	81.00	1868.84	747.54	20.99	0.02511	-0.00032	0.047	79.83	40.00	0.050	81.00	
40.01	0.050	84.00	1871.34	748.54	21.24	0.00531	-0.00029	0.047	82.93	40.00	0.050	84.00	
40.01	0.050	86.00	1866.13	746.45	20.91	-0.03466	-0.00035	0.047	85.15	40.00	0.050	86.00	
40.01	0.050	88.00	1871.52	748.61	21.44	-0.03908	-0.00036	0.048	87.34	40.00	0.050	88.00	
40.01	0.050	90.00	1873.48	749.39	21.70	0.01045	-0.00025	0.048	89.63	40.00	0.050	90.00	
40.01	0.050	92.00	1871.31	748.53	21.24	0.02989	-0.00028	0.048	91.69	40.00	0.050	92.00	
40.01	0.050	94.00	1871.48	748.59	21.59	0.02751	-0.00028	0.048	93.77	40.00	0.050	94.00	
40.01	0.049	96.00	1868.56	747.42	21.10	-0.05441	-0.00030	0.048	96.08	40.00	0.050	96.00	
40.00	0.050	99.00	1869.77	747.91	21.42	-0.03688	-0.00032	0.048	99.06	40.00	0.050	99.00	
40.00	0.050	102.00	1866.23	746.49	21.07	0.01796	-0.00039	0.049	102.12	40.00	0.050	102.00	
40.00	0.050	105.00	1868.05	747.22	21.34	-0.02121	-0.00029	0.048	105.53	40.00	0.050	105.00	
40.00	0.051	110.00	1862.17	744.87	20.98	-0.02801	-0.00035	0.049	110.55	40.00	0.050	110.00	
39.99	0.050	115.00	1864.43	745.77	21.30	-0.02861	-0.00031	0.049	115.36	40.00	0.050	115.00	
40.00	0.050	120.00	1861.70	744.68	21.33	0.00419	-0.00028	0.049	120.80	40.00	0.050	120.00	
40.02	0.050	125.00	1857.09	742.84	20.93	0.00985	-0.00028	0.050	125.81	40.00	0.050	125.00	
40.02	0.049	130.00	1857.92	743.17	21.12	0.01409	-0.00027	0.050	130.99	40.00	0.050	130.00	
40.02	0.050	135.00	1856.35	742.54	21.14	-0.02254	-0.00018	0.050	135.97	40.00	0.050	135.00	
40.02	0.050	140.00	1855.06	742.02	21.29	0.01056	-0.00018	0.050	141.29	40.00	0.050	140.00	
40.02	0.050	145.00	1852.88	741.15	21.16	-0.02373	-0.00017	0.051	146.33	40.00	0.050	145.00	
40.01	0.050	150.00	1849.60	739.84	20.95	-0.08884	-0.00001	0.051	151.47	40.00	0.050	150.00	
40.00	0.050	155.00	1846.07	738.43	20.93	0.04510	-0.00026	0.050	156.54	40.00	0.050	155.00	
39.99	0.050	160.00	1844.42	737.77	20.74	0.06702	-0.00011	0.051	161.42	40.00	0.050	160.00	
40.01	0.050	165.00	1846.30	738.52	20.82	0.03492	-0.00016	0.052	166.36	40.00	0.050	165.00	
40.00	0.050	170.00	1843.08	737.23	20.75	-0.05866	-0.00014	0.052	171.03	40.00	0.050	170.00	
