Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
29.99	0.500	0.00	1823.45	729.38	21.78	-0.12883	0.00061	0.531	-0.66	30.00	0.500	0.00	
30.00	0.500	5.00	1802.46	720.98	19.66	0.08076	-0.00008	0.532	4.37	30.00	0.500	5.00	
30.01	0.500	10.00	1804.68	721.87	19.84	-0.01128	0.00006	0.533	9.35	30.00	0.500	10.00	
30.00	0.500	15.00	1813.43	725.37	20.13	-0.06745	0.00015	0.533	14.31	30.00	0.500	15.00	
29.99	0.500	20.00	1819.11	727.64	20.01	-0.05482	0.00017	0.532	19.26	30.00	0.500	20.00	
30.00	0.500	25.00	1827.85	731.14	19.85	-0.05827	0.00025	0.531	24.13	30.00	0.500	25.00	
30.00	0.500	30.00	1838.61	735.44	19.66	-0.05592	0.00032	0.529	28.92	30.00	0.500	30.00	
30.00	0.500	35.00	1859.12	743.65	20.09	-0.08371	0.00043	0.525	33.64	30.00	0.500	35.00	
30.00	0.500	40.00	1883.17	753.27	19.75	-0.07414	0.00045	0.521	38.34	30.00	0.500	40.00	
30.00	0.500	45.00	1910.75	764.30	19.62	-0.10731	0.00043	0.515	43.05	30.00	0.500	45.00	
29.99	0.500	50.00	1941.08	776.43	19.42	-0.14019	0.00046	0.509	47.81	30.00	0.500	50.00	
29.99	0.500	55.00	1978.89	791.56	19.18	-0.13019	0.00040	0.503	52.68	30.00	0.500	55.00	
30.00	0.500	60.00	2027.78	811.11	19.16	-0.12137	0.00042	0.497	57.67	30.00	0.500	60.00	
29.99	0.500	65.00	2081.34	832.53	19.31	-0.12365	0.00035	0.493	62.77	30.00	0.500	65.00	
29.99	0.501	70.00	2143.68	857.47	19.46	-0.11432	0.00031	0.490	67.95	30.00	0.500	70.00	
29.99	0.500	75.00	2210.63	884.25	19.79	-0.15418	0.00027	0.487	73.22	30.00	0.500	75.00	
29.99	0.500	78.00	2233.26	893.30	18.11	-0.05513	0.00001	0.486	76.50	30.00	0.500	78.00	
30.00	0.500	81.00	--	--	--	--	--	0.486	79.69	30.00	0.500	81.00	Current limit exceeded.
30.00	0.500	84.00	--	--	--	--	--	0.486	82.85	30.00	0.500	84.00	Current limit exceeded.
30.00	0.500	86.00	--	--	--	--	--	0.487	85.03	30.00	0.500	86.00	Current limit exceeded.
29.99	0.499	88.00	--	--	--	--	--	0.487	87.12	30.00	0.500	88.00	Current limit exceeded.
30.00	0.500	90.00	--	--	--	--	--	0.487	89.20	30.00	0.500	90.00	Current limit exceeded.
30.00	0.500	92.00	--	--	--	--	--	0.488	91.28	30.00	0.500	92.00	Current limit exceeded.
29.99	0.500	94.00	--	--	--	--	--	0.489	93.33	30.00	0.500	94.00	Current limit exceeded.
29.99	0.499	96.00	--	--	--	--	--	0.490	95.35	30.00	0.500	96.00	Current limit exceeded.
29.99	0.499	99.00	--	--	--	--	--	0.492	98.32	30.00	0.500	99.00	Current limit exceeded.
29.99	0.500	102.00	--	--	--	--	--	0.493	101.34	30.00	0.500	102.00	Current limit exceeded.
30.00	0.500	105.00	2199.31	879.73	17.89	-0.01064	-0.00020	0.495	104.33	30.00	0.500	105.00	
29.98	0.500	110.00	2159.46	863.79	19.27	-0.07101	0.00009	0.496	109.17	30.00	0.500	110.00	
30.00	0.500	115.00	2100.01	840.00	18.94	-0.11033	0.00007	0.497	114.08	30.00	0.500	115.00	
30.01	0.500	120.00	2049.27	819.71	18.95	-0.12342	0.00011	0.497	119.03	30.00	0.500	120.00	
30.01	0.500	125.00	2005.12	802.05	19.35	-0.15433	0.00021	0.502	123.99	30.00	0.500	125.00	
30.00	0.500	130.00	1964.82	785.93	19.26	-0.11917	0.00013	0.504	128.93	30.00	0.500	130.00	
30.01	0.500	135.00	1933.80	773.52	19.80	-0.10982	0.00027	0.503	133.97	30.00	0.500	135.00	
29.98	0.500	140.00	1906.14	762.45	19.43	-0.02144	0.00009	0.505	138.93	30.00	0.500	140.00	
30.00	0.500	145.00	1885.58	754.23	19.51	-0.06522	0.00013	0.504	143.97	30.00	0.500	145.00	
30.00	0.500	150.00	1867.03	746.81	19.57	-0.10850	0.00012	0.504	148.97	30.00	0.500	150.00	
29.99	0.500	155.00	1850.99	740.39	19.68	-0.12522	0.00010	0.503	154.03	30.00	0.500	155.00	
30.00	0.500	160.00	1840.09	736.03	19.93	-0.06241	0.00002	0.504	159.08	30.00	0.500	160.00	
30.00	0.500	165.00	1831.02	732.41	19.98	-0.04054	0.00001	0.505	164.09	30.00	0.500	165.00	
30.00	0.500	170.00	1816.02	726.41	19.46	0.01302	-0.00014	0.506	169.26	30.00	0.500	170.00	
30.00	0.500	175.00	1819.20	727.68	19.87	0.02403	-0.00007	0.506	174.42	30.00	0.500	175.00	
30.01	0.500	180.00	1815.23	726.09	19.73	0.00158	-0.00006	0.507	179.57	30.00	0.500	180.00	
30.00	0.500	185.00	1814.60	725.84	19.51	0.02344	-0.00005	0.508	184.70	30.00	0.500	185.00	
30.00	0.500	190.00	1818.62	727.45	19.95	-0.07500	0.00002	0.508	189.82	30.00	0.500	190.00	
30.00	0.500	195.00	1821.51	728.60	19.45	-0.02119	0.00005	0.510	194.95	30.00	0.500	195.00	
30.01	0.500	200.00	1834.62	733.85	19.57	-0.05021	0.00021	0.512	200.03	30.00	0.500	200.00	
30.00	0.500	205.00	1844.91	737.96	19.58	-0.08208	0.00031	0.513	205.08	30.00	0.500	205.00	
30.00	0.500	210.00	1855.84	742.34	19.48	-0.08637	0.00031	0.515	210.05	30.00	0.500	210.00	
30.04	0.500	215.00	1872.89	749.16	19.38	-0.15457	0.00040	0.516	214.93	30.00	0.500	215.00	
30.00	0.500	220.00	1900.11	760.04	19.30	-0.13468	0.00047	0.518	219.81	30.00	0.500	220.00	
30.00	0.500	225.00	1929.37	771.75	19.37	-0.18747	0.00053	0.519	224.53	30.00	0.500	225.00	
30.00	0.500	230.00	1959.17	783.67	19.11	-0.12368	0.00052	0.519	229.33	30.00	0.500	230.00	
30.00	0.500	235.00	2004.05	801.62	19.27	-0.13441	0.00055	0.519	234.11	30.00	0.500	235.00	
30.00	0.500	240.00	2050.06	820.03	19.13	-0.18232	0.00054	0.518	238.91	30.00	0.500	240.00	
