r (m)	z (m)	Br (T)	Bz (T)	B (T)	Theta (°)	Ic (A)	I (A)	I/Ic (%)
0.029990	0.086871	0.022287	0.051694	0.056294	66.677489	--	0.000000	--
0.074321	0.065754	0.040985	0.014293	0.043406	19.225901	--	0.000000	--
0.045682	0.082787	0.032257	0.040795	0.052008	51.666186	--	0.000000	--
0.051732	0.076441	0.039648	0.037333	0.054458	43.278073	--	0.000000	--
0.074832	0.065624	0.040239	0.013425	0.042419	18.450666	--	0.000000	--
0.032046	0.087357	0.022836	0.048522	0.053627	64.796847	--	0.000000	--
0.028273	0.087620	0.022583	0.049625	0.054522	65.531190	--	0.000000	--
0.073746	0.066399	0.040591	0.015070	0.043298	20.368202	--	0.000000	--
0.034416	0.087105	0.025491	0.047363	0.053787	61.710581	--	0.000000	--
0.073162	0.067041	0.040682	0.015639	0.043584	21.028253	--	0.000000	--
0.073676	0.066920	0.039954	0.014767	0.042595	20.283933	--	0.000000	--
0.036779	0.087109	0.025977	0.045067	0.052017	60.040503	--	0.000000	--
0.078435	0.063553	0.054151	-0.008771	0.054857	-9.200950	--	0.000000	--
0.079992	0.061972	0.053420	-0.012217	0.054799	-12.881914	--	0.000000	--
0.079464	0.062645	0.053643	-0.011029	0.054765	-11.617923	--	0.000000	--
0.047241	0.081252	0.034419	0.039012	0.052025	48.578894	--	0.000000	--
0.078898	0.063358	0.053226	-0.010050	0.054166	-10.692760	--	0.000000	--
0.048904	0.079773	0.036024	0.039460	0.053431	47.606025	--	0.000000	--
0.050929	0.078258	0.037723	0.037301	0.053051	44.678195	--	0.000000	--
0.061121	0.074560	0.039379	0.027985	0.048310	35.400134	--	0.000000	--
0.061828	0.074654	0.038984	0.026649	0.047222	34.355739	--	0.000000	--
0.062262	0.074293	0.038769	0.026556	0.046992	34.410043	--	0.000000	--
0.063121	0.073564	0.039946	0.025467	0.047373	32.518582	--	0.000000	--
0.059275	0.074817	0.039148	0.029378	0.048946	36.885588	--	0.000000	--
0.063549	0.073195	0.039577	0.025139	0.046886	32.423053	--	0.000000	--
0.070475	0.068247	0.040924	0.018399	0.044869	24.208658	--	0.000000	--
0.000854	0.093643	0.018903	0.043354	0.047296	66.441740	--	0.000000	--
0.002868	0.093219	0.007244	0.058297	0.058746	82.916801	--	0.000000	--
0.006874	0.091706	0.013441	0.051479	0.053205	75.367270	--	0.000000	--
0.057762	0.075581	0.038903	0.030803	0.049621	38.371209	--	0.000000	--
0.064395	0.072451	0.040433	0.024196	0.047120	30.896725	--	0.000000	--
0.056755	0.075627	0.040063	0.032634	0.051672	39.164798	--	0.000000	--
0.064817	0.072075	0.040101	0.023934	0.046700	30.830382	--	0.000000	--
0.102783	0.028504	0.152862	-0.514463	0.536693	-73.451785	--	0.000000	--
0.065650	0.071316	0.040946	0.022987	0.046957	29.309933	--	0.000000	--
0.102532	0.029401	0.156142	-0.507889	0.531349	-72.910849	--	0.000000	--
0.066694	0.071303	0.040416	0.022094	0.046060	28.663711	--	0.000000	--
0.103137	0.028119	0.150085	-0.515232	0.536646	-73.759363	--	0.000000	--
0.102270	0.030294	0.161074	-0.507145	0.532109	-72.379621	--	0.000000	--
0.067638	0.071059	0.040168	0.021097	0.045371	27.709166	--	0.000000	--
0.068050	0.070664	0.039986	0.021034	0.045181	27.745331	--	0.000000	--
0.054849	0.076003	0.038978	0.034190	0.051848	41.255957	--	0.000000	--
0.068868	0.069868	0.040728	0.019835	0.045302	25.966326	--	0.000000	--
0.102003	0.031186	0.164168	-0.500434	0.526674	-71.837912	--	0.000000	--
0.104030	0.027552	0.006470	0.001524	0.006647	13.256025	--	0.000000	--
0.104648	0.027064	0.006294	0.001362	0.006440	12.207209	--	0.000000	--
0.069273	0.069466	0.040500	0.019729	0.045050	25.972180	--	0.000000	--
0.070076	0.068655	0.041168	0.018515	0.045140	24.215665	--	0.000000	--
0.105650	0.026993	0.226571	-0.850631	0.880288	-75.085165	--	0.000000	--
0.053771	0.076370	0.039914	0.035223	0.053234	41.427401	--	0.000000	--
0.101726	0.032074	0.168999	-0.499474	0.527291	-71.306568	--	0.000000	--
0.024027	0.089119	0.018908	0.050994	0.054386	69.655511	--	0.000000	--
0.101443	0.032961	0.171902	-0.492639	0.521770	-70.764049	--	0.000000	--
0.021842	0.089679	0.016384	0.053174	0.055641	72.875051	--	0.000000	--
0.100853	0.034726	0.179333	-0.484520	0.516644	-69.689192	--	0.000000	--
0.101151	0.033845	0.176625	-0.491471	0.522245	-70.232559	--	0.000000	--
0.100545	0.035605	0.183942	-0.483150	0.516981	-69.157526	--	0.000000	--
0.015443	0.091653	0.011755	0.053933	0.055199	77.704363	--	0.000000	--
0.012951	0.092002	0.011829	0.052282	0.053603	77.251327	--	0.000000	--
0.020419	0.091141	0.015080	0.052219	0.054352	73.892308	--	0.000000	--
0.014262	0.092283	0.009789	0.051593	0.052513	79.256300	--	0.000000	--
0.100231	0.036481	0.186453	-0.476097	0.511305	-68.613268	--	0.000000	--
0.098745	0.038401	0.202291	-0.467697	0.509571	-66.610251	--	0.000000	--
0.018270	0.091503	0.015531	0.050782	0.053104	72.994368	--	0.000000	--
0.099135	0.038054	0.195785	-0.473823	0.512680	-67.549484	--	0.000000	--
0.019423	0.091693	0.013794	0.050216	0.052076	74.640404	--	0.000000	--
0.075528	0.065081	0.040106	0.012637	0.042050	17.489343	--	0.000000	--
0.098407	0.039259	0.201510	-0.464764	0.506568	-66.559696	--	0.000000	--
0.099908	0.037354	0.190940	-0.474532	0.511507	-68.081397	--	0.000000	--
0.041069	0.084637	0.029200	0.042653	0.051691	55.604473	--	0.000000	--
0.039617	0.085392	0.027813	0.043454	0.051593	57.378876	--	0.000000	--
0.098060	0.040119	0.208799	-0.458427	0.503738	-65.512247	--	0.000000	--
0.097707	0.040971	0.207921	-0.455419	0.500638	-65.460973	--	0.000000	--
0.042950	0.084702	0.030394	0.041722	0.051619	53.926900	--	0.000000	--
0.074381	0.066389	0.039846	0.013977	0.042226	19.329224	--	0.000000	--
0.045228	0.083687	0.030887	0.039552	0.050184	52.013025	--	0.000000	--
0.097345	0.041824	0.214957	-0.448909	0.497721	-64.412861	--	0.000000	--
0.043910	0.084752	0.029707	0.039837	0.049694	53.287665	--	0.000000	--
0.025978	0.089715	0.019906	0.049277	0.053146	68.003161	--	0.000000	--
0.096977	0.042670	0.213983	-0.445834	0.494527	-64.360816	--	0.000000	--
0.095376	0.044477	0.017981	0.007603	0.019522	22.920015	--	0.000000	--
0.030795	0.087902	0.024085	0.047743	0.053474	63.230940	--	0.000000	--
0.095786	0.044159	0.017741	0.007314	0.019190	22.405116	--	0.000000	--
0.051835	0.077660	0.037600	0.037464	0.053079	44.896252	--	0.000000	--
0.038462	0.086840	0.027117	0.044135	0.051800	58.432592	--	0.000000	--
0.032485	0.088182	0.024354	0.045905	0.051965	62.052384	--	0.000000	--
0.096600	0.043516	0.220761	-0.439163	0.491527	-63.311996	--	0.000000	--
0.033549	0.087890	0.023343	0.046102	0.051675	63.145276	--	0.000000	--
0.035283	0.087829	0.025460	0.045187	0.051866	60.601666	--	0.000000	--
0.036232	0.087956	0.024777	0.043830	0.050349	60.520340	--	0.000000	--
0.083003	0.058702	0.028890	0.017177	0.033611	30.734249	--	0.000000	--
0.028036	0.088997	0.021370	0.049975	0.054352	66.847678	--	0.000000	--
0.046841	0.083168	0.031376	0.038340	0.049542	50.704360	--	0.000000	--
0.037891	0.087609	0.025256	0.042859	0.049747	59.490194	--	0.000000	--
0.082508	0.059399	0.028970	0.017592	0.033893	31.267373	--	0.000000	--
0.083532	0.057950	0.028883	0.016730	0.033379	30.081116	--	0.000000	--
0.027117	0.089719	0.019229	0.049014	0.052651	68.579069	--	0.000000	--
0.081966	0.060142	0.028958	0.018036	0.034115	31.916675	--	0.000000	--
0.009882	0.091896	0.007469	0.056273	0.056767	82.439344	--	0.000000	--
0.081459	0.060830	0.029017	0.018447	0.034384	32.444568	--	0.000000	--
0.047325	0.082337	0.033158	0.039395	0.051492	49.913129	--	0.000000	--
0.083960	0.057747	0.028581	0.016289	0.032897	29.679638	--	0.000000	--
0.048187	0.080696	0.033882	0.039147	0.051774	49.123484	--	0.000000	--
0.094983	0.045307	0.018195	0.007901	0.019836	23.473711	--	0.000000	--
0.087665	0.054250	0.149188	-0.184849	0.237542	-51.093755	--	0.000000	--
0.087187	0.055012	0.151324	-0.180092	0.235228	-49.961038	--	0.000000	--
0.049948	0.080286	0.035711	0.037787	0.051991	46.617787	--	0.000000	--
0.088134	0.053482	0.150390	-0.187480	0.240346	-51.264696	--	0.000000	--
0.051346	0.079399	0.036094	0.037047	0.051723	45.746076	--	0.000000	--
0.050955	0.080328	0.034702	0.035916	0.049942	45.984566	--	0.000000	--
0.086705	0.055772	0.150057	-0.177480	0.232414	-49.785893	--	0.000000	--
0.084857	0.057279	0.028243	0.015991	0.032456	29.517777	--	0.000000	--
0.000291	0.094501	-0.000000	0.077611	0.077611	90.000000	--	0.000000	--
0.085323	0.057012	0.027942	0.015576	0.031990	29.137706	--	0.000000	--
0.001636	0.094084	-0.002189	0.049151	0.049200	92.549996	--	0.000000	--
0.088572	0.053222	0.146814	-0.192273	0.241916	-52.635705	--	0.000000	--
0.086214	0.056526	0.152020	-0.172734	0.230102	-48.649620	--	0.000000	--
0.004216	0.093869	-0.002274	0.049813	0.049865	92.613443	--	0.000000	--
0.005863	0.093241	0.007018	0.056322	0.056758	82.897067	--	0.000000	--
0.008493	0.092214	0.006018	0.051847	0.052195	83.378902	--	0.000000	--
0.089900	0.051906	0.143723	-0.196739	0.243644	-53.850934	--	0.000000	--
0.090348	0.051119	0.143686	-0.201554	0.247527	-54.515389	--	0.000000	--
0.102888	0.029016	0.149654	-0.512984	0.534368	-73.736377	--	0.000000	--
0.089442	0.052688	0.145070	-0.194258	0.242449	-53.247908	--	0.000000	--
0.080904	0.061563	0.028986	0.018889	0.034597	33.090188	--	0.000000	--
0.090792	0.050329	0.142223	-0.203995	0.248679	-55.116305	--	0.000000	--
0.102631	0.029915	0.158183	-0.508073	0.532127	-72.706619	--	0.000000	--
0.091226	0.049534	0.142055	-0.208839	0.252574	-55.776026	--	0.000000	--
0.102366	0.030808	0.157676	-0.505716	0.529726	-72.683164	--	0.000000	--
0.091656	0.048737	0.140475	-0.211232	0.253678	-56.374966	--	0.000000	--
0.103869	0.028154	0.006708	0.001588	0.006893	13.315549	--	0.000000	--
0.092077	0.047935	0.140174	-0.216098	0.257580	-57.030153	--	0.000000	--
0.092497	0.047640	0.137645	-0.218348	0.258112	-57.773058	--	0.000000	--
0.105952	0.027727	0.217648	-0.841584	0.869272	-75.500000	--	0.000000	--
0.102093	0.031702	0.166001	-0.500564	0.527371	-71.653031	--	0.000000	--
0.093336	0.047046	0.019068	0.008568	0.020905	24.196831	--	0.000000	--
0.093752	0.046745	0.018821	0.008258	0.020553	23.690069	--	0.000000	--
0.101813	0.032590	0.165416	-0.498103	0.524852	-71.629074	--	0.000000	--
0.094585	0.046135	0.018400	0.008196	0.020143	24.010041	--	0.000000	--
0.101524	0.033479	0.173529	-0.492722	0.522386	-70.598539	--	0.000000	--
0.101229	0.034361	0.172863	-0.490164	0.519752	-70.574045	--	0.000000	--
0.071432	0.067980	0.040535	0.017462	0.044136	23.306075	--	0.000000	--
0.100924	0.035245	0.180756	-0.484565	0.517180	-69.543081	--	0.000000	--
0.100614	0.036123	0.180008	-0.481915	0.514436	-69.518015	--	0.000000	--
0.076502	0.064765	0.055216	-0.005608	0.055500	-5.799694	--	0.000000	--
0.098798	0.038917	0.198063	-0.466621	0.506917	-67.000602	--	0.000000	--
0.072576	0.067676	0.040257	0.016400	0.043469	22.165390	--	0.000000	--
0.100294	0.037001	0.187673	-0.476109	0.511763	-68.486593	--	0.000000	--
0.076950	0.064606	0.054419	-0.007034	0.054872	-7.365391	--	0.000000	--
0.099579	0.038225	0.193251	-0.467386	0.505762	-67.536206	--	0.000000	--
0.077877	0.064234	0.054115	-0.007850	0.054682	-8.254256	--	0.000000	--
0.075917	0.065452	0.054685	-0.004737	0.054889	-4.950935	--	0.000000	--
0.099968	0.037873	0.186840	-0.473375	0.508914	-68.460919	--	0.000000	--
0.098456	0.039779	0.202338	-0.464721	0.506859	-66.471904	--	0.000000	--
0.073211	0.067677	0.039531	0.015298	0.042388	21.155451	--	0.000000	--
0.098103	0.040636	0.204413	-0.457440	0.501035	-65.921860	--	0.000000	--
0.075360	0.066090	0.054841	-0.003493	0.054952	-3.644195	--	0.000000	--
0.097746	0.041491	0.208550	-0.455366	0.500851	-65.393040	--	0.000000	--
0.078358	0.064023	0.053409	-0.008883	0.054143	-9.442843	--	0.000000	--
0.074763	0.066767	0.054282	-0.002642	0.054346	-2.786128	--	0.000000	--
0.097379	0.042342	0.210421	-0.448016	0.494970	-64.841783	--	0.000000	--
0.074195	0.067396	0.054401	-0.001408	0.054419	-1.482793	--	0.000000	--
0.071035	0.068394	0.040784	0.017582	0.044412	23.320896	--	0.000000	--
0.095395	0.044992	0.017952	0.007605	0.019497	22.958257	--	0.000000	--
0.097007	0.043190	0.214415	-0.445777	0.494663	-64.312808	--	0.000000	--
0.080385	0.062242	0.029025	0.019294	0.034853	33.613116	--	0.000000	--
0.096218	0.044356	0.219689	-0.436027	0.488245	-63.259130	--	0.000000	--
0.079817	0.062966	0.028976	0.019733	0.035057	34.255110	--	0.000000	--
0.096626	0.044035	0.216082	-0.438369	0.488732	-63.760288	--	0.000000	--
0.079286	0.063635	0.028996	0.020133	0.035300	34.773271	--	0.000000	--
0.082940	0.059203	0.028674	0.017149	0.033411	30.882358	--	0.000000	--
0.083454	0.058478	0.028623	0.016730	0.033154	30.305483	--	0.000000	--
0.082421	0.059925	0.028696	0.017588	0.033657	31.504342	--	0.000000	--
0.060956	0.075368	0.038145	0.027492	0.047020	35.781419	--	0.000000	--
0.059810	0.075615	0.038806	0.029108	0.048510	36.873388	--	0.000000	--
0.061997	0.075423	0.037889	0.026826	0.046424	35.299363	--	0.000000	--
0.081894	0.060642	0.028727	0.018003	0.033902	32.075502	--	0.000000	--
0.062871	0.074696	0.038667	0.025705	0.046431	33.615481	--	0.000000	--
0.081362	0.061355	0.028728	0.018439	0.034137	32.693867	--	0.000000	--
0.063304	0.074329	0.038575	0.025734	0.046371	33.707667	--	0.000000	--
0.064165	0.073587	0.039369	0.024507	0.046374	31.902529	--	0.000000	--
0.087629	0.054759	0.147841	-0.184921	0.236755	-51.358246	--	0.000000	--
0.088103	0.053992	0.146692	-0.187505	0.238069	-51.962596	--	0.000000	--
0.064592	0.073213	0.039197	0.024446	0.046195	31.950372	--	0.000000	--
0.087147	0.055521	0.147598	-0.180199	0.232931	-50.679702	--	0.000000	--
0.084353	0.058017	0.028307	0.016421	0.032725	30.118412	--	0.000000	--
0.058481	0.076648	0.038210	0.030589	0.048945	38.678949	--	0.000000	--
0.056627	0.076840	0.037772	0.031466	0.049162	39.795892	--	0.000000	--
0.084802	0.057781	0.027975	0.016017	0.032236	29.793302	--	0.000000	--
0.086660	0.056280	0.148634	-0.177594	0.231585	-50.073061	--	0.000000	--
0.065439	0.072456	0.039894	0.023289	0.046194	30.274701	--	0.000000	--
0.085719	0.057277	0.150692	-0.170146	0.227284	-48.469959	--	0.000000	--
0.065860	0.072074	0.039737	0.023248	0.046038	30.329049	--	0.000000	--
0.086165	0.057034	0.148272	-0.172924	0.227787	-49.388824	--	0.000000	--
0.055671	0.076940	0.038676	0.033410	0.051109	40.821535	--	0.000000	--
0.066806	0.071841	0.039450	0.022227	0.045281	29.398124	--	0.000000	--
0.089877	0.052416	0.142597	-0.196740	0.242983	-54.065484	--	0.000000	--
0.067776	0.071625	0.039173	0.021294	0.044586	28.528051	--	0.000000	--
0.095000	0.045824	0.018162	0.007904	0.019808	23.517563	--	0.000000	--
0.090332	0.051630	0.140078	-0.201390	0.245316	-55.179194	--	0.000000	--
0.068605	0.070832	0.039885	0.020147	0.044685	26.799120	--	0.000000	--
0.090778	0.050839	0.141189	-0.203964	0.248063	-55.308074	--	0.000000	--
0.069016	0.070432	0.039682	0.020063	0.044466	26.820455	--	0.000000	--
0.088980	0.053467	0.144980	-0.189479	0.238582	-52.578514	--	0.000000	--
0.091219	0.050046	0.138493	-0.208596	0.250385	-56.418710	--	0.000000	--
0.069831	0.069624	0.040379	0.018877	0.044573	25.055447	--	0.000000	--
0.070234	0.069216	0.040135	0.018756	0.044301	25.047998	--	0.000000	--
0.091651	0.049247	0.139539	-0.211171	0.253110	-56.543824	--	0.000000	--
0.089417	0.053199	0.141424	-0.194174	0.240217	-53.932642	--	0.000000	--
0.092079	0.048446	0.136665	-0.215778	0.255416	-57.651522	--	0.000000	--
0.054137	0.077631	0.037581	0.034903	0.051289	42.884202	--	0.000000	--
0.092920	0.047858	0.019250	0.008876	0.021198	24.754135	--	0.000000	--
0.093341	0.047562	0.019011	0.008573	0.020855	24.272946	--	0.000000	--
0.023728	0.090305	0.017169	0.051179	0.053982	71.454732	--	0.000000	--
0.022676	0.090575	0.017071	0.050066	0.052896	71.172036	--	0.000000	--
0.094178	0.046958	0.018599	0.008499	0.020449	24.560002	--	0.000000	--
0.094596	0.046651	0.018359	0.008200	0.020107	24.066851	--	0.000000	--
0.080823	0.062062	0.028741	0.018850	0.034372	33.259493	--	0.000000	--
0.071981	0.068307	0.040316	0.016946	0.043732	22.797943	--	0.000000	--
0.072497	0.068195	0.039613	0.016080	0.042752	22.093408	--	0.000000	--
0.021107	0.092260	0.015618	0.049288	0.051703	72.417933	--	0.000000	--
0.012094	0.093488	0.008007	0.052206	0.052816	81.280191	--	0.000000	--
0.016235	0.093150	0.012265	0.050372	0.051844	76.315211	--	0.000000	--
0.014503	0.093871	0.011656	0.050112	0.051449	76.905454	--	0.000000	--
0.076382	0.065274	0.054090	-0.005811	0.054401	-6.131976	--	0.000000	--
0.017864	0.092852	0.012874	0.050846	0.052451	75.791384	--	0.000000	--
0.077314	0.064912	0.053867	-0.006653	0.054276	-7.040609	--	0.000000	--
0.077780	0.064726	0.052972	-0.007926	0.053561	-8.510327	--	0.000000	--
0.025914	0.091027	0.018272	0.048744	0.052056	69.451210	--	0.000000	--
0.019565	0.092932	0.014188	0.049828	0.051809	74.106472	--	0.000000	--
0.052719	0.078494	0.037442	0.035839	0.051830	43.746652	--	0.000000	--
0.075810	0.065939	0.054070	-0.004924	0.054293	-5.202975	--	0.000000	--
0.041508	0.085525	0.029051	0.042122	0.051169	55.406637	--	0.000000	--
0.073587	0.068061	0.053810	-0.000583	0.053813	-0.620669	--	0.000000	--
0.075231	0.066598	0.053705	-0.003718	0.053834	-3.959760	--	0.000000	--
0.040012	0.086243	0.028079	0.042774	0.051168	56.716943	--	0.000000	--
0.042464	0.085585	0.028430	0.040669	0.049621	55.044570	--	0.000000	--
0.074648	0.067252	0.053655	-0.002844	0.053730	-3.033979	--	0.000000	--
0.074057	0.067900	0.053251	-0.001656	0.053277	-1.780957	--	0.000000	--
0.045771	0.084853	0.030533	0.039076	0.049590	51.996587	--	0.000000	--
0.044283	0.085639	0.029360	0.039552	0.049258	53.412835	--	0.000000	--
0.010808	0.093400	0.008636	0.050356	0.051091	80.268328	--	0.000000	--
0.078706	0.064349	0.028928	0.020567	0.035495	35.411720	--	0.000000	--
0.039454	0.087022	0.026543	0.042020	0.049701	57.720089	--	0.000000	--
0.080279	0.062765	0.028723	0.019282	0.034595	33.874411	--	0.000000	--
0.079728	0.063463	0.028718	0.019689	0.034819	34.434555	--	0.000000	--
0.079172	0.064157	0.028680	0.020116	0.035032	35.046100	--	0.000000	--
0.030613	0.089462	0.021715	0.047498	0.052227	65.431131	--	0.000000	--
0.047245	0.084041	0.031387	0.037855	0.049174	50.336073	--	0.000000	--
0.052528	0.079698	0.035060	0.034484	0.049177	44.525398	--	0.000000	--
0.032308	0.089304	0.022878	0.046459	0.051787	63.783325	--	0.000000	--
0.060515	0.075722	0.038431	0.027706	0.047376	35.788951	--	0.000000	--
0.033896	0.088817	0.023926	0.045329	0.051256	62.173793	--	0.000000	--
0.029041	0.089984	0.021142	0.047664	0.052143	66.079888	--	0.000000	--
0.061558	0.075782	0.037978	0.026796	0.046479	35.205252	--	0.000000	--
0.034845	0.088968	0.023317	0.043823	0.049640	61.983494	--	0.000000	--
0.036651	0.089172	0.024627	0.043275	0.049792	60.356386	--	0.000000	--
0.062516	0.075604	0.037834	0.025816	0.045803	34.307016	--	0.000000	--
0.038201	0.088519	0.025618	0.042265	0.049423	58.779223	--	0.000000	--
0.062955	0.075239	0.037703	0.025795	0.045683	34.378509	--	0.000000	--
0.059631	0.076420	0.037547	0.028583	0.047189	37.280953	--	0.000000	--
0.063826	0.074502	0.038521	0.024683	0.045751	32.650717	--	0.000000	--
0.064259	0.074129	0.038351	0.024620	0.045573	32.699447	--	0.000000	--
0.027589	0.090873	0.019782	0.047744	0.051680	67.493954	--	0.000000	--
0.059184	0.076767	0.037876	0.028880	0.047630	37.324894	--	0.000000	--
0.071384	0.068933	0.039877	0.017689	0.043624	23.921272	--	0.000000	--
0.058289	0.077449	0.036646	0.029902	0.047298	39.213362	--	0.000000	--
0.048330	0.082415	0.032462	0.037293	0.049442	48.961463	--	0.000000	--
0.048753	0.081500	0.034187	0.038104	0.051193	48.101335	--	0.000000	--
0.057135	0.077657	0.037180	0.031376	0.048650	40.160390	--	0.000000	--
0.065117	0.073376	0.039103	0.023485	0.045614	30.989053	--	0.000000	--
0.057836	0.077788	0.036840	0.029965	0.047488	39.124417	--	0.000000	--
0.049715	0.081483	0.033437	0.036407	0.049431	47.434715	--	0.000000	--
0.065542	0.072996	0.038918	0.023409	0.045416	31.027480	--	0.000000	--
0.066387	0.072229	0.039631	0.022294	0.045472	29.359573	--	0.000000	--
0.051578	0.081453	0.034121	0.035584	0.049300	46.202457	--	0.000000	--
0.067358	0.072018	0.039353	0.021358	0.044775	28.489976	--	0.000000	--
0.000594	0.095152	-0.000174	0.038187	0.038187	90.260827	--	0.000000	--
0.068307	0.071981	0.038991	0.020708	0.044149	27.972402	--	0.000000	--
0.068935	0.071382	0.039001	0.020213	0.043928	27.396216	--	0.000000	--
0.001376	0.095072	0.001241	0.059854	0.059867	88.811836	--	0.000000	--
0.068828	0.071896	0.038350	0.019847	0.043181	27.362479	--	0.000000	--
0.055329	0.077889	0.036626	0.032573	0.049015	41.648465	--	0.000000	--
0.069553	0.070778	0.039489	0.019493	0.044038	26.272853	--	0.000000	--
0.070170	0.070168	0.039466	0.018967	0.043787	25.668422	--	0.000000	--
0.004290	0.095442	0.011065	0.047452	0.048725	76.874299	--	0.000000	--
0.006957	0.094353	0.004091	0.049231	0.049401	85.249685	--	0.000000	--
0.070073	0.070684	0.038821	0.018618	0.043055	25.622065	--	0.000000	--
0.008188	0.093943	0.006737	0.053841	0.054261	82.868110	--	0.000000	--
0.070778	0.069553	0.039924	0.018229	0.043889	24.540999	--	0.000000	--
0.071295	0.069450	0.039238	0.017357	0.042906	23.862553	--	0.000000	--
0.103533	0.029364	0.006857	0.001757	0.007079	14.372857	--	0.000000	--
0.053728	0.078501	0.036380	0.033994	0.049790	43.058810	--	0.000000	--
0.103362	0.029963	0.007090	0.001824	0.007321	14.424083	--	0.000000	--
0.104160	0.028886	0.006677	0.001587	0.006863	13.368371	--	0.000000	--
0.103005	0.031166	0.007234	0.002003	0.007506	15.476043	--	0.000000	--
0.024292	0.091381	0.017765	0.048972	0.052095	70.061954	--	0.000000	--
0.105163	0.028832	0.240608	-0.842183	0.875879	-74.055623	--	0.000000	--
0.102823	0.031762	0.007462	0.002072	0.007745	15.520398	--	0.000000	--
0.025243	0.091716	0.017085	0.047435	0.050418	70.192087	--	0.000000	--
0.022699	0.091790	0.016248	0.049770	0.052355	71.920080	--	0.000000	--
0.022027	0.092541	0.014900	0.048185	0.050436	72.816530	--	0.000000	--
0.102446	0.032959	0.007600	0.002261	0.007930	16.567894	--	0.000000	--
0.102253	0.033552	0.007824	0.002333	0.008164	16.606497	--	0.000000	--
0.101855	0.034742	0.007956	0.002531	0.008349	17.650223	--	0.000000	--
0.101652	0.035331	0.008174	0.002606	0.008580	17.683964	--	0.000000	--
0.017153	0.093567	0.011426	0.049179	0.050489	76.920326	--	0.000000	--
0.101233	0.036514	0.008299	0.002813	0.008763	18.724480	--	0.000000	--
0.015571	0.094173	0.010195	0.048881	0.049933	78.218823	--	0.000000	--
0.020497	0.093316	0.013443	0.047874	0.049726	74.315527	--	0.000000	--
0.012619	0.094628	0.009648	0.049047	0.049987	78.871561	--	0.000000	--
0.013716	0.094730	0.008229	0.049872	0.050546	80.630626	--	0.000000	--
0.101020	0.037100	0.008513	0.002890	0.008990	18.754076	--	0.000000	--
0.099241	0.039092	0.197611	-0.465635	0.505832	-67.004096	--	0.000000	--
0.018848	0.093572	0.012156	0.048369	0.049873	75.892935	--	0.000000	--
0.099633	0.038746	0.194272	-0.467375	0.506143	-67.429011	--	0.000000	--
0.098897	0.039957	0.199721	-0.458406	0.500024	-66.457928	--	0.000000	--
0.100580	0.038275	0.008631	0.003106	0.009173	19.791832	--	0.000000	--
0.040967	0.086320	0.027464	0.041344	0.049634	56.404669	--	0.000000	--
0.098543	0.040818	0.203948	-0.456477	0.499966	-65.925548	--	0.000000	--
0.098185	0.041677	0.205854	-0.449177	0.494101	-65.378356	--	0.000000	--
0.044955	0.085878	0.029154	0.038097	0.047972	52.574256	--	0.000000	--
0.045455	0.085614	0.029011	0.038178	0.047950	52.769235	--	0.000000	--
0.097816	0.042532	0.209944	-0.447077	0.493918	-64.845670	--	0.000000	--
0.072019	0.068945	0.039172	0.016584	0.042538	22.946510	--	0.000000	--
0.042782	0.086398	0.028434	0.040260	0.049289	54.767729	--	0.000000	--
0.046447	0.085080	0.030384	0.037335	0.048136	50.860956	--	0.000000	--
0.043954	0.086395	0.028078	0.038797	0.047891	54.105541	--	0.000000	--
0.046943	0.084808	0.030145	0.037161	0.047850	50.950728	--	0.000000	--
0.097442	0.043384	0.211646	-0.439717	0.488001	-64.297405	--	0.000000	--
0.095826	0.045196	0.226204	-0.429207	0.485167	-62.209552	--	0.000000	--
0.096239	0.044877	0.219929	-0.435974	0.488305	-63.231121	--	0.000000	--
0.043449	0.086649	0.028247	0.038777	0.047974	53.928508	--	0.000000	--
0.097059	0.044232	0.215593	-0.437455	0.487696	-63.764378	--	0.000000	--
0.026957	0.091659	0.017672	0.046421	0.049671	69.159029	--	0.000000	--
0.030008	0.090269	0.020460	0.046100	0.050436	66.067487	--	0.000000	--
0.031687	0.090038	0.021066	0.045146	0.049819	64.985774	--	0.000000	--
0.083328	0.059480	0.028405	0.017262	0.033239	31.287573	--	0.000000	--
0.082806	0.060205	0.028440	0.017672	0.033483	31.854881	--	0.000000	--
0.039740	0.087839	0.026558	0.041623	0.049375	57.459469	--	0.000000	--
0.083844	0.058751	0.028361	0.016834	0.032981	30.690623	--	0.000000	--
0.033285	0.089555	0.022314	0.044471	0.049755	63.354209	--	0.000000	--
0.052992	0.080541	0.034750	0.034184	0.048745	44.530231	--	0.000000	--
0.082277	0.060925	0.028463	0.018097	0.033730	32.448491	--	0.000000	--
0.037299	0.089469	0.024569	0.041512	0.048238	59.380496	--	0.000000	--
0.037821	0.089250	0.024368	0.041470	0.048100	59.561571	--	0.000000	--
0.035089	0.089798	0.023431	0.043411	0.049331	61.642281	--	0.000000	--
0.081743	0.061641	0.028480	0.018503	0.033963	33.011140	--	0.000000	--
0.036257	0.089897	0.023119	0.042255	0.048167	61.315629	--	0.000000	--
0.084315	0.058492	0.028066	0.016419	0.032515	30.327924	--	0.000000	--
0.028526	0.091089	0.019155	0.046027	0.049854	67.404164	--	0.000000	--
0.035732	0.090106	0.023250	0.042006	0.048011	61.036216	--	0.000000	--
