r (m)	z (m)	Br (T)	Bz (T)	B (T)	Theta (°)	Ic (A)	I (A)	I/Ic (%)
0.000285	-0.102795	-0.001319	0.045205	0.045224	91.670819	--	0.000000	--
0.000031	-0.104214	0.000347	0.027125	0.027127	89.266209	--	0.000000	--
0.001520	-0.099598	0.000005	0.044369	0.044369	89.993707	--	0.000000	--
0.000015	-0.104235	0.000000	0.054277	0.054277	90.000000	--	0.000000	--
0.001265	-0.100970	-0.003492	0.046507	0.046638	94.294405	--	0.000000	--
0.001192	-0.101334	0.001752	0.042575	0.042611	87.643819	--	0.000000	--
0.001258	-0.100218	-0.001237	0.048618	0.048633	91.457583	--	0.000000	--
0.026993	-0.105650	-0.200472	-0.029061	0.202568	-171.751715	--	0.000000	--
0.001353	-0.099882	0.006304	0.045293	0.045729	82.076820	--	0.000000	--
0.024503	-0.104056	-0.095663	0.000317	0.095663	179.810194	--	0.000000	--
0.001024	-0.101567	0.001967	0.042110	0.042155	87.325397	--	0.000000	--
0.025732	-0.104495	-0.005444	0.021646	0.022320	104.115767	--	0.000000	--
0.023994	-0.103930	-0.095248	0.007015	0.095506	175.787591	--	0.000000	--
0.000841	-0.101737	0.000857	0.040292	0.040301	88.781010	--	0.000000	--
0.022983	-0.103669	-0.092070	0.008727	0.092483	174.585553	--	0.000000	--
0.000424	-0.102477	-0.006478	0.040932	0.041442	98.993721	--	0.000000	--
0.022481	-0.103537	-0.092017	0.014604	0.093169	170.981569	--	0.000000	--
0.000543	-0.101828	-0.002597	0.042691	0.042770	93.480643	--	0.000000	--
0.000328	-0.102114	-0.000295	0.048369	0.048370	90.349807	--	0.000000	--
0.021480	-0.103264	-0.006887	0.033655	0.034353	101.564633	--	0.000000	--
0.000387	-0.101894	0.004347	0.038655	0.038899	83.583077	--	0.000000	--
0.020983	-0.103122	-0.007257	0.033927	0.034694	102.074538	--	0.000000	--
0.019991	-0.102835	-0.006537	0.034257	0.034875	100.804149	--	0.000000	--
0.004979	-0.097346	-0.006130	0.046927	0.047326	97.441904	--	0.000000	--
0.019497	-0.102688	-0.006940	0.034524	0.035214	101.366828	--	0.000000	--
0.000347	-0.102730	-0.003062	0.039581	0.039699	94.423690	--	0.000000	--
0.018515	-0.102384	-0.036692	0.029202	0.046894	141.484701	--	0.000000	--
0.000044	-0.102949	0.011461	0.039406	0.041039	73.782889	--	0.000000	--
0.004421	-0.096716	-0.009760	0.051243	0.052164	100.784090	--	0.000000	--
0.000075	-0.102922	-0.001263	0.037912	0.037934	91.908590	--	0.000000	--
0.018028	-0.102231	-0.036751	0.032257	0.048900	138.725759	--	0.000000	--
0.000129	-0.102891	0.004260	0.039665	0.039893	83.870400	--	0.000000	--
0.017057	-0.101913	-0.034604	0.033099	0.047885	136.273403	--	0.000000	--
0.016572	-0.101752	-0.034845	0.035912	0.050038	134.135830	--	0.000000	--
0.000015	-0.104190	-0.000000	0.054334	0.054334	90.000000	--	0.000000	--
0.000181	-0.102833	0.005579	0.042697	0.043059	82.555572	--	0.000000	--
0.000216	-0.102773	0.000411	0.039151	0.039153	89.399225	--	0.000000	--
0.015612	-0.101423	-0.006221	0.040887	0.041357	98.650839	--	0.000000	--
0.015104	-0.101259	-0.006907	0.041179	0.041754	99.521721	--	0.000000	--
0.014154	-0.100917	-0.005799	0.041546	0.041949	97.946237	--	0.000000	--
0.013711	-0.100736	-0.006404	0.041942	0.042428	98.681039	--	0.000000	--
0.027727	-0.105952	-0.217543	-0.056260	0.224700	-165.500000	--	0.000000	--
0.012746	-0.100383	-0.009083	0.041887	0.042861	102.235002	--	0.000000	--
0.027064	-0.104648	-0.005328	0.021347	0.022002	104.013136	--	0.000000	--
0.012280	-0.100203	-0.009740	0.042625	0.043723	102.871932	--	0.000000	--
0.026337	-0.104344	-0.005498	0.021868	0.022549	104.111962	--	0.000000	--
0.024900	-0.103716	-0.099286	0.005222	0.099423	176.989025	--	0.000000	--
0.010479	-0.099928	-0.007716	0.043122	0.043807	100.144864	--	0.000000	--
0.025408	-0.103838	-0.099307	-0.000595	0.099309	-179.656549	--	0.000000	--
0.010044	-0.099732	-0.008438	0.044180	0.044978	100.812235	--	0.000000	--
0.011351	-0.099831	-0.008037	0.043054	0.043798	100.573531	--	0.000000	--
0.023887	-0.103466	-0.096129	0.006942	0.096380	175.869531	--	0.000000	--
0.023382	-0.103337	-0.095737	0.013750	0.096719	171.826705	--	0.000000	--
0.009516	-0.098826	-0.006357	0.045047	0.045494	98.032515	--	0.000000	--
0.022380	-0.103071	-0.007190	0.033568	0.034330	102.089524	--	0.000000	--
0.021882	-0.102937	-0.007542	0.033833	0.034664	102.567338	--	0.000000	--
0.007028	-0.096479	-0.003912	0.046254	0.046420	94.834377	--	0.000000	--
0.000299	-0.102576	-0.000125	0.046244	0.046244	90.155354	--	0.000000	--
0.020888	-0.102656	-0.006852	0.034168	0.034848	101.339270	--	0.000000	--
0.009188	-0.098326	-0.006644	0.046598	0.047070	98.113973	--	0.000000	--
0.020392	-0.102512	-0.007234	0.034438	0.035189	101.862531	--	0.000000	--
0.008549	-0.097353	-0.006914	0.046644	0.047153	98.431285	--	0.000000	--
0.004875	-0.095703	-0.003290	0.045746	0.045864	94.113861	--	0.000000	--
0.019408	-0.102220	-0.038547	0.028829	0.048136	143.207391	--	0.000000	--
0.018919	-0.102068	-0.038710	0.031621	0.049984	140.755814	--	0.000000	--
0.001236	-0.098571	-0.000070	0.042425	0.042425	90.094722	--	0.000000	--
0.001348	-0.097300	-0.007587	0.044817	0.045454	99.608364	--	0.000000	--
0.002388	-0.096180	-0.000382	0.053797	0.053798	90.406620	--	0.000000	--
0.017945	-0.101762	-0.036584	0.032467	0.048913	138.412159	--	0.000000	--
0.001287	-0.099426	-0.003278	0.043269	0.043393	94.332782	--	0.000000	--
0.017460	-0.101604	-0.036705	0.035572	0.051114	135.898201	--	0.000000	--
0.016465	-0.101288	-0.006599	0.040910	0.041439	99.163493	--	0.000000	--
0.015987	-0.101125	-0.007112	0.041129	0.041739	99.810551	--	0.000000	--
0.015033	-0.100788	-0.006039	0.041505	0.041942	98.278482	--	0.000000	--
0.001031	-0.101010	0.000346	0.043012	0.043013	89.539463	--	0.000000	--
0.001021	-0.101258	-0.002805	0.043194	0.043285	93.715656	--	0.000000	--
0.014558	-0.100617	-0.006717	0.041965	0.042500	99.093989	--	0.000000	--
0.013646	-0.100264	-0.009809	0.041695	0.042833	103.238112	--	0.000000	--
0.000908	-0.100313	-0.000600	0.041613	0.041618	90.826082	--	0.000000	--
0.013154	-0.100090	-0.010546	0.042441	0.043732	103.954935	--	0.000000	--
0.000875	-0.101477	-0.002613	0.042455	0.042535	93.521835	--	0.000000	--
0.001062	-0.099806	-0.003720	0.045631	0.045782	94.660922	--	0.000000	--
0.012222	-0.099730	-0.009101	0.042911	0.043866	101.974133	--	0.000000	--
0.010888	-0.099643	-0.008956	0.043844	0.044749	101.544776	--	0.000000	--
0.011783	-0.099542	-0.009691	0.043958	0.045014	102.432673	--	0.000000	--
0.009974	-0.099030	-0.005693	0.044759	0.045119	97.248335	--	0.000000	--
0.000726	-0.101615	-0.003827	0.043784	0.043951	94.995731	--	0.000000	--
0.000570	-0.101662	0.003903	0.041472	0.041656	84.623120	--	0.000000	--
0.008172	-0.096491	-0.005419	0.050020	0.050313	96.183145	--	0.000000	--
0.000152	-0.102145	0.000195	0.031496	0.031497	89.644858	--	0.000000	--
0.006265	-0.095448	-0.003786	0.052267	0.052404	94.142593	--	0.000000	--
0.000279	-0.101762	-0.001342	0.046954	0.046973	91.636604	--	0.000000	--
0.000185	-0.102557	-0.000171	0.036307	0.036307	90.269434	--	0.000000	--
0.001116	-0.099088	-0.004056	0.049695	0.049860	94.666221	--	0.000000	--
0.000016	-0.102922	-0.000000	0.060959	0.060959	90.000000	--	0.000000	--
0.009444	-0.097775	-0.006219	0.045322	0.045747	97.813762	--	0.000000	--
0.001583	-0.096128	-0.002106	0.044306	0.044356	92.721650	--	0.000000	--
0.001175	-0.096682	0.002572	0.056049	0.056108	87.372630	--	0.000000	--
0.004095	-0.094953	-0.001341	0.056563	0.056579	91.358283	--	0.000000	--
0.009208	-0.097265	-0.004739	0.047603	0.047839	95.685178	--	0.000000	--
0.000885	-0.098197	-0.008741	0.048583	0.049363	100.199583	--	0.000000	--
0.000068	-0.102884	0.003499	0.043039	0.043181	85.352692	--	0.000000	--
0.000094	-0.102868	-0.005811	0.040724	0.041137	98.120789	--	0.000000	--
0.000863	-0.097722	0.006423	0.051469	0.051868	82.887190	--	0.000000	--
0.002886	-0.095358	-0.003654	0.046112	0.046256	94.530934	--	0.000000	--
0.000128	-0.102821	-0.004582	0.039723	0.039987	96.579638	--	0.000000	--
0.000171	-0.102732	-0.005229	0.039537	0.039881	97.534487	--	0.000000	--
0.001077	-0.099632	0.003185	0.046350	0.046459	86.068910	--	0.000000	--
0.000751	-0.100523	0.003882	0.044738	0.044906	85.040634	--	0.000000	--
0.000835	-0.100939	-0.003392	0.040627	0.040768	94.772700	--	0.000000	--
0.028832	-0.105163	-0.213914	-0.036531	0.217011	-170.308884	--	0.000000	--
0.000720	-0.100750	-0.003434	0.047462	0.047586	94.137884	--	0.000000	--
0.000874	-0.101343	0.001061	0.042544	0.042557	88.571128	--	0.000000	--
0.027552	-0.104030	-0.005807	0.021484	0.022255	105.124472	--	0.000000	--
0.000815	-0.100085	0.001180	0.048064	0.048079	88.593693	--	0.000000	--
0.024789	-0.103252	-0.099180	0.005378	0.099325	176.896063	--	0.000000	--
0.026315	-0.103612	-0.102577	-0.003218	0.102628	-178.202855	--	0.000000	--
0.000874	-0.099914	0.001225	0.044815	0.044832	88.434170	--	0.000000	--
0.024285	-0.103129	-0.099209	0.011267	0.099847	173.520688	--	0.000000	--
0.025804	-0.103496	-0.102243	0.003566	0.102305	178.002543	--	0.000000	--
0.000745	-0.101522	0.003011	0.041817	0.041925	85.881724	--	0.000000	--
0.023279	-0.102874	-0.007490	0.033469	0.034296	102.614260	--	0.000000	--
0.022779	-0.102740	-0.007826	0.033742	0.034638	103.058519	--	0.000000	--
0.000077	-0.102340	-0.000000	0.062637	0.062637	90.000000	--	0.000000	--
0.000108	-0.102492	-0.016467	0.038343	0.041730	113.241453	--	0.000000	--
0.021783	-0.102471	-0.007157	0.034078	0.034821	101.860585	--	0.000000	--
0.000075	-0.101947	0.000000	0.063355	0.063355	90.000000	--	0.000000	--
0.000485	-0.101618	0.001383	0.045904	0.045925	88.274427	--	0.000000	--
0.021286	-0.102332	-0.007520	0.034348	0.035161	102.349998	--	0.000000	--
0.000143	-0.101784	0.002566	0.032159	0.032261	85.438341	--	0.000000	--
0.020299	-0.102045	-0.040281	0.027879	0.048988	145.312999	--	0.000000	--
0.000299	-0.101646	0.005045	0.041286	0.041593	83.033642	--	0.000000	--
0.000378	-0.101617	-0.001473	0.040929	0.040955	92.060730	--	0.000000	--
0.019810	-0.101901	-0.040332	0.030983	0.050859	142.468570	--	0.000000	--
0.018833	-0.101600	-0.038276	0.031878	0.049812	140.211673	--	0.000000	--
0.018346	-0.101447	-0.038504	0.034710	0.051840	137.966328	--	0.000000	--
0.000146	-0.102669	-0.003310	0.047577	0.047692	93.980209	--	0.000000	--
0.000026	-0.102883	0.009689	0.034114	0.035464	74.144271	--	0.000000	--
0.000047	-0.102872	-0.002274	0.040481	0.040545	93.215578	--	0.000000	--
0.017379	-0.101135	-0.007002	0.040736	0.041334	99.752367	--	0.000000	--
0.016869	-0.100980	-0.007606	0.041036	0.041734	100.500118	--	0.000000	--
0.000094	-0.102844	0.005615	0.040916	0.041300	82.185646	--	0.000000	--
0.015913	-0.100655	-0.006590	0.041410	0.041931	99.042614	--	0.000000	--
0.000125	-0.102780	0.002225	0.043774	0.043830	87.090114	--	0.000000	--
0.015467	-0.100482	-0.007117	0.041802	0.042404	99.661823	--	0.000000	--
0.014496	-0.100145	-0.010405	0.041600	0.042881	104.043418	--	0.000000	--
0.029572	-0.105452	-0.230392	-0.063893	0.239087	-164.500000	--	0.000000	--
0.014027	-0.099973	-0.010986	0.042320	0.043723	104.552608	--	0.000000	--
0.028886	-0.104160	-0.005699	0.021170	0.021923	105.067789	--	0.000000	--
0.013091	-0.099618	-0.009575	0.042777	0.043835	102.616773	--	0.000000	--
0.028154	-0.103869	-0.005859	0.021684	0.022462	105.120689	--	0.000000	--
0.012626	-0.099438	-0.010277	0.043701	0.044893	103.233239	--	0.000000	--
0.010853	-0.099108	-0.005953	0.044333	0.044731	97.647689	--	0.000000	--
0.027216	-0.103379	-0.106215	-0.004200	0.106298	-177.735645	--	0.000000	--
0.010374	-0.098690	-0.006527	0.045536	0.046001	98.156772	--	0.000000	--
0.011701	-0.098841	-0.006646	0.044621	0.045113	98.471188	--	0.000000	--
0.026706	-0.103265	-0.106285	0.001626	0.106297	179.123268	--	0.000000	--
0.025182	-0.102913	-0.102925	0.010342	0.103443	174.261845	--	0.000000	--
0.025689	-0.103034	-0.103242	0.003447	0.103299	178.087692	--	0.000000	--
0.024175	-0.102665	-0.007789	0.033374	0.034270	103.136697	--	0.000000	--
0.023675	-0.102539	-0.008110	0.033641	0.034605	103.554149	--	0.000000	--
0.008836	-0.095810	-0.009106	0.048951	0.049791	100.537286	--	0.000000	--
0.006847	-0.094350	-0.006106	0.049349	0.049725	97.053623	--	0.000000	--
0.022676	-0.102276	-0.007467	0.033982	0.034792	102.392924	--	0.000000	--
0.022178	-0.102141	-0.007813	0.034255	0.035134	102.848607	--	0.000000	--
0.010140	-0.097611	-0.005995	0.047153	0.047532	97.245196	--	0.000000	--
0.009880	-0.096764	-0.008336	0.047955	0.048674	99.861572	--	0.000000	--
0.021189	-0.101866	-0.042139	0.027469	0.050301	146.901075	--	0.000000	--
0.000821	-0.099104	0.001357	0.044809	0.044830	88.265506	--	0.000000	--
0.020698	-0.101723	-0.042305	0.030277	0.052023	144.409192	--	0.000000	--
0.004519	-0.093536	-0.000561	0.051236	0.051239	90.627740	--	0.000000	--
0.019719	-0.101433	-0.040266	0.031176	0.050925	142.251188	--	0.000000	--
0.000529	-0.098425	0.002685	0.049316	0.049389	86.883953	--	0.000000	--
0.019230	-0.101284	-0.040374	0.034332	0.052998	139.623795	--	0.000000	--
0.001439	-0.095379	0.002855	0.051104	0.051184	86.802170	--	0.000000	--
0.002277	-0.094786	-0.008400	0.055073	0.055710	98.671795	--	0.000000	--
0.000540	-0.096714	-0.005790	0.035814	0.036280	99.183838	--	0.000000	--
0.018230	-0.100985	-0.007374	0.040744	0.041406	100.258469	--	0.000000	--
0.000395	-0.097625	-0.012685	0.037977	0.040040	108.470411	--	0.000000	--
0.000876	-0.099576	-0.003145	0.045081	0.045190	93.990175	--	0.000000	--
0.017750	-0.100831	-0.007831	0.040978	0.041719	100.818388	--	0.000000	--
0.016790	-0.100510	-0.006843	0.041361	0.041923	99.394349	--	0.000000	--
0.016312	-0.100348	-0.007436	0.041811	0.042467	100.084747	--	0.000000	--
0.015394	-0.100011	-0.011121	0.041406	0.042873	105.033866	--	0.000000	--
0.014898	-0.099845	-0.011763	0.042156	0.043766	105.590876	--	0.000000	--
0.000700	-0.101138	-0.000825	0.045636	0.045643	91.035842	--	0.000000	--
0.000749	-0.101295	-0.002824	0.041951	0.042046	93.851101	--	0.000000	--
0.013961	-0.099502	-0.010399	0.042611	0.043861	103.714504	--	0.000000	--
0.000543	-0.100399	-0.002884	0.044603	0.044697	93.699664	--	0.000000	--
0.000454	-0.100846	0.002864	0.039877	0.039980	85.892062	--	0.000000	--
0.013518	-0.099321	-0.010959	0.043498	0.044858	104.140833	--	0.000000	--
0.000684	-0.100130	-0.001289	0.043575	0.043594	91.694388	--	0.000000	--
0.011233	-0.098595	-0.007189	0.045080	0.045650	99.060642	--	0.000000	--
0.012581	-0.098903	-0.006933	0.044302	0.044841	98.894708	--	0.000000	--
0.012095	-0.098494	-0.007430	0.045432	0.046036	99.287325	--	0.000000	--
0.000619	-0.101467	-0.004334	0.042906	0.043125	95.768561	--	0.000000	--
0.010453	-0.098054	-0.006555	0.045229	0.045701	98.245933	--	0.000000	--
0.000749	-0.099867	-0.002908	0.043965	0.044061	93.784437	--	0.000000	--
0.009886	-0.096170	-0.005624	0.048000	0.048329	96.682636	--	0.000000	--
0.000515	-0.101514	0.001662	0.043195	0.043227	87.796856	--	0.000000	--
0.008275	-0.094699	-0.004949	0.052363	0.052596	95.399239	--	0.000000	--
0.000031	-0.102579	-0.000000	0.062213	0.062213	90.000000	--	0.000000	--
0.005882	-0.093189	-0.007879	0.057000	0.057542	97.869666	--	0.000000	--
0.010385	-0.097088	-0.006914	0.046488	0.046999	98.459522	--	0.000000	--
0.000068	-0.101695	0.000000	0.063747	0.063747	90.000000	--	0.000000	--
0.000791	-0.099386	-0.003742	0.049903	0.050043	94.288184	--	0.000000	--
0.000589	-0.098944	-0.005410	0.041313	0.041665	97.461038	--	0.000000	--
0.000085	-0.102676	0.002001	0.038518	0.038570	87.025493	--	0.000000	--
0.000220	-0.101567	-0.002174	0.045092	0.045144	92.760359	--	0.000000	--
0.000495	-0.098750	-0.000991	0.053169	0.053178	91.067392	--	0.000000	--
0.000367	-0.101514	0.002131	0.041858	0.041912	87.085491	--	0.000000	--
0.000244	-0.097235	-0.000000	0.072368	0.072368	90.000000	--	0.000000	--
0.003249	-0.092803	-0.009805	0.053460	0.054352	100.393078	--	0.000000	--
0.000010	-0.102868	0.000000	0.060572	0.060572	90.000000	--	0.000000	--
0.000787	-0.095282	-0.014572	0.040876	0.043396	109.621176	--	0.000000	--
0.000262	-0.098341	-0.007640	0.034045	0.034891	102.647654	--	0.000000	--
0.000296	-0.096063	-0.000000	0.074690	0.074690	90.000000	--	0.000000	--
0.000047	-0.102842	0.002176	0.040747	0.040805	86.942726	--	0.000000	--
0.000067	-0.102829	-0.003793	0.043093	0.043259	95.029880	--	0.000000	--
0.002216	-0.093647	0.001452	0.057747	0.057765	88.559482	--	0.000000	--
0.000151	-0.098016	-0.000000	0.070778	0.070778	90.000000	--	0.000000	--
0.000085	-0.102771	-0.003457	0.037719	0.037877	95.236596	--	0.000000	--
0.030802	-0.105099	-0.220086	-0.065192	0.229538	-163.500000	--	0.000000	--
0.029364	-0.103533	-0.006164	0.021309	0.022183	106.133236	--	0.000000	--
0.000736	-0.099705	0.001027	0.046276	0.046287	88.728190	--	0.000000	--
0.000387	-0.100465	0.004373	0.040197	0.040434	83.791769	--	0.000000	--
0.000328	-0.100685	-0.000337	0.050226	0.050227	90.384352	--	0.000000	--
0.028119	-0.103137	-0.109417	-0.007006	0.109641	-176.336161	--	0.000000	--
0.000570	-0.100234	0.003948	0.043334	0.043514	84.794750	--	0.000000	--
0.000554	-0.101152	-0.000015	0.040832	0.040832	90.020459	--	0.000000	--
0.000625	-0.101374	0.003251	0.042595	0.042719	85.635168	--	0.000000	--
0.027607	-0.103029	-0.109168	-0.000137	0.109168	-179.928015	--	0.000000	--
0.000424	-0.101048	-0.006718	0.042355	0.042884	99.013336	--	0.000000	--
0.011023	-0.097991	-0.006574	0.046501	0.046964	98.046587	--	0.000000	--
0.025071	-0.102452	-0.008085	0.033267	0.034235	103.659560	--	0.000000	--
0.026587	-0.102804	-0.106219	0.001774	0.106234	179.043145	--	0.000000	--
0.026081	-0.102689	-0.106335	0.007672	0.106611	175.873179	--	0.000000	--
0.024569	-0.102327	-0.008393	0.033543	0.034577	104.047387	--	0.000000	--
0.000619	-0.100038	-0.004677	0.045144	0.045385	95.914502	--	0.000000	--
0.000625	-0.099947	0.003561	0.044818	0.044959	85.457382	--	0.000000	--
0.023568	-0.102075	-0.007768	0.033883	0.034762	102.911906	--	0.000000	--
0.023069	-0.101945	-0.008099	0.034157	0.035104	103.339009	--	0.000000	--
0.000047	-0.102650	-0.013335	0.033023	0.035614	111.989931	--	0.000000	--
0.022077	-0.101675	-0.043853	0.026429	0.051202	148.923690	--	0.000000	--
0.021585	-0.101539	-0.043907	0.029583	0.052943	146.029205	--	0.000000	--
0.000438	-0.101471	-0.001658	0.042563	0.042595	92.231234	--	0.000000	--
0.000096	-0.101609	0.023012	0.042500	0.048330	61.566577	--	0.000000	--
0.020603	-0.101256	-0.041935	0.030529	0.051871	143.944989	--	0.000000	--
0.000153	-0.101564	0.003097	0.037387	0.037515	85.264681	--	0.000000	--
0.020113	-0.101111	-0.042162	0.033380	0.053776	141.630627	--	0.000000	--
0.000235	-0.101491	0.002143	0.040161	0.040218	86.945558	--	0.000000	--
0.000304	-0.101468	-0.002059	0.043927	0.043976	92.683040	--	0.000000	--
0.019142	-0.100816	-0.007773	0.040569	0.041306	100.846129	--	0.000000	--
0.018628	-0.100670	-0.008311	0.040876	0.041712	101.492431	--	0.000000	--
0.000070	-0.102730	0.000575	0.048008	0.048012	89.314213	--	0.000000	--
0.017667	-0.100362	-0.007372	0.041257	0.041910	100.131301	--	0.000000	--
0.017218	-0.100196	-0.007838	0.041649	0.042380	100.657351	--	0.000000	--
0.000010	-0.102846	-0.000000	0.060572	0.060572	90.000000	--	0.000000	--
0.000026	-0.102831	-0.009419	0.033915	0.035199	105.521620	--	0.000000	--
0.000062	-0.102798	-0.000302	0.046289	0.046290	90.373996	--	0.000000	--
0.016241	-0.099877	-0.011717	0.041282	0.042913	105.844776	--	0.000000	--
0.015769	-0.099713	-0.012227	0.042030	0.043773	106.220506	--	0.000000	--
0.014828	-0.099375	-0.010910	0.042491	0.043869	104.400290	--	0.000000	--
0.031277	-0.104462	-0.250279	-0.051779	0.255580	-168.311280	--	0.000000	--
0.014359	-0.099203	-0.011506	0.043409	0.044908	104.845052	--	0.000000	--
0.029963	-0.103362	-0.006215	0.021489	0.022370	106.129479	--	0.000000	--
0.030700	-0.103640	-0.006063	0.020982	0.021840	106.117406	--	0.000000	--
0.013451	-0.098831	-0.007542	0.044171	0.044810	99.690197	--	0.000000	--
0.029016	-0.102888	-0.113048	-0.008057	0.113335	-175.923339	--	0.000000	--
0.012980	-0.098593	-0.008115	0.045041	0.045766	100.214026	--	0.000000	--
0.028504	-0.102783	-0.113211	-0.002224	0.113233	-178.874536	--	0.000000	--
0.000520	-0.101310	-0.002023	0.044045	0.044091	92.629697	--	0.000000	--
0.011305	-0.097330	-0.007650	0.045849	0.046483	99.472327	--	0.000000	--
0.012353	-0.097711	-0.008793	0.045153	0.046001	101.019400	--	0.000000	--
0.027483	-0.102569	-0.110281	-0.000305	0.110281	-179.841681	--	0.000000	--
0.010979	-0.096870	-0.006843	0.048316	0.048799	98.060973	--	0.000000	--
0.026974	-0.102458	-0.110046	0.006677	0.110248	176.528012	--	0.000000	--
0.025461	-0.102110	-0.008675	0.033434	0.034541	104.545305	--	0.000000	--
0.025964	-0.102228	-0.008380	0.033164	0.034206	104.180068	--	0.000000	--
0.010536	-0.095616	-0.007911	0.048974	0.049609	99.175765	--	0.000000	--
0.024458	-0.101864	-0.008074	0.033780	0.034731	103.442126	--	0.000000	--
0.009018	-0.093927	-0.006940	0.050236	0.050713	97.865454	--	0.000000	--
0.000437	-0.101360	0.000794	0.042679	0.042687	88.934047	--	0.000000	--
0.005913	-0.091551	-0.001665	0.054005	0.054030	91.765585	--	0.000000	--
0.023957	-0.101738	-0.008390	0.034056	0.035074	103.839900	--	0.000000	--
0.022964	-0.101480	-0.045713	0.025982	0.052581	150.387319	--	0.000000	--
0.000581	-0.099380	0.002045	0.043386	0.043434	87.300817	--	0.000000	--
0.022470	-0.101346	-0.045891	0.028807	0.054183	147.882478	--	0.000000	--
0.000461	-0.099208	-0.001770	0.048988	0.049020	92.068821	--	0.000000	--
0.021486	-0.101074	-0.043932	0.029758	0.053061	145.887888	--	0.000000	--
0.003099	-0.091054	0.003273	0.056957	0.057051	86.710947	--	0.000000	--
0.000228	-0.098796	0.001014	0.034576	0.034591	88.320181	--	0.000000	--
0.020995	-0.100933	-0.044038	0.032963	0.055008	143.184918	--	0.000000	--
0.019990	-0.100651	-0.008140	0.040561	0.041370	101.347321	--	0.000000	--
0.000112	-0.098601	-0.000000	0.069510	0.069510	90.000000	--	0.000000	--
0.019507	-0.100505	-0.008551	0.040807	0.041694	101.834625	--	0.000000	--
0.000492	-0.094501	-0.000000	0.077803	0.077803	90.000000	--	0.000000	--
0.018542	-0.100202	-0.007637	0.041199	0.041900	100.501180	--	0.000000	--
0.001082	-0.093460	-0.007034	0.039076	0.039704	100.203773	--	0.000000	--
0.000597	-0.099674	-0.002266	0.042911	0.042970	93.023072	--	0.000000	--
0.018061	-0.100048	-0.008162	0.041644	0.042436	101.088568	--	0.000000	--
0.017137	-0.099727	-0.012444	0.041080	0.042924	106.852518	--	0.000000	--
0.016639	-0.099570	-0.013007	0.041851	0.043826	107.264420	--	0.000000	--
0.015695	-0.099243	-0.011715	0.042320	0.043911	105.472510	--	0.000000	--
0.015249	-0.099070	-0.012202	0.043206	0.044896	105.770098	--	0.000000	--
0.000152	-0.100716	0.000138	0.032700	0.032700	89.758951	--	0.000000	--
0.000279	-0.100333	-0.001421	0.048988	0.049009	91.661611	--	0.000000	--
0.014312	-0.098718	-0.008032	0.044076	0.044802	100.327086	--	0.000000	--
0.000485	-0.100189	0.001427	0.048088	0.048109	88.300740	--	0.000000	--
0.013847	-0.098527	-0.008661	0.044668	0.045500	100.972808	--	0.000000	--
0.000515	-0.100086	0.001769	0.045253	0.045288	87.760925	--	0.000000	--
0.000299	-0.101148	-0.000109	0.047797	0.047798	90.130448	--	0.000000	--
0.012949	-0.097848	-0.007716	0.045142	0.045797	99.699402	--	0.000000	--
0.012062	-0.097117	-0.007047	0.047687	0.048205	98.405849	--	0.000000	--
0.011125	-0.095992	-0.007085	0.047684	0.048207	98.451736	--	0.000000	--
0.000520	-0.099910	-0.003077	0.045288	0.045392	93.886651	--	0.000000	--
0.010230	-0.094483	-0.006612	0.051047	0.051473	97.379826	--	0.000000	--
0.000347	-0.101301	-0.002954	0.040929	0.041035	94.127806	--	0.000000	--
0.008538	-0.092007	-0.005361	0.053152	0.053421	95.759542	--	0.000000	--
0.007198	-0.090776	-0.007746	0.057726	0.058244	97.642695	--	0.000000	--
0.000016	-0.102697	-0.000000	0.061904	0.061904	90.000000	--	0.000000	--
0.004401	-0.090149	-0.008153	0.059038	0.059598	97.862253	--	0.000000	--
0.000028	-0.101574	-0.000000	0.064097	0.064097	90.000000	--	0.000000	--
0.000285	-0.101367	-0.001109	0.046749	0.046763	91.359085	--	0.000000	--
0.000116	-0.101501	0.001542	0.047764	0.047789	88.151329	--	0.000000	--
0.000528	-0.099540	-0.002367	0.048665	0.048723	92.784631	--	0.000000	--
0.000031	-0.102733	-0.001029	0.030671	0.030688	91.920788	--	0.000000	--
0.000181	-0.101450	-0.006378	0.044320	0.044776	98.188734	--	0.000000	--
0.000314	-0.099263	0.001686	0.041953	0.041987	87.698577	--	0.000000	--
0.000117	-0.098991	-0.000000	0.068742	0.068742	90.000000	--	0.000000	--
0.001574	-0.090596	-0.018121	0.047102	0.050468	111.042319	--	0.000000	--
0.000175	-0.099176	-0.015424	0.037132	0.040208	112.556384	--	0.000000	--
0.000015	-0.102806	-0.000000	0.061278	0.061278	90.000000	--	0.000000	--
0.000031	-0.102785	0.000250	0.030713	0.030714	89.533867	--	0.000000	--
0.000590	-0.092158	0.000000	0.082987	0.082987	90.000000	--	0.000000	--
0.032485	-0.104093	-0.240051	-0.052868	0.245803	-167.579623	--	0.000000	--
0.000075	-0.100519	0.000000	0.065919	0.065919	90.000000	--	0.000000	--
0.029915	-0.102631	-0.116177	-0.011046	0.116701	-174.568736	--	0.000000	--
0.000143	-0.100356	0.002642	0.033472	0.033576	85.486612	--	0.000000	--
0.029401	-0.102532	-0.116018	-0.004093	0.116091	-177.979463	--	0.000000	--
