Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.00	2.000	0.00	23.40	9.36	6.74	-0.01758	-0.00233	2.080	-0.14	80.00	2.000	0.00	
80.00	2.000	5.00	23.22	9.29	6.67	0.06096	-0.00698	2.080	4.85	80.00	2.000	5.00	
80.00	2.000	10.00	23.27	9.31	6.76	-0.00387	-0.00256	2.079	9.81	80.00	2.000	10.00	
80.00	2.000	15.00	23.03	9.21	6.68	0.03214	-0.00602	2.078	14.76	80.00	2.000	15.00	
80.00	1.999	20.00	22.94	9.18	6.71	0.01288	-0.00494	2.076	19.68	80.00	2.000	20.00	
80.01	2.000	25.00	23.01	9.20	6.75	0.01352	-0.00649	2.071	24.59	80.00	2.000	25.00	
80.01	2.000	30.00	23.26	9.31	6.89	-0.01647	0.00018	2.067	29.48	80.00	2.000	30.00	
80.00	2.000	35.00	23.37	9.35	6.84	0.05662	-0.01321	2.062	34.35	80.00	2.000	35.00	
80.00	2.000	40.00	23.86	9.54	7.02	0.05613	-0.00428	2.056	39.23	80.00	2.000	40.00	
80.00	2.000	45.00	24.45	9.78	7.13	0.02160	-0.00693	2.049	44.13	80.00	2.000	45.00	
80.00	2.000	50.00	25.27	10.11	7.37	0.07355	-0.00307	2.041	49.04	80.00	2.000	50.00	
80.00	2.000	55.00	26.20	10.48	7.53	0.07356	-0.00807	2.033	54.00	80.00	2.000	55.00	
80.00	2.000	60.00	27.35	10.94	7.74	0.10189	-0.00813	2.026	59.00	80.00	2.000	60.00	
80.00	2.000	65.00	28.72	11.49	8.12	0.06327	-0.00752	2.019	64.04	80.00	2.000	65.00	
80.00	2.000	70.00	30.11	12.04	8.55	0.05949	-0.00681	2.013	69.12	80.00	2.000	70.00	
80.00	2.000	75.00	31.53	12.61	9.27	0.01630	-0.00286	2.009	74.24	80.00	2.000	75.00	
80.00	2.000	78.00	32.06	12.82	9.25	0.08657	-0.00622	2.008	77.34	80.00	2.000	78.00	
80.00	2.000	81.00	32.90	13.16	9.72	0.04077	-0.00593	2.007	80.43	80.00	2.000	81.00	
80.00	2.000	84.00	33.57	13.43	9.90	0.08093	-0.00801	2.007	83.53	80.00	2.000	84.00	
80.00	2.000	86.00	34.50	13.80	10.31	0.06682	-0.00691	2.008	85.59	80.00	2.000	86.00	
80.00	2.000	88.00	36.27	14.51	10.73	0.07313	-0.00617	2.009	87.65	80.00	2.000	88.00	
80.00	2.000	90.00	38.97	15.59	11.32	0.08991	-0.00585	2.010	89.69	80.00	2.000	90.00	
80.00	2.000	92.00	37.16	14.86	10.83	0.08855	-0.01009	2.011	91.75	80.00	2.000	92.00	
80.00	2.000	94.00	35.03	14.01	10.43	0.05888	-0.00639	2.012	93.79	80.00	2.000	94.00	
80.00	1.999	96.00	34.03	13.61	10.08	0.05754	-0.00544	2.014	95.83	80.00	2.000	96.00	
80.00	2.000	99.00	33.21	13.28	9.64	0.08417	-0.00771	2.016	98.85	80.00	2.000	99.00	
80.00	2.000	102.00	32.61	13.04	9.57	0.03705	-0.00328	2.018	101.84	80.00	2.000	102.00	
80.00	2.000	105.00	31.97	12.79	9.41	0.00137	0.00122	2.019	104.82	80.00	2.000	105.00	
80.00	2.000	110.00	30.61	12.24	8.72	0.00020	-0.00210	2.019	109.73	80.00	2.000	110.00	
80.00	2.000	115.00	29.07	11.63	8.09	0.07102	-0.01209	2.018	114.61	80.00	2.000	115.00	
80.00	2.000	120.00	27.88	11.15	7.85	0.05634	-0.00691	2.015	119.49	80.00	2.000	120.00	
80.00	2.000	125.00	26.82	10.73	7.56	0.05458	-0.00586	2.010	124.37	80.00	2.000	125.00	
79.99	2.000	130.00	25.77	10.31	7.38	0.00767	-0.00648	2.004	129.29	80.00	2.000	130.00	
80.00	2.000	135.00	25.21	10.08	7.39	0.01629	-0.00286	1.997	134.24	80.00	2.000	135.00	
80.00	2.000	140.00	24.44	9.77	7.02	0.10702	-0.00835	1.991	139.22	80.00	2.000	140.00	
80.00	2.000	145.00	24.01	9.60	6.88	0.02779	-0.01370	1.984	144.24	80.00	2.000	145.00	
80.00	2.000	150.00	23.89	9.56	6.87	0.03039	-0.00707	1.978	149.23	80.00	2.000	150.00	
80.00	2.000	155.00	23.79	9.52	6.86	0.05540	-0.00426	1.973	154.17	80.00	2.000	155.00	
80.00	2.000	160.00	23.84	9.53	6.92	0.06636	-0.00178	1.969	159.10	80.00	2.000	160.00	
80.01	2.000	165.00	24.04	9.61	7.05	0.05580	-0.00128	1.965	164.11	80.00	2.000	165.00	
