Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.01	2.000	0.00	137.59	55.04	12.71	0.02055	-0.00067	2.081	-0.47	70.00	2.000	0.00	
70.01	2.000	5.00	137.37	54.95	12.72	0.02672	-0.00048	2.081	4.57	70.00	2.000	5.00	
70.00	2.000	10.00	136.60	54.64	12.78	0.04821	-0.00052	2.079	9.51	70.00	2.000	10.00	
70.01	2.000	15.00	135.49	54.20	12.67	0.00054	0.00021	2.077	14.46	70.00	2.000	15.00	
70.00	2.000	20.00	133.72	53.49	12.46	0.05895	-0.00118	2.074	19.38	70.00	2.000	20.00	
70.00	2.000	25.00	132.92	53.17	12.67	0.05444	0.00081	2.070	24.29	70.00	2.000	25.00	
70.00	2.000	30.00	131.63	52.65	12.65	0.01953	-0.00011	2.066	29.17	70.00	2.000	30.00	
69.99	2.000	35.00	130.85	52.34	12.74	-0.01205	0.00013	2.061	34.05	70.00	2.000	35.00	
70.00	2.000	40.00	130.07	52.03	12.71	0.02849	0.00013	2.055	38.93	70.00	2.000	40.00	
70.00	2.000	45.00	129.66	51.86	12.84	0.03544	-0.00030	2.047	43.84	70.00	2.000	45.00	
70.00	2.000	50.00	129.03	51.61	12.66	0.03504	-0.00093	2.039	48.76	70.00	2.000	50.00	
70.00	2.000	55.00	129.44	51.77	13.27	0.07125	0.00000	2.031	53.72	70.00	2.000	55.00	
70.00	2.000	60.00	129.23	51.69	13.45	0.03474	0.00009	2.023	58.71	70.00	2.000	60.00	
70.00	2.000	65.00	128.36	51.34	13.46	0.03100	-0.00073	2.016	63.76	70.00	2.000	65.00	
70.00	2.000	70.00	127.07	50.83	13.67	0.06641	-0.00090	2.010	68.85	70.00	2.000	70.00	
70.00	2.000	75.00	124.01	49.61	13.73	0.05639	-0.00079	2.006	73.98	70.00	2.000	75.00	
70.00	1.999	78.00	121.27	48.51	13.73	0.04082	-0.00097	2.004	77.07	70.00	2.000	78.00	
70.00	2.000	81.00	118.02	47.21	14.02	0.04447	-0.00106	2.002	80.17	70.00	2.000	81.00	
70.00	2.000	84.00	113.83	45.53	13.63	0.07940	-0.00184	2.003	83.26	70.00	2.000	84.00	
70.00	2.000	86.00	111.70	44.68	13.52	0.06010	-0.00195	2.003	85.33	70.00	2.000	86.00	
70.00	2.000	88.00	111.97	44.79	13.56	0.08646	-0.00231	2.004	87.39	70.00	2.000	88.00	
70.00	2.000	90.00	115.02	46.01	13.80	0.09698	-0.00253	2.004	89.46	70.00	2.000	90.00	
70.00	2.000	92.00	113.42	45.37	13.56	0.07336	-0.00194	2.006	91.51	70.00	2.000	92.00	
70.00	2.000	94.00	111.51	44.61	13.51	0.06052	-0.00263	2.008	93.56	70.00	2.000	94.00	
70.00	2.000	96.00	112.96	45.18	13.71	0.07346	-0.00254	2.009	95.60	70.00	2.000	96.00	
70.00	2.000	99.00	116.99	46.80	13.78	0.03332	-0.00247	2.012	98.62	70.00	2.000	99.00	
70.00	2.000	102.00	120.94	48.37	13.74	0.03597	-0.00115	2.014	101.64	70.00	2.000	102.00	
70.00	2.000	105.00	124.67	49.87	14.04	0.06567	-0.00128	2.014	104.63	70.00	2.000	105.00	
