Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
77.51	0.500	0.00	122.97	49.19	14.00	0.05209	-0.00109	0.530	-0.22	77.50	0.500	0.00	
77.51	0.500	5.00	122.74	49.10	13.80	0.06443	-0.00086	0.530	4.85	77.50	0.500	5.00	
77.51	0.500	10.00	122.64	49.05	13.96	0.02669	-0.00063	0.530	9.85	77.50	0.500	10.00	
77.50	0.500	15.00	121.69	48.68	13.60	0.02703	-0.00091	0.529	14.86	77.50	0.500	15.00	
77.49	0.500	20.00	120.79	48.32	13.55	-0.00715	-0.00005	0.529	19.85	77.50	0.500	20.00	
77.50	0.500	25.00	120.16	48.06	13.51	0.01626	-0.00033	0.527	24.74	77.50	0.500	25.00	
77.50	0.500	30.00	119.80	47.92	13.60	0.06403	-0.00085	0.526	29.60	77.50	0.500	30.00	
77.50	0.500	35.00	119.65	47.86	13.59	0.05062	-0.00022	0.523	34.41	77.50	0.500	35.00	
77.49	0.500	40.00	119.43	47.77	13.61	0.08240	-0.00072	0.521	39.20	77.50	0.500	40.00	
77.49	0.500	45.00	119.84	47.93	13.66	0.04220	-0.00043	0.518	44.01	77.50	0.500	45.00	
77.49	0.500	50.00	120.41	48.16	13.56	0.06608	-0.00080	0.515	48.85	77.50	0.500	50.00	
77.50	0.500	55.00	121.67	48.67	13.82	0.01781	-0.00032	0.511	53.72	77.50	0.500	55.00	
77.50	0.500	60.00	123.04	49.22	13.82	0.05512	-0.00072	0.507	58.66	77.50	0.500	60.00	
77.49	0.500	65.00	124.83	49.93	14.17	0.06672	-0.00041	0.504	63.68	77.50	0.500	65.00	
77.50	0.500	70.00	126.12	50.45	14.11	0.04835	-0.00135	0.501	68.76	77.50	0.500	70.00	
77.50	0.500	75.00	127.99	51.20	14.45	0.04789	-0.00065	0.500	73.92	77.50	0.500	75.00	
77.50	0.500	78.00	129.22	51.69	14.56	0.06386	-0.00119	0.500	77.04	77.50	0.500	78.00	
77.50	0.500	81.00	131.00	52.40	14.84	0.03662	-0.00028	0.500	80.18	77.50	0.500	81.00	
77.50	0.500	84.00	134.42	53.77	15.05	0.07280	-0.00029	0.501	83.30	77.50	0.500	84.00	
77.50	0.500	86.00	138.77	55.51	15.24	0.10132	-0.00118	0.501	85.39	77.50	0.500	86.00	
77.50	0.500	88.00	147.24	58.90	16.77	-0.00908	0.00043	0.502	87.45	77.50	0.500	88.00	
77.50	0.500	90.00	155.16	62.06	18.07	0.08825	-0.00088	0.502	89.51	77.50	0.500	90.00	
77.49	0.500	92.00	151.98	60.79	17.25	0.05424	-0.00015	0.504	91.55	77.50	0.500	92.00	
77.50	0.500	94.00	142.47	56.99	15.81	0.01498	-0.00021	0.504	93.59	77.50	0.500	94.00	
77.51	0.500	96.00	136.56	54.63	15.40	0.06704	0.00029	0.505	95.62	77.50	0.500	96.00	
77.51	0.500	99.00	132.17	52.87	14.82	0.03875	-0.00058	0.507	98.64	77.50	0.500	99.00	
77.51	0.500	102.00	130.74	52.30	14.90	0.07828	-0.00044	0.509	101.62	77.50	0.500	102.00	
77.50	0.500	105.00	130.03	52.01	14.71	0.06512	-0.00066	0.510	104.59	77.50	0.500	105.00	
77.50	0.500	110.00	128.81	51.52	14.50	0.00130	-0.00066	0.513	109.50	77.50	0.500	110.00	
77.50	0.500	115.00	127.72	51.09	14.41	0.00739	-0.00070	0.514	114.32	77.50	0.500	115.00	
77.50	0.500	120.00	126.14	50.46	14.02	0.03430	-0.00172	0.515	119.21	77.50	0.500	120.00	
77.50	0.500	125.00	125.52	50.21	14.43	0.04306	0.00056	0.515	124.06	77.50	0.500	125.00	
77.50	0.500	130.00	123.37	49.35	13.45	0.03985	-0.00081	0.515	128.98	77.50	0.500	130.00	
77.50	0.500	135.00	123.52	49.41	13.98	0.00261	-0.00006	0.514	133.89	77.50	0.500	135.00	
77.50	0.500	140.00	123.07	49.23	13.93	0.04750	-0.00056	0.513	138.89	77.50	0.500	140.00	
77.50	0.500	145.00	122.86	49.14	13.80	-0.00313	-0.00066	0.511	143.88	77.50	0.500	145.00	
77.50	0.500	150.00	123.21	49.28	13.89	0.07254	-0.00100	0.510	148.87	77.50	0.500	150.00	
77.50	0.500	155.00	123.91	49.56	14.10	0.07749	-0.00031	0.508	153.85	77.50	0.500	155.00	
77.50	0.500	160.00	124.26	49.71	13.97	0.02259	0.00024	0.508	158.87	77.50	0.500	160.00	
77.50	0.499	165.00	124.54	49.82	13.84	-0.00127	-0.00119	0.507	163.92	77.50	0.500	165.00	
77.50	0.501	170.00	124.98	49.99	13.88	0.03110	-0.00170	0.506	168.99	77.50	0.500	170.00	
77.50	0.500	175.00	125.99	50.40	14.31	0.01262	0.00057	0.506	174.14	77.50	0.500	175.00	
77.50	0.500	180.00	125.92	50.37	14.16	0.01931	0.00029	0.506	179.33	77.50	0.500	180.00	
77.50	0.500	185.00	125.64	50.26	14.25	-0.01826	0.00035	0.506	184.45	77.50	0.500	185.00	
77.50	0.500	190.00	125.05	50.02	14.18	0.07008	0.00082	0.507	189.59	77.50	0.500	190.00	
77.50	0.500	195.00	124.72	49.89	14.47	0.02217	0.00185	0.508	194.73	77.50	0.500	195.00	
77.50	0.500	200.00	122.91	49.17	13.83	0.01808	-0.00132	0.510	199.87	77.50	0.500	200.00	
77.50	0.500	205.00	121.87	48.75	13.69	0.01820	-0.00132	0.511	205.00	77.50	0.500	205.00	
77.50	0.500	210.00	121.43	48.57	13.68	0.08133	-0.00116	0.512	210.04	77.50	0.500	210.00	
77.50	0.500	215.00	121.20	48.48	13.67	0.03268	-0.00109	0.513	215.03	77.50	0.500	215.00	
77.50	0.500	220.00	121.52	48.61	13.75	0.00719	-0.00019	0.515	219.83	77.50	0.500	220.00	
77.50	0.500	225.00	122.04	48.82	13.84	0.04896	-0.00044	0.516	224.62	77.50	0.500	225.00	
77.50	0.500	230.00	122.95	49.18	13.79	0.05073	-0.00082	0.516	229.45	77.50	0.500	230.00	
77.50	0.500	235.00	124.41	49.76	14.03	0.05725	-0.00067	0.516	234.26	77.50	0.500	235.00	
77.50	0.500	240.00	125.94	50.38	13.89	0.07913	-0.00099	0.515	239.11	77.50	0.500	240.00	
