Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	0.700	0.00	62.55	25.02	10.38	0.04678	-0.00162	0.743	0.05	80.00	0.700	0.00	
80.00	0.700	5.00	62.52	25.01	10.39	0.02099	-0.00102	0.743	5.09	80.00	0.700	5.00	
80.00	0.700	10.00	62.23	24.89	10.34	0.09839	-0.00261	0.742	10.09	80.00	0.700	10.00	
80.00	0.700	15.00	62.12	24.85	10.43	0.01360	-0.00085	0.741	15.08	80.00	0.700	15.00	
80.00	0.700	20.00	61.71	24.68	10.46	0.03745	-0.00232	0.740	20.01	80.00	0.700	20.00	
80.01	0.700	25.00	61.48	24.59	10.39	0.07440	-0.00119	0.738	24.92	80.00	0.700	25.00	
80.00	0.700	30.00	61.30	24.52	10.48	0.01059	-0.00108	0.736	29.75	80.00	0.700	30.00	
80.00	0.700	35.00	61.09	24.43	10.44	0.04608	-0.00109	0.733	34.54	80.00	0.700	35.00	
80.00	0.700	40.00	61.32	24.53	10.51	0.07582	-0.00249	0.729	39.33	80.00	0.700	40.00	
80.01	0.700	45.00	62.06	24.82	10.71	0.03407	-0.00167	0.725	44.12	80.00	0.700	45.00	
80.00	0.699	50.00	62.93	25.17	10.82	-0.01723	-0.00119	0.720	48.95	80.00	0.700	50.00	
80.00	0.700	55.00	64.04	25.62	11.01	0.01734	-0.00128	0.715	53.83	80.00	0.700	55.00	
80.00	0.700	60.00	65.47	26.19	11.27	0.03476	-0.00137	0.710	58.76	80.00	0.700	60.00	
80.00	0.700	65.00	67.09	26.83	11.38	0.07442	-0.00259	0.706	63.79	80.00	0.700	65.00	
80.00	0.700	70.00	68.90	27.56	11.56	0.05934	-0.00263	0.702	68.88	80.00	0.700	70.00	
80.00	0.700	75.00	70.96	28.38	12.02	0.05042	-0.00195	0.700	74.07	80.00	0.700	75.00	
80.00	0.700	78.00	72.12	28.85	12.32	0.05236	-0.00121	0.700	77.19	80.00	0.700	78.00	
80.00	0.700	81.00	72.99	29.20	12.34	0.05203	-0.00321	0.700	80.31	80.00	0.700	81.00	
80.00	0.700	84.00	74.83	29.93	12.36	0.08165	-0.00398	0.700	83.45	80.00	0.700	84.00	
80.00	0.700	86.00	77.94	31.17	12.80	0.06855	-0.00205	0.701	85.53	80.00	0.700	86.00	
80.00	0.700	88.00	84.17	33.67	13.68	0.08252	-0.00256	0.702	87.60	80.00	0.700	88.00	
80.00	0.700	90.00	92.78	37.11	15.59	0.05074	-0.00135	0.703	89.65	80.00	0.700	90.00	
80.00	0.700	92.00	87.57	35.03	14.69	0.06100	-0.00076	0.705	91.68	80.00	0.700	92.00	
80.00	0.700	94.00	79.76	31.90	13.25	0.07769	-0.00136	0.706	93.74	80.00	0.700	94.00	
80.00	0.700	96.00	75.98	30.39	12.67	0.06631	-0.00220	0.707	95.77	80.00	0.700	96.00	
79.99	0.700	99.00	74.22	29.69	12.88	-0.02387	0.00117	0.709	98.80	80.00	0.700	99.00	
80.00	0.701	102.00	72.83	29.13	12.29	0.01531	-0.00067	0.711	101.79	80.00	0.700	102.00	
80.00	0.699	105.00	71.96	28.78	12.09	0.04009	-0.00151	0.713	104.77	80.00	0.700	105.00	
80.00	0.700	110.00	70.11	28.04	11.69	0.13594	-0.00470	0.715	109.65	80.00	0.700	110.00	
80.00	0.700	115.00	68.63	27.45	11.58	0.01610	-0.00012	0.716	114.51	80.00	0.700	115.00	
80.00	0.700	120.00	66.92	26.77	11.30	0.00961	-0.00072	0.718	119.35	80.00	0.700	120.00	
80.00	0.701	125.00	65.46	26.19	11.13	0.11382	-0.00602	0.718	124.20	80.00	0.700	125.00	
80.00	0.700	130.00	64.57	25.83	11.02	0.08228	-0.00296	0.718	129.10	80.00	0.700	130.00	
80.00	0.700	135.00	63.92	25.57	11.02	-0.01130	0.00176	0.716	134.02	80.00	0.700	135.00	
80.00	0.700	140.00	63.20	25.28	10.77	0.06683	-0.00042	0.715	138.97	80.00	0.700	140.00	
80.00	0.700	145.00	62.71	25.08	10.54	-0.01423	-0.00303	0.713	143.99	80.00	0.700	145.00	
80.00	0.700	150.00	62.73	25.09	10.56	0.02406	-0.00171	0.711	148.98	80.00	0.700	150.00	
80.00	0.700	155.00	63.01	25.20	10.64	0.03998	-0.00247	0.709	153.97	80.00	0.700	155.00	
80.00	0.700	160.00	63.18	25.27	10.56	0.00428	-0.00106	0.707	158.99	80.00	0.700	160.00	
80.00	0.700	165.00	63.62	25.45	10.68	0.00505	-0.00002	0.706	164.05	80.00	0.700	165.00	
80.00	0.700	170.00	63.62	25.45	10.41	0.02991	-0.00346	0.704	169.16	80.00	0.700	170.00	
80.00	0.700	175.00	64.25	25.70	10.74	0.01307	0.00147	0.704	174.33	80.00	0.700	175.00	
80.00	0.700	180.00	64.29	25.72	10.68	0.04171	-0.00045	0.703	179.56	80.00	0.700	180.00	
80.00	0.700	185.00	64.23	25.69	10.62	0.05069	-0.00038	0.703	184.73	80.00	0.700	185.00	
80.01	0.700	190.00	63.97	25.59	10.56	0.02622	-0.00083	0.704	189.95	80.00	0.700	190.00	
80.00	0.700	195.00	63.95	25.58	10.88	0.04549	0.00058	0.705	195.17	80.00	0.700	195.00	
80.00	0.700	200.00	63.15	25.26	10.66	0.02450	-0.00134	0.707	200.30	80.00	0.700	200.00	
80.00	0.700	205.00	62.74	25.10	10.71	0.04816	-0.00104	0.709	205.41	80.00	0.700	205.00	
80.00	0.700	210.00	62.55	25.02	10.73	0.05844	-0.00387	0.712	210.44	80.00	0.700	210.00	
80.00	0.700	215.00	62.64	25.06	10.86	0.03213	-0.00102	0.714	215.41	80.00	0.700	215.00	
79.99	0.700	220.00	62.79	25.11	10.93	0.04559	-0.00167	0.716	220.26	80.00	0.700	220.00	
80.00	0.700	225.00	63.24	25.30	10.92	0.02655	-0.00146	0.717	225.04	80.00	0.700	225.00	
80.00	0.700	230.00	63.96	25.59	11.04	0.04403	-0.00215	0.718	229.85	80.00	0.700	230.00	
80.00	0.700	235.00	64.87	25.95	11.06	0.04010	-0.00180	0.718	234.64	80.00	0.700	235.00	
80.00	0.700	240.00	66.09	26.44	11.07	0.06138	-0.00282	0.718	239.47	80.00	0.700	240.00	
