Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
19.99	3.000	0.00	1332.47	532.99	23.29	-0.07043	0.00245	3.097	-0.71	20.00	3.000	0.00	
20.00	3.000	5.00	1324.01	529.60	22.31	-0.08441	0.00250	3.097	4.21	20.00	3.000	5.00	
20.01	3.000	10.00	1337.03	534.81	23.52	-0.18012	0.00329	3.098	9.12	20.00	3.000	10.00	
20.00	3.000	15.00	1336.98	534.79	23.08	-0.14778	0.00355	3.096	13.97	20.00	3.000	15.00	
20.01	3.000	20.00	1342.77	537.11	22.85	-0.12892	0.00386	3.092	18.83	20.00	3.000	20.00	
20.01	2.999	25.00	1351.44	540.57	22.92	-0.20207	0.00413	3.088	23.71	20.00	3.000	25.00	
20.00	3.000	30.00	1363.22	545.29	21.89	-0.21768	0.00423	3.083	28.57	20.00	3.000	30.00	
20.00	3.000	35.00	1379.50	551.80	21.82	-0.18127	0.00415	3.075	33.45	20.00	3.000	35.00	
20.00	3.000	40.00	1403.07	561.23	21.60	-0.15013	0.00403	3.066	38.31	20.00	3.000	40.00	
20.00	3.000	45.00	1430.50	572.20	20.96	-0.17732	0.00383	3.057	43.22	20.00	3.000	45.00	
20.00	3.000	50.00	1468.45	587.38	20.67	-0.21395	0.00358	3.046	48.13	20.00	3.000	50.00	
20.00	3.000	55.00	1516.06	606.42	20.30	-0.15849	0.00315	3.036	53.07	20.00	3.000	55.00	
20.00	3.000	60.00	1587.43	634.97	20.18	-0.16341	0.00275	3.025	58.05	20.00	3.000	60.00	
20.01	3.000	65.00	1668.37	667.35	20.13	-0.12809	0.00217	3.014	63.06	20.00	3.000	65.00	
20.01	3.000	70.00	1774.86	709.94	19.51	-0.11436	0.00166	3.006	68.11	20.00	3.000	70.00	
20.01	3.000	75.00	1930.67	772.27	20.16	-0.13736	0.00127	3.000	73.18	20.00	3.000	75.00	
19.99	3.000	78.00	2055.96	822.38	20.77	-0.14577	0.00096	2.995	76.20	20.00	3.000	78.00	
19.98	3.000	81.00	2214.83	885.93	21.13	-0.13423	0.00068	2.990	79.25	20.00	3.000	81.00	
19.99	3.000	84.00	--	--	--	--	--	2.984	82.30	20.00	3.000	84.00	Current limit exceeded.
19.99	3.000	86.00	--	--	--	--	--	2.980	84.41	20.00	3.000	86.00	Current limit exceeded.
--	--	--	--	--	--	--	--	--	--	20.00	3.000	88.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	20.00	3.000	90.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	20.00	3.000	92.00	Measurement skipped. (Current limit exceeded.)
--	--	--	--	--	--	--	--	--	--	20.00	3.000	94.00	Measurement skipped. (Current limit exceeded.)
19.99	3.000	96.00	--	--	--	--	--	2.973	94.59	20.00	3.000	96.00	Current limit exceeded.
19.99	3.000	99.00	--	--	--	--	--	2.972	97.83	20.00	3.000	99.00	Current limit exceeded.
20.00	3.000	102.00	2192.76	877.10	24.40	-0.01668	-0.00083	2.972	100.92	20.00	3.000	102.00	
20.01	3.000	105.00	2034.70	813.88	22.32	-0.00133	-0.00091	2.971	103.98	20.00	3.000	105.00	
20.00	3.000	110.00	1866.11	746.45	22.50	-0.00565	-0.00107	2.973	108.87	20.00	3.000	110.00	
20.00	3.000	115.00	1739.70	695.88	22.10	-0.02990	-0.00108	2.970	113.82	20.00	3.000	115.00	
20.01	3.000	120.00	1649.01	659.60	22.61	-0.02559	-0.00085	2.966	118.79	20.00	3.000	120.00	
20.00	3.000	125.00	1576.13	630.45	22.83	-0.03658	-0.00066	2.963	123.74	20.00	3.000	125.00	
20.00	3.000	130.00	1520.58	608.23	22.83	-0.10551	-0.00038	2.960	128.71	20.00	3.000	130.00	
20.00	3.000	135.00	1481.15	592.46	23.68	-0.08916	0.00000	2.954	133.71	20.00	3.000	135.00	
20.00	3.000	140.00	1442.89	577.15	23.39	-0.14922	0.00032	2.948	138.72	20.00	3.000	140.00	
19.99	3.000	145.00	1415.80	566.32	23.79	-0.16422	0.00071	2.942	143.76	20.00	3.000	145.00	
20.01	3.000	150.00	1391.75	556.70	23.60	-0.10764	0.00118	2.938	148.82	20.00	3.000	150.00	
20.00	3.000	155.00	1372.45	548.98	23.75	-0.20580	0.00177	2.933	153.82	20.00	3.000	155.00	
20.01	3.000	160.00	1351.23	540.49	22.70	-0.21056	0.00207	2.929	158.84	20.00	3.000	160.00	
20.01	3.000	165.00	1332.96	533.19	21.69	-0.31072	0.00227	2.926	163.86	20.00	3.000	165.00	
20.01	3.000	170.00	1315.92	526.37	20.46	-0.22573	0.00245	2.923	168.90	20.00	3.000	170.00	
20.02	3.000	175.00	1294.16	517.66	18.08	-0.13377	0.00234	2.921	174.05	20.00	3.000	175.00	
20.01	3.000	180.00	1286.28	514.51	17.76	-0.06360	0.00210	2.920	179.29	20.00	3.000	180.00	
20.00	3.000	185.00	1286.30	514.52	17.53	-0.16581	0.00288	2.920	184.46	20.00	3.000	185.00	
20.01	3.000	190.00	1294.52	517.81	18.28	-0.19481	0.00386	2.923	189.59	20.00	3.000	190.00	
20.01	3.000	195.00	1318.04	527.22	21.00	-0.30940	0.00469	2.926	194.73	20.00	3.000	195.00	
20.01	3.000	200.00	1349.94	539.98	25.68	-0.28483	0.00516	2.931	199.81	20.00	3.000	200.00	
20.01	3.000	205.00	1365.75	546.30	25.91	-0.27864	0.00530	2.937	204.86	20.00	3.000	205.00	
20.01	3.000	210.00	1387.27	554.91	25.18	-0.25298	0.00545	2.944	209.91	20.00	3.000	210.00	
20.01	3.000	215.00	1403.78	561.51	24.90	-0.25255	0.00546	2.953	214.92	20.00	3.000	215.00	
20.01	3.000	220.00	1433.60	573.44	24.71	-0.26730	0.00539	2.961	219.85	20.00	3.000	220.00	
20.01	3.000	225.00	1461.46	584.59	24.20	-0.22791	0.00518	2.970	224.76	20.00	3.000	225.00	
20.01	3.000	230.00	1499.17	599.67	22.56	-0.20445	0.00492	2.979	229.68	20.00	3.000	230.00	
20.01	3.000	235.00	1547.91	619.16	21.58	-0.15559	0.00454	2.988	234.55	20.00	3.000	235.00	
20.01	3.000	240.00	1614.89	645.96	21.92	-0.19973	0.00409	2.995	239.40	20.00	3.000	240.00	
