Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.01	0.070	0.00	509.19	203.68	23.80	0.06944	0.00039	0.072	0.28	70.00	0.070	0.00	
70.01	0.070	5.00	508.30	203.32	22.77	-0.00904	-0.00006	0.073	5.01	70.00	0.070	5.00	
70.01	0.070	10.00	510.61	204.24	23.13	0.06348	0.00029	0.073	10.07	70.00	0.070	10.00	
70.01	0.070	15.00	514.12	205.65	23.30	-0.03590	0.00029	0.072	14.97	70.00	0.070	15.00	
70.00	0.071	20.00	515.85	206.34	22.89	0.04489	0.00005	0.072	20.06	70.00	0.070	20.00	
70.00	0.070	25.00	519.14	207.66	23.03	0.04575	0.00013	0.073	25.10	70.00	0.070	25.00	
70.00	0.070	30.00	523.94	209.58	23.96	0.07570	0.00029	0.073	29.95	70.00	0.070	30.00	
70.00	0.070	35.00	528.03	211.21	24.25	0.00996	0.00032	0.072	34.63	70.00	0.070	35.00	
69.99	0.070	40.00	530.18	212.07	23.28	0.04322	0.00018	0.072	39.41	70.00	0.070	40.00	
70.00	0.070	45.00	535.31	214.12	24.22	0.03050	0.00029	0.072	44.21	70.00	0.070	45.00	
70.00	0.070	50.00	540.86	216.34	24.75	0.04678	0.00020	0.071	49.04	70.00	0.070	50.00	
70.01	0.070	55.00	542.66	217.06	23.76	0.02048	0.00025	0.070	53.92	70.00	0.070	55.00	
70.00	0.070	60.00	549.09	219.64	24.80	-0.01162	0.00038	0.070	58.88	70.00	0.070	60.00	
69.99	0.070	65.00	552.66	221.06	24.57	0.03168	0.00026	0.069	63.95	70.00	0.070	65.00	
70.00	0.070	70.00	556.23	222.49	24.74	-0.03170	0.00018	0.069	69.02	70.00	0.070	70.00	
70.00	0.070	75.00	560.03	224.01	24.64	0.02582	0.00016	0.070	74.15	70.00	0.070	75.00	
70.00	0.070	78.00	562.92	225.17	25.22	0.02215	0.00010	0.069	77.41	70.00	0.070	78.00	
70.01	0.070	81.00	564.48	225.79	25.68	0.01120	0.00013	0.069	80.45	70.00	0.070	81.00	
69.99	0.070	84.00	565.68	226.27	26.24	-0.02158	0.00011	0.069	83.65	70.00	0.070	84.00	
70.01	0.070	86.00	565.95	226.38	25.81	-0.00917	0.00003	0.070	85.67	70.00	0.070	86.00	
70.00	0.070	88.00	566.08	226.43	25.88	-0.00088	-0.00019	0.069	87.78	70.00	0.070	88.00	
70.00	0.070	90.00	567.69	227.08	26.43	0.00658	0.00016	0.069	89.92	70.00	0.070	90.00	
70.01	0.070	92.00	565.92	226.37	25.82	0.03050	-0.00018	0.070	92.04	70.00	0.070	92.00	
69.99	0.070	94.00	566.70	226.68	26.38	0.02976	-0.00001	0.070	93.93	70.00	0.070	94.00	
70.00	0.070	96.00	564.95	225.98	25.92	0.04008	-0.00014	0.070	96.03	70.00	0.070	96.00	
70.00	0.070	99.00	563.60	225.44	25.44	0.01323	-0.00012	0.070	98.95	70.00	0.070	99.00	
70.00	0.070	102.00	563.03	225.21	25.71	0.06560	-0.00018	0.071	102.01	70.00	0.070	102.00	
