Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
45.00	2.000	0.00	632.18	252.87	19.70	-0.04401	0.00095	2.081	-0.17	45.00	2.000	0.00	
44.98	2.000	5.00	626.52	250.61	18.41	-0.03303	0.00043	2.082	4.78	45.00	2.000	5.00	
45.01	2.000	10.00	625.26	250.10	18.76	-0.04642	0.00094	2.081	9.76	45.00	2.000	10.00	
45.01	2.000	15.00	621.82	248.73	18.60	0.03560	0.00103	2.080	14.68	45.00	2.000	15.00	
45.01	2.000	20.00	618.31	247.33	18.81	-0.02240	0.00129	2.078	19.57	45.00	2.000	20.00	
45.01	2.000	25.00	612.00	244.80	18.05	0.05246	0.00112	2.074	24.47	45.00	2.000	25.00	
44.98	2.000	30.00	606.61	242.64	17.60	-0.02869	0.00114	2.069	29.32	45.00	2.000	30.00	
45.01	2.000	35.00	601.79	240.72	17.58	0.04495	0.00106	2.063	34.21	45.00	2.000	35.00	
45.00	2.000	40.00	597.49	239.00	17.43	-0.00588	0.00108	2.057	39.07	45.00	2.000	40.00	
45.00	2.000	45.00	591.64	236.65	16.52	0.00784	0.00087	2.048	43.96	45.00	2.000	45.00	
44.98	1.999	50.00	586.06	234.43	15.89	0.00996	0.00068	2.040	48.85	45.00	2.000	50.00	
45.01	2.000	55.00	583.29	233.32	15.84	0.01257	0.00080	2.030	53.81	45.00	2.000	55.00	
45.00	1.999	60.00	577.82	231.13	14.94	0.01872	0.00073	2.022	58.79	45.00	2.000	60.00	
45.01	2.000	65.00	573.20	229.28	14.23	0.01639	0.00041	2.013	63.85	45.00	2.000	65.00	
45.00	2.000	70.00	567.94	227.18	13.37	0.05862	0.00026	2.008	68.92	45.00	2.000	70.00	
45.01	2.000	75.00	559.00	223.60	11.90	0.02346	-0.00027	2.004	74.06	45.00	2.000	75.00	
44.98	2.000	78.00	557.38	222.95	11.28	0.02786	-0.00023	2.003	77.12	45.00	2.000	78.00	
45.00	2.000	81.00	560.35	224.14	10.40	0.05813	-0.00013	2.002	80.24	45.00	2.000	81.00	
44.99	2.000	84.00	579.27	231.71	9.31	0.09993	-0.00040	2.003	83.30	45.00	2.000	84.00	
45.01	2.000	86.00	622.21	248.88	8.96	0.06726	-0.00029	2.002	85.40	45.00	2.000	86.00	
45.00	2.000	88.00	702.73	281.09	9.20	0.07567	-0.00018	2.004	87.45	45.00	2.000	88.00	
45.01	2.000	90.00	771.23	308.49	9.84	0.04871	-0.00016	2.004	89.52	45.00	2.000	90.00	
45.01	2.000	92.00	735.88	294.35	9.51	0.05145	-0.00029	2.004	91.58	45.00	2.000	92.00	
45.01	2.000	94.00	651.56	260.62	9.03	0.09124	-0.00052	2.005	93.63	45.00	2.000	94.00	
45.00	2.000	96.00	595.38	238.15	9.25	0.05591	-0.00065	2.007	95.67	45.00	2.000	96.00	
45.00	2.000	99.00	564.63	225.85	10.12	0.07110	-0.00078	2.009	98.69	45.00	2.000	99.00	
44.99	1.999	102.00	562.22	224.89	11.36	0.05531	-0.00065	2.011	101.67	45.00	2.000	102.00	
45.01	2.000	105.00	563.81	225.53	12.06	0.04485	-0.00058	2.012	104.70	45.00	2.000	105.00	
