Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	4.999	0.00	2.20	0.88	2.84	0.05570	-0.10000	5.115	-0.62	80.00	5.000	0.00	
80.00	5.000	5.00	2.19	0.88	2.83	0.04535	-0.10000	5.116	4.38	80.00	5.000	5.00	
80.00	5.000	10.00	2.20	0.88	2.82	0.07645	-0.10000	5.115	9.30	80.00	5.000	10.00	
80.00	5.000	15.00	2.30	0.92	2.93	0.13270	-0.10000	5.113	14.21	80.00	5.000	15.00	
80.00	5.000	20.00	2.42	0.97	2.96	0.08848	-0.10000	5.109	19.12	80.00	5.000	20.00	
80.00	5.000	25.00	2.59	1.03	3.04	0.06650	-0.10000	5.103	24.03	80.00	5.000	25.00	
80.01	5.001	30.00	2.80	1.12	3.11	0.03159	-0.10000	5.097	28.94	80.00	5.000	30.00	
79.99	5.000	35.00	3.12	1.25	3.23	0.11909	-0.10000	5.090	33.85	80.00	5.000	35.00	
80.00	5.000	40.00	3.50	1.40	3.38	0.17032	-0.10000	5.080	38.76	80.00	5.000	40.00	
80.00	5.000	45.00	4.00	1.60	3.56	0.16529	-0.10000	5.070	43.69	80.00	5.000	45.00	
80.00	5.000	50.00	4.60	1.84	3.75	0.08410	-0.03729	5.060	48.64	80.00	5.000	50.00	
80.00	5.000	55.00	5.29	2.12	3.91	0.12081	-0.07240	5.049	53.61	80.00	5.000	55.00	
79.99	5.000	60.00	6.07	2.43	4.09	0.19403	-0.08030	5.038	58.62	80.00	5.000	60.00	
80.00	5.000	65.00	7.16	2.86	4.44	0.08960	-0.03717	5.028	63.65	80.00	5.000	65.00	
80.01	5.000	70.00	8.36	3.34	4.72	0.08756	-0.04804	5.019	68.71	80.00	5.000	70.00	
80.00	5.000	75.00	9.98	3.99	5.20	0.11098	-0.03449	5.011	73.80	80.00	5.000	75.00	
80.00	5.000	78.00	11.12	4.45	5.65	0.08033	-0.02069	5.008	76.86	80.00	5.000	78.00	
80.00	5.000	81.00	12.25	4.90	6.01	0.06675	-0.02303	5.005	79.93	80.00	5.000	81.00	
79.99	5.000	84.00	13.60	5.44	6.60	0.07975	-0.01527	5.002	83.01	80.00	5.000	84.00	
80.00	5.000	86.00	14.63	5.85	6.96	0.10541	-0.01783	5.001	85.06	80.00	5.000	86.00	
80.00	5.000	88.00	15.85	6.34	7.37	0.05694	-0.01915	4.999	87.13	80.00	5.000	88.00	
