Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.02	0.050	0.00	1312.47	524.99	22.56	-0.07455	0.00084	0.050	1.04	50.00	0.050	0.00	
49.99	0.050	5.00	1298.17	519.27	20.87	-0.06115	0.00004	0.052	5.02	50.00	0.050	5.00	
49.98	0.050	10.00	1299.25	519.70	20.88	-0.00941	0.00001	0.052	9.98	50.00	0.050	10.00	
49.99	0.050	15.00	1299.72	519.89	20.62	0.03935	-0.00004	0.052	14.90	50.00	0.050	15.00	
49.99	0.050	20.00	1299.10	519.64	20.64	0.06191	-0.00002	0.053	20.04	50.00	0.050	20.00	
49.99	0.050	25.00	1302.98	521.19	21.07	0.01862	0.00013	0.052	24.85	50.00	0.050	25.00	
49.99	0.050	30.00	1305.73	522.29	21.04	0.02591	0.00009	0.052	29.53	50.00	0.050	30.00	
49.99	0.050	35.00	1307.98	523.19	21.17	0.00937	0.00006	0.052	34.38	50.00	0.050	35.00	
49.99	0.051	40.00	1306.04	522.42	20.36	0.00364	0.00000	0.051	39.16	50.00	0.050	40.00	
49.98	0.050	45.00	1309.99	524.00	20.63	-0.00825	0.00001	0.050	43.98	50.00	0.050	45.00	
49.98	0.050	50.00	1309.89	523.96	20.37	-0.01058	-0.00002	0.050	48.80	50.00	0.050	50.00	
49.99	0.050	55.00	1313.86	525.54	20.78	0.02566	-0.00004	0.050	53.75	50.00	0.050	55.00	
49.99	0.050	60.00	1314.52	525.81	20.53	0.02406	-0.00007	0.050	58.84	50.00	0.050	60.00	
49.99	0.050	65.00	1316.26	526.50	20.67	-0.02963	-0.00014	0.049	63.96	50.00	0.050	65.00	
49.99	0.050	70.00	1318.79	527.52	20.90	-0.00118	-0.00014	0.049	69.22	50.00	0.050	70.00	
49.99	0.050	75.00	1317.95	527.18	20.63	0.03364	-0.00019	0.049	74.39	50.00	0.050	75.00	
49.99	0.050	78.00	1317.69	527.08	20.48	0.00600	-0.00018	0.049	77.75	50.00	0.050	78.00	
49.99	0.050	81.00	1322.25	528.90	21.07	0.03080	-0.00033	0.049	80.90	50.00	0.050	81.00	
49.99	0.050	84.00	1321.79	528.72	20.89	0.03481	-0.00026	0.049	84.12	50.00	0.050	84.00	
49.99	0.050	86.00	1320.91	528.36	20.94	0.02743	-0.00029	0.050	86.23	50.00	0.050	86.00	
49.99	0.050	88.00	1319.67	527.87	20.71	0.04268	-0.00035	0.050	88.28	50.00	0.050	88.00	
49.99	0.050	90.00	1321.64	528.66	20.99	-0.01074	-0.00031	0.050	90.32	50.00	0.050	90.00	
49.99	0.050	92.00	1320.32	528.13	20.75	0.00912	-0.00030	0.050	92.26	50.00	0.050	92.00	
49.99	0.050	94.00	1318.53	527.41	20.67	-0.00449	-0.00037	0.050	94.49	50.00	0.050	94.00	
49.99	0.050	96.00	1319.71	527.88	20.74	0.03230	-0.00034	0.050	96.40	50.00	0.050	96.00	
49.99	0.050	99.00	1319.15	527.66	20.86	0.03333	-0.00038	0.050	99.62	50.00	0.050	99.00	
49.99	0.050	102.00	1316.65	526.66	20.57	0.05643	-0.00045	0.050	102.46	50.00	0.050	102.00	
49.99	0.050	105.00	1315.24	526.10	20.40	0.00234	-0.00043	0.050	105.51	50.00	0.050	105.00	
