Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	-0.000	0.00	281.10	112.44	25.04	0.01165	0.00102	0.000	54.04	80.00	0.000	0.00	
80.01	0.000	5.00	280.63	112.25	24.42	-0.01484	0.00082	0.000	0.70	80.00	0.000	5.00	
80.00	-0.000	10.00	281.84	112.74	25.50	0.06328	0.00043	-0.000	100.00	80.00	0.000	10.00	
80.00	0.000	15.00	281.26	112.50	24.16	0.07511	0.00005	-0.000	47.27	80.00	0.000	15.00	
80.00	0.000	20.00	281.59	112.63	24.54	0.00362	0.00028	0.000	-31.01	80.00	0.000	20.00	
80.00	-0.000	25.00	281.59	112.64	24.24	0.03187	0.00045	0.001	17.05	80.00	0.000	25.00	
80.00	0.000	30.00	281.75	112.70	24.40	0.02056	0.00023	0.001	18.29	80.00	0.000	30.00	
80.00	-0.000	35.00	281.57	112.63	24.54	0.01294	0.00029	0.000	14.46	80.00	0.000	35.00	
80.00	0.000	40.00	282.19	112.88	24.67	0.03129	0.00039	0.000	25.36	80.00	0.000	40.00	
80.01	0.000	45.00	282.33	112.93	24.49	0.03336	-0.00004	0.000	-27.63	80.00	0.000	45.00	
80.00	-0.000	50.00	282.67	113.07	24.68	0.02156	0.00025	0.000	-34.62	80.00	0.000	50.00	
80.00	-0.000	55.00	282.65	113.06	24.75	0.00551	0.00007	0.000	33.49	80.00	0.000	55.00	
80.01	-0.000	60.00	281.88	112.75	24.42	0.02635	0.00021	0.001	40.01	80.00	0.000	60.00	
80.01	0.000	65.00	282.60	113.04	24.52	0.07226	-0.00000	0.001	47.86	80.00	0.000	65.00	
80.00	0.000	70.00	282.78	113.11	24.88	0.02715	0.00006	0.001	50.37	80.00	0.000	70.00	
80.00	-0.000	75.00	282.47	112.99	24.52	0.04494	-0.00020	0.000	54.92	80.00	0.000	75.00	
80.00	-0.000	78.00	282.40	112.96	24.86	0.02401	0.00012	0.001	44.07	80.00	0.000	78.00	
80.01	0.000	81.00	281.66	112.67	24.53	0.02215	-0.00010	0.000	55.26	80.00	0.000	81.00	
80.01	-0.000	84.00	281.85	112.74	24.18	0.03690	-0.00047	0.000	13.70	80.00	0.000	84.00	
80.00	-0.000	86.00	281.95	112.78	24.34	0.06441	-0.00026	-0.000	162.91	80.00	0.000	86.00	
80.01	0.001	88.00	282.14	112.86	24.76	0.01448	-0.00018	0.000	62.33	80.00	0.000	88.00	
80.00	0.000	90.00	281.59	112.64	24.13	0.03371	-0.00053	-0.000	136.18	80.00	0.000	90.00	
80.00	0.000	92.00	282.11	112.84	24.64	0.02175	0.00009	0.000	55.00	80.00	0.000	92.00	
80.00	-0.000	94.00	281.92	112.77	24.51	0.02512	-0.00022	0.000	43.37	80.00	0.000	94.00	
80.01	-0.000	96.00	281.47	112.59	24.28	0.05191	-0.00027	0.000	19.17	80.00	0.000	96.00	
80.00	0.000	99.00	281.79	112.72	24.46	0.05082	-0.00025	0.001	71.82	80.00	0.000	99.00	
79.99	-0.000	102.00	281.35	112.54	24.36	0.05775	-0.00005	0.000	55.50	80.00	0.000	102.00	
80.00	0.000	105.00	281.11	112.44	24.28	0.05802	-0.00026	0.001	63.86	80.00	0.000	105.00	
80.00	0.000	110.00	281.04	112.42	24.36	0.02908	0.00013	0.000	58.24	80.00	0.000	110.00	
80.00	-0.000	115.00	281.18	112.47	24.42	0.04079	0.00016	-0.000	194.38	80.00	0.000	115.00	
80.00	-0.000	120.00	280.74	112.30	24.21	0.07584	-0.00033	-0.000	118.17	80.00	0.000	120.00	
80.01	0.000	125.00	281.62	112.65	24.66	-0.00097	-0.00011	-0.000	190.09	80.00	0.000	125.00	
80.00	-0.000	130.00	281.22	112.49	24.14	0.06954	0.00029	-0.000	149.09	80.00	0.000	130.00	
80.01	-0.000	135.00	280.89	112.36	24.23	0.07463	-0.00018	-0.000	136.93	80.00	0.000	135.00	
80.01	-0.000	140.00	281.91	112.77	24.72	0.02934	0.00021	-0.000	157.33	80.00	0.000	140.00	
79.99	0.000	145.00	281.45	112.58	24.46	0.04259	-0.00008	-0.000	114.02	80.00	0.000	145.00	
79.99	0.000	150.00	281.03	112.41	24.20	-0.00285	0.00008	-0.000	173.86	80.00	0.000	150.00	
80.00	0.000	155.00	282.04	112.82	24.81	-0.00985	0.00042	-0.000	117.45	80.00	0.000	155.00	
80.00	-0.000	160.00	281.63	112.65	24.70	0.01370	0.00008	-0.000	148.69	80.00	0.000	160.00	
80.00	0.000	165.00	281.75	112.70	24.75	0.03810	0.00019	-0.000	158.05	80.00	0.000	165.00	
80.01	0.000	170.00	281.38	112.55	24.63	-0.01852	0.00003	-0.000	201.88	80.00	0.000	170.00	
