Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
80.01	1.000	0.00	48.18	19.27	9.14	0.00931	-0.00277	1.057	0.03	80.00	1.000	0.00	
80.00	1.000	5.00	48.18	19.27	9.27	0.04443	-0.00453	1.057	5.07	80.00	1.000	5.00	
80.00	0.999	10.00	47.81	19.13	9.11	0.03871	-0.00184	1.057	10.07	80.00	1.000	10.00	
80.00	1.000	15.00	47.65	19.06	9.22	0.04043	-0.00273	1.055	15.05	80.00	1.000	15.00	
80.00	1.000	20.00	47.22	18.89	9.18	0.03224	-0.00168	1.054	19.98	80.00	1.000	20.00	
80.01	1.000	25.00	46.92	18.77	9.20	0.02287	-0.00282	1.050	24.88	80.00	1.000	25.00	
80.00	1.000	30.00	46.70	18.68	9.22	0.09745	-0.00334	1.047	29.70	80.00	1.000	30.00	
79.99	0.999	35.00	46.64	18.66	9.26	0.01660	-0.00265	1.043	34.50	80.00	1.000	35.00	
79.99	1.000	40.00	46.78	18.71	9.36	0.00984	-0.00310	1.038	39.26	80.00	1.000	40.00	
80.01	1.000	45.00	47.29	18.92	9.49	0.04063	-0.00361	1.032	44.05	80.00	1.000	45.00	
80.00	1.000	50.00	47.99	19.20	9.61	0.06865	-0.00457	1.026	48.85	80.00	1.000	50.00	
80.00	1.000	55.00	49.11	19.64	9.91	0.00984	-0.00229	1.018	53.72	80.00	1.000	55.00	
80.00	1.000	60.00	50.34	20.14	10.27	0.05931	-0.00235	1.011	58.67	80.00	1.000	60.00	
80.01	1.000	65.00	51.60	20.64	10.36	0.01755	-0.00329	1.004	63.72	80.00	1.000	65.00	
80.00	1.000	70.00	53.10	21.24	10.63	0.03970	-0.00422	0.999	68.84	80.00	1.000	70.00	
80.00	1.000	75.00	54.58	21.83	10.91	0.08731	-0.00403	0.996	74.03	80.00	1.000	75.00	
80.00	1.000	78.00	55.50	22.20	11.30	0.03217	-0.00214	0.996	77.15	80.00	1.000	78.00	
80.00	1.000	81.00	56.16	22.47	11.51	0.04503	-0.00332	0.996	80.29	80.00	1.000	81.00	
80.00	1.000	84.00	57.22	22.89	11.95	0.03516	-0.00243	0.997	83.43	80.00	1.000	84.00	
80.00	1.000	86.00	58.77	23.51	12.12	0.05057	-0.00191	0.998	85.52	80.00	1.000	86.00	
80.00	0.999	88.00	62.49	25.00	12.43	0.04028	-0.00396	0.999	87.59	80.00	1.000	88.00	
79.99	1.000	90.00	69.40	27.76	14.04	0.07598	-0.00253	1.001	89.65	80.00	1.000	90.00	
80.00	1.000	92.00	65.02	26.01	12.95	0.03623	-0.00372	1.002	91.71	80.00	1.000	92.00	
80.00	1.000	94.00	59.86	23.95	12.12	0.03578	-0.00137	1.004	93.75	80.00	1.000	94.00	
80.00	1.000	96.00	57.62	23.05	11.69	0.06847	-0.00435	1.005	95.78	80.00	1.000	96.00	
80.01	0.999	99.00	56.75	22.70	11.59	0.06614	-0.00575	1.008	98.81	80.00	1.000	99.00	
80.01	1.001	102.00	56.17	22.47	11.25	0.13294	-0.00674	1.011	101.81	80.00	1.000	102.00	
80.00	1.000	105.00	55.81	22.32	11.27	0.04762	0.00082	1.014	104.78	80.00	1.000	105.00	
80.00	1.000	110.00	54.22	21.69	10.81	0.09066	-0.00463	1.017	109.67	80.00	1.000	110.00	
80.00	1.000	115.00	53.18	21.27	10.88	0.04734	-0.00010	1.020	114.53	80.00	1.000	115.00	
80.00	1.000	120.00	51.54	20.61	10.28	0.07681	-0.00443	1.022	119.35	80.00	1.000	120.00	
80.00	1.000	125.00	50.34	20.14	9.93	0.05333	-0.00014	1.021	124.20	80.00	1.000	125.00	
80.00	0.999	130.00	49.27	19.71	9.79	0.09003	-0.00624	1.020	129.08	80.00	1.000	130.00	
80.00	1.000	135.00	48.65	19.46	9.59	0.10836	-0.00310	1.018	133.97	80.00	1.000	135.00	
80.00	1.000	140.00	48.34	19.34	9.59	0.01995	-0.00206	1.015	138.91	80.00	1.000	140.00	
80.00	1.000	145.00	47.83	19.13	9.20	0.07110	-0.00736	1.012	143.90	80.00	1.000	145.00	
80.00	1.000	150.00	48.20	19.28	9.47	0.04333	-0.00131	1.008	148.92	80.00	1.000	150.00	
80.00	1.000	155.00	48.38	19.35	9.43	0.11078	-0.00304	1.004	153.92	80.00	1.000	155.00	
80.00	1.000	160.00	48.66	19.46	9.46	0.04135	-0.00121	1.001	158.92	80.00	1.000	160.00	
79.99	1.000	165.00	48.99	19.60	9.48	0.10775	-0.00221	0.999	163.99	80.00	1.000	165.00	
79.99	1.000	170.00	49.07	19.63	9.27	-0.00956	-0.00219	0.997	169.11	80.00	1.000	170.00	
79.99	0.999	175.00	49.52	19.81	9.58	-0.02128	0.00469	0.995	174.32	80.00	1.000	175.00	
80.00	1.000	180.00	49.69	19.88	9.57	0.02805	-0.00024	0.995	179.56	80.00	1.000	180.00	
80.01	1.000	185.00	49.64	19.86	9.56	0.05784	0.00037	0.995	184.77	80.00	1.000	185.00	
80.01	1.000	190.00	49.49	19.80	9.53	0.04792	-0.00267	0.996	190.00	80.00	1.000	190.00	
80.00	1.000	195.00	49.00	19.60	9.44	0.10505	-0.00449	0.998	195.24	80.00	1.000	195.00	
80.00	1.000	200.00	48.64	19.46	9.53	0.02319	-0.00026	1.002	200.41	80.00	1.000	200.00	
80.00	1.000	205.00	48.07	19.23	9.49	0.07003	-0.00221	1.005	205.52	80.00	1.000	205.00	
80.00	1.000	210.00	47.75	19.10	9.44	0.07051	-0.00338	1.008	210.56	80.00	1.000	210.00	
