Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
35.01	0.049	0.00	2197.83	879.13	24.62	-0.21085	0.00081	0.051	-1.39	35.00	0.050	0.00	
35.00	0.050	5.00	2167.65	867.06	22.13	-0.04111	-0.00001	0.053	2.76	35.00	0.050	5.00	
35.00	0.050	10.00	2175.99	870.39	22.33	-0.05894	-0.00000	0.052	7.74	35.00	0.050	10.00	
34.99	0.050	15.00	2171.98	868.79	22.11	-0.01664	-0.00002	0.052	12.50	35.00	0.050	15.00	
35.00	0.050	20.00	2168.58	867.43	22.15	-0.00465	-0.00001	0.052	17.43	35.00	0.050	20.00	
35.00	0.050	25.00	2166.66	866.66	22.20	-0.00314	0.00005	0.052	22.46	35.00	0.050	25.00	
35.00	0.050	30.00	2172.11	868.84	22.54	0.00316	0.00005	0.051	27.21	35.00	0.050	30.00	
35.00	0.050	35.00	2172.32	868.93	22.38	-0.01658	0.00005	0.050	32.01	35.00	0.050	35.00	
35.00	0.050	40.00	2174.53	869.81	22.47	-0.04133	0.00004	0.050	36.80	35.00	0.050	40.00	
35.00	0.050	45.00	2178.63	871.45	22.31	-0.02219	-0.00001	0.049	41.71	35.00	0.050	45.00	
35.00	0.050	50.00	2181.13	872.45	22.38	-0.03194	-0.00003	0.048	46.72	35.00	0.050	50.00	
35.00	0.050	55.00	2182.99	873.20	22.51	-0.04055	-0.00008	0.048	51.74	35.00	0.050	55.00	
35.00	0.050	60.00	2189.52	875.81	22.55	-0.02040	-0.00010	0.048	57.13	35.00	0.050	60.00	
35.00	0.050	65.00	2191.16	876.47	22.61	-0.01017	-0.00013	0.047	62.47	35.00	0.050	65.00	
35.00	0.050	70.00	2194.30	877.72	22.86	-0.01615	-0.00015	0.047	67.97	35.00	0.050	70.00	
35.00	0.050	75.00	2196.26	878.50	22.60	0.00898	-0.00022	0.046	73.52	35.00	0.050	75.00	
35.00	0.050	78.00	2195.28	878.11	22.62	-0.00419	-0.00026	0.047	77.07	35.00	0.050	78.00	
35.00	0.050	81.00	2196.58	878.63	22.58	-0.05705	-0.00024	0.047	80.55	35.00	0.050	81.00	
35.00	0.050	84.00	2196.69	878.68	22.89	-0.02062	-0.00029	0.046	83.97	35.00	0.050	84.00	
34.99	0.050	86.00	2194.35	877.74	22.69	-0.01971	-0.00029	0.047	86.24	35.00	0.050	86.00	
35.00	0.050	88.00	2193.78	877.51	22.33	-0.00544	-0.00033	0.047	88.44	35.00	0.050	88.00	
35.00	0.050	90.00	2195.69	878.28	22.60	-0.03086	-0.00036	0.048	90.43	35.00	0.050	90.00	
35.00	0.050	92.00	2199.72	879.89	22.83	0.00973	-0.00034	0.047	92.72	35.00	0.050	92.00	
35.00	0.050	94.00	2199.56	879.83	22.72	-0.03382	-0.00029	0.047	95.14	35.00	0.050	94.00	
35.00	0.050	96.00	2200.47	880.19	22.86	-0.01288	-0.00029	0.048	96.94	35.00	0.050	96.00	
35.00	0.050	99.00	2197.34	878.94	22.81	0.00711	-0.00037	0.047	100.28	35.00	0.050	99.00	
35.00	0.050	102.00	2192.23	876.89	22.39	0.00934	-0.00040	0.048	103.51	35.00	0.050	102.00	
34.99	0.050	105.00	2195.26	878.10	22.92	0.01794	-0.00033	0.048	106.69	35.00	0.050	105.00	
35.00	0.050	110.00	2187.52	875.01	22.46	0.01308	-0.00037	0.048	111.47	35.00	0.050	110.00	
35.00	0.050	115.00	2187.47	874.99	22.33	-0.04410	-0.00033	0.049	116.57	35.00	0.050	115.00	
