Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.02	4.999	0.00	49.86	19.94	8.07	0.00167	-0.00378	5.115	-0.51	70.00	5.000	0.00	
70.00	5.000	5.00	49.93	19.97	8.13	0.06330	-0.00315	5.116	4.52	70.00	5.000	5.00	
70.00	5.000	10.00	49.99	20.00	8.15	0.02579	-0.00087	5.114	9.42	70.00	5.000	10.00	
70.01	5.000	15.00	50.11	20.04	8.23	0.08670	0.00055	5.110	14.35	70.00	5.000	15.00	
70.00	5.000	20.00	50.03	20.01	8.02	0.01661	0.00296	5.106	19.26	70.00	5.000	20.00	
70.01	5.000	25.00	50.76	20.30	8.12	0.13635	0.00487	5.099	24.18	70.00	5.000	25.00	
70.00	5.000	30.00	51.85	20.74	8.33	0.13241	0.00728	5.092	29.08	70.00	5.000	30.00	
70.00	5.000	35.00	53.21	21.28	8.48	0.12078	0.00844	5.084	34.00	70.00	5.000	35.00	
70.00	5.000	40.00	55.03	22.01	8.76	0.07035	0.00951	5.074	38.91	70.00	5.000	40.00	
70.00	5.000	45.00	56.77	22.71	8.82	0.06262	0.00830	5.063	43.85	70.00	5.000	45.00	
70.00	5.000	50.00	58.98	23.59	9.17	0.08070	0.00826	5.052	48.80	70.00	5.000	50.00	
70.00	5.000	55.00	61.06	24.42	9.35	0.01362	0.00688	5.041	53.78	70.00	5.000	55.00	
70.00	5.000	60.00	63.24	25.29	9.62	-0.00534	0.00407	5.030	58.79	70.00	5.000	60.00	
69.99	5.000	65.00	65.34	26.13	9.91	0.01724	0.00234	5.020	63.83	70.00	5.000	65.00	
70.00	5.000	70.00	67.36	26.95	10.49	0.01032	0.00218	5.011	68.90	70.00	5.000	70.00	
70.00	5.000	75.00	68.16	27.26	10.83	0.07742	-0.00109	5.002	74.00	70.00	5.000	75.00	
70.00	5.000	78.00	68.31	27.32	11.38	0.08597	-0.00070	4.999	77.06	70.00	5.000	78.00	
70.00	5.000	81.00	67.30	26.92	11.66	0.05248	-0.00266	4.995	80.14	70.00	5.000	81.00	
