Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
65.00	3.000	0.00	164.43	65.77	12.78	0.05444	-0.00010	3.099	-0.20	65.00	3.000	0.00	
65.00	3.000	5.00	160.57	64.23	12.58	0.03004	-0.00006	3.098	4.79	65.00	3.000	5.00	
65.00	3.000	10.00	162.05	64.82	12.87	0.06562	0.00026	3.097	9.72	65.00	3.000	10.00	
65.00	3.000	15.00	160.62	64.25	12.72	0.01252	0.00052	3.095	14.63	65.00	3.000	15.00	
65.00	3.000	20.00	161.30	64.52	13.29	0.04316	0.00225	3.091	19.54	65.00	3.000	20.00	
65.01	3.000	25.00	159.27	63.71	12.64	0.00714	0.00179	3.087	24.46	65.00	3.000	25.00	
65.00	3.000	30.00	158.52	63.41	12.66	0.06535	0.00125	3.082	29.35	65.00	3.000	30.00	
65.00	3.000	35.00	157.39	62.96	12.69	0.00760	0.00158	3.077	34.24	65.00	3.000	35.00	
65.00	3.000	40.00	157.77	63.11	12.96	0.06184	0.00176	3.069	39.15	65.00	3.000	40.00	
65.01	3.000	45.00	158.73	63.49	12.97	0.05445	0.00141	3.061	44.08	65.00	3.000	45.00	
65.00	3.000	50.00	158.97	63.59	13.19	-0.00079	0.00201	3.053	49.02	65.00	3.000	50.00	
65.01	3.000	55.00	158.93	63.57	13.38	0.03196	0.00159	3.045	53.99	65.00	3.000	55.00	
65.01	3.000	60.00	157.74	63.10	13.24	0.07073	0.00043	3.036	59.00	65.00	3.000	60.00	
65.01	3.000	65.00	157.33	62.93	13.66	0.03753	0.00017	3.028	64.04	65.00	3.000	65.00	
65.01	3.000	70.00	155.20	62.08	13.92	0.04994	0.00015	3.021	69.12	65.00	3.000	70.00	
65.00	3.000	75.00	150.18	60.07	13.77	0.00890	-0.00042	3.017	74.23	65.00	3.000	75.00	
65.00	3.000	78.00	146.18	58.47	14.12	0.05380	-0.00080	3.014	77.29	65.00	3.000	78.00	
65.00	3.000	81.00	138.86	55.54	13.87	0.03522	-0.00078	3.012	80.37	65.00	3.000	81.00	
65.00	3.000	84.00	132.62	53.05	13.73	0.07372	-0.00155	3.011	83.45	65.00	3.000	84.00	
65.00	3.000	86.00	129.01	51.60	13.19	0.04128	-0.00206	3.011	85.51	65.00	3.000	86.00	
65.00	3.000	88.00	130.47	52.19	12.10	0.07875	-0.00278	3.011	87.57	65.00	3.000	88.00	
65.01	3.000	90.00	135.07	54.03	11.18	0.08125	-0.00280	3.011	89.62	65.00	3.000	90.00	
65.00	3.000	92.00	131.95	52.78	11.92	0.11136	-0.00256	3.011	91.67	65.00	3.000	92.00	
65.00	3.000	94.00	128.96	51.59	12.94	0.09224	-0.00298	3.012	93.73	65.00	3.000	94.00	
65.00	3.000	96.00	131.77	52.71	13.46	0.04323	-0.00199	3.013	95.77	65.00	3.000	96.00	
65.00	3.000	99.00	138.57	55.43	14.00	0.10375	-0.00256	3.013	98.81	65.00	3.000	99.00	
65.00	3.000	102.00	145.81	58.33	14.10	0.04937	-0.00222	3.014	101.81	65.00	3.000	102.00	
64.99	3.000	105.00	150.51	60.20	13.92	0.05329	-0.00283	3.014	104.80	65.00	3.000	105.00	
65.00	3.000	110.00	155.93	62.37	13.86	0.04446	-0.00257	3.010	109.69	65.00	3.000	110.00	
65.00	3.000	115.00	158.97	63.59	13.67	0.04601	-0.00209	3.004	114.58	65.00	3.000	115.00	
65.00	3.000	120.00	160.61	64.25	13.67	0.08641	-0.00144	2.996	119.47	65.00	3.000	120.00	
65.00	3.000	125.00	161.44	64.58	13.47	0.05192	-0.00081	2.987	124.37	65.00	3.000	125.00	
65.00	3.000	130.00	161.88	64.75	13.32	0.02663	-0.00076	2.977	129.30	65.00	3.000	130.00	
65.00	3.000	135.00	161.94	64.78	13.12	0.03562	-0.00105	2.968	134.27	65.00	3.000	135.00	
65.00	3.000	140.00	162.30	64.92	13.05	0.00632	-0.00056	2.959	139.26	65.00	3.000	140.00	
65.00	3.000	145.00	162.51	65.01	12.95	-0.01224	-0.00081	2.951	144.26	65.00	3.000	145.00	
65.00	3.000	150.00	163.10	65.24	12.98	0.06909	0.00019	2.944	149.27	65.00	3.000	150.00	
65.00	3.000	155.00	163.65	65.46	12.91	0.03742	-0.00008	2.938	154.22	65.00	3.000	155.00	
65.00	3.000	160.00	163.76	65.51	12.54	0.08898	-0.00045	2.932	159.16	65.00	3.000	160.00	
64.99	3.000	165.00	165.22	66.09	13.06	0.00441	0.00148	2.927	164.14	65.00	3.000	165.00	
65.00	3.000	170.00	164.81	65.92	12.75	0.08549	-0.00041	2.923	169.18	65.00	3.000	170.00	
65.00	3.000	175.00	165.45	66.18	13.00	0.10473	-0.00098	2.919	174.33	65.00	3.000	175.00	
65.00	3.000	180.00	166.65	66.66	13.44	0.07115	-0.00006	2.917	179.52	65.00	3.000	180.00	
65.00	3.000	185.00	164.16	65.67	12.42	0.17500	-0.00193	2.917	184.69	65.00	3.000	185.00	
65.00	3.000	190.00	163.64	65.46	12.51	0.07921	-0.00006	2.919	189.87	65.00	3.000	190.00	
65.00	3.000	195.00	162.39	64.96	12.61	0.09144	0.00087	2.922	195.05	65.00	3.000	195.00	
65.00	3.000	200.00	161.26	64.50	12.75	0.01693	0.00281	2.927	200.19	65.00	3.000	200.00	
65.00	3.000	205.00	160.16	64.06	13.00	0.07991	0.00254	2.933	205.31	65.00	3.000	205.00	
65.00	3.000	210.00	158.79	63.52	12.92	0.10316	0.00215	2.939	210.40	65.00	3.000	210.00	
65.00	3.000	215.00	158.90	63.56	13.22	0.01837	0.00310	2.948	215.47	65.00	3.000	215.00	
65.00	3.000	220.00	158.46	63.38	13.19	0.10073	0.00192	2.956	220.43	65.00	3.000	220.00	
65.00	3.000	225.00	158.26	63.30	13.22	0.09986	0.00269	2.966	225.35	65.00	3.000	225.00	
65.00	3.000	230.00	159.21	63.68	13.85	0.02859	0.00335	2.974	230.29	65.00	3.000	230.00	
65.00	3.000	235.00	157.64	63.06	13.20	0.09833	0.00132	2.983	235.20	65.00	3.000	235.00	
65.00	3.000	240.00	158.39	63.36	13.89	0.12409	0.00213	2.991	240.08	65.00	3.000	240.00	
