Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
50.00	7.000	0.00	205.14	82.06	12.07	-0.50301	0.02307	7.120	-0.11	50.00	7.000	0.00	
50.00	7.000	5.00	206.57	82.63	12.53	-0.18463	0.02096	7.120	4.85	50.00	7.000	5.00	
50.00	7.000	10.00	205.12	82.05	12.24	-0.14913	0.02193	7.119	9.76	50.00	7.000	10.00	
50.00	6.999	15.00	204.69	81.88	12.15	-0.06524	0.02313	7.116	14.67	50.00	7.000	15.00	
50.00	7.000	20.00	206.47	82.59	12.48	-0.10626	0.02793	7.111	19.57	50.00	7.000	20.00	
50.01	7.000	25.00	209.06	83.62	12.91	-0.17668	0.03071	7.104	24.48	50.00	7.000	25.00	
50.00	7.000	30.00	209.98	83.99	12.68	-0.08579	0.02902	7.096	29.40	50.00	7.000	30.00	
49.99	7.000	35.00	214.39	85.75	13.29	-0.24181	0.03037	7.088	34.31	50.00	7.000	35.00	
50.00	7.000	40.00	218.28	87.31	13.46	-0.13918	0.03108	7.077	39.22	50.00	7.000	40.00	
50.00	7.000	45.00	222.03	88.81	13.57	-0.24771	0.03002	7.065	44.15	50.00	7.000	45.00	
50.00	7.000	50.00	225.65	90.26	13.58	-0.22677	0.02827	7.051	49.09	50.00	7.000	50.00	
50.00	7.000	55.00	229.00	91.60	13.61	-0.27459	0.02591	7.038	54.04	50.00	7.000	55.00	
50.01	7.000	60.00	232.54	93.02	13.91	-0.31944	0.02393	7.026	59.03	50.00	7.000	60.00	
50.00	7.000	65.00	232.85	93.14	13.64	-0.26235	0.01909	7.016	64.04	50.00	7.000	65.00	
50.00	7.000	70.00	229.91	91.96	13.22	-0.11127	0.01173	7.005	69.06	50.00	7.000	70.00	
50.00	7.000	75.00	223.30	89.32	12.59	0.09734	0.00369	6.996	74.08	50.00	7.000	75.00	
50.00	7.000	78.00	217.70	87.08	12.25	0.16262	0.00017	6.990	77.10	50.00	7.000	78.00	
50.00	7.000	81.00	208.89	83.55	11.43	0.25286	-0.00292	6.985	80.12	50.00	7.000	81.00	
50.00	7.000	84.00	199.55	79.82	10.03	0.31258	-0.00549	6.981	83.16	50.00	7.000	84.00	
50.00	7.000	86.00	198.85	79.54	8.48	0.40812	-0.00772	6.978	85.21	50.00	7.000	86.00	
49.99	7.000	88.00	225.79	90.32	6.78	0.50444	-0.00853	6.976	87.25	50.00	7.000	88.00	
