Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
60.00	5.000	0.00	149.54	59.82	11.34	0.08386	0.00162	5.116	-0.50	60.00	5.000	0.00	
60.00	5.000	5.00	149.50	59.80	11.44	-0.01400	0.00468	5.116	4.50	60.00	5.000	5.00	
60.01	5.000	10.00	149.32	59.73	11.45	-0.01862	0.00699	5.114	9.42	60.00	5.000	10.00	
60.01	5.000	15.00	149.87	59.95	11.77	-0.03307	0.00966	5.111	14.35	60.00	5.000	15.00	
59.99	5.000	20.00	149.73	59.89	11.85	0.07855	0.00920	5.105	19.25	60.00	5.000	20.00	
60.00	5.000	25.00	150.47	60.19	11.97	-0.03621	0.01139	5.099	24.16	60.00	5.000	25.00	
60.00	5.000	30.00	151.80	60.72	12.47	0.05627	0.01202	5.092	29.07	60.00	5.000	30.00	
60.00	5.000	35.00	152.88	61.15	12.27	0.05564	0.01238	5.083	33.98	60.00	5.000	35.00	
60.01	5.000	40.00	154.84	61.94	12.46	0.01014	0.01334	5.074	38.89	60.00	5.000	40.00	
60.00	5.000	45.00	157.13	62.85	12.76	-0.03405	0.01300	5.063	43.83	60.00	5.000	45.00	
59.99	5.000	50.00	158.85	63.54	12.83	0.03201	0.01186	5.052	48.78	60.00	5.000	50.00	
60.00	5.000	55.00	160.57	64.23	13.04	-0.00351	0.01095	5.040	53.76	60.00	5.000	55.00	
60.01	5.000	60.00	161.43	64.57	13.13	-0.02474	0.00882	5.028	58.76	60.00	5.000	60.00	
60.00	5.000	65.00	161.66	64.67	13.39	0.00994	0.00692	5.018	63.81	60.00	5.000	65.00	
60.00	5.000	70.00	160.35	64.14	13.50	-0.00068	0.00488	5.009	68.87	60.00	5.000	70.00	
60.00	5.000	75.00	156.46	62.58	13.58	0.05296	0.00197	5.001	73.95	60.00	5.000	75.00	
60.00	5.000	78.00	152.56	61.02	13.87	0.03443	0.00105	4.997	77.01	60.00	5.000	78.00	
60.00	5.000	81.00	146.36	58.54	13.77	0.01505	-0.00014	4.994	80.08	60.00	5.000	81.00	
