Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
55.00	0.500	0.00	693.05	277.22	19.74	0.02985	0.00041	0.530	-0.05	55.00	0.500	0.00	
55.00	0.500	5.00	689.75	275.90	19.51	0.04146	-0.00003	0.531	5.00	55.00	0.500	5.00	
55.00	0.500	10.00	687.72	275.09	19.40	0.01479	0.00005	0.531	9.99	55.00	0.500	10.00	
55.00	0.500	15.00	686.85	274.74	19.61	0.00182	0.00039	0.530	14.94	55.00	0.500	15.00	
55.00	0.500	20.00	683.26	273.30	19.28	0.02574	0.00060	0.530	19.87	55.00	0.500	20.00	
55.00	0.500	25.00	679.67	271.87	18.94	0.00083	0.00050	0.528	24.73	55.00	0.500	25.00	
55.00	0.500	30.00	677.62	271.05	19.07	0.00471	0.00063	0.526	29.54	55.00	0.500	30.00	
55.00	0.500	35.00	675.61	270.24	19.45	-0.00628	0.00070	0.524	34.33	55.00	0.500	35.00	
54.98	0.500	40.00	669.00	267.60	18.40	-0.01115	0.00045	0.522	39.07	55.00	0.500	40.00	
55.00	0.500	45.00	668.21	267.28	18.36	-0.05187	0.00056	0.517	43.82	55.00	0.500	45.00	
55.00	0.500	50.00	665.27	266.11	17.96	0.01654	0.00050	0.513	48.64	55.00	0.500	50.00	
55.00	0.500	55.00	662.51	265.00	17.54	0.01023	0.00037	0.510	53.54	55.00	0.500	55.00	
55.00	0.499	60.00	659.18	263.67	16.91	0.00644	0.00039	0.505	58.50	55.00	0.500	60.00	
54.98	0.500	65.00	656.03	262.41	16.44	0.00088	0.00025	0.503	63.53	55.00	0.500	65.00	
55.00	0.500	70.00	651.13	260.45	15.70	0.05497	0.00006	0.499	68.67	55.00	0.500	70.00	
55.00	0.500	75.00	646.21	258.48	15.04	-0.00188	0.00020	0.498	73.87	55.00	0.500	75.00	
54.98	0.500	78.00	642.44	256.98	14.38	-0.02175	0.00013	0.499	77.03	55.00	0.500	78.00	
55.00	0.500	81.00	642.27	256.91	13.83	0.01477	0.00015	0.498	80.19	55.00	0.500	81.00	
55.02	0.500	84.00	643.43	257.37	13.08	-0.00359	0.00012	0.499	83.30	55.00	0.500	84.00	
54.98	0.500	86.00	646.99	258.80	12.94	-0.00174	-0.00018	0.500	85.44	55.00	0.500	86.00	
55.00	0.500	88.00	652.03	260.81	12.73	0.01899	0.00008	0.500	87.51	55.00	0.500	88.00	
55.00	0.500	90.00	654.64	261.86	12.64	0.03487	-0.00003	0.501	89.56	55.00	0.500	90.00	
54.99	0.500	92.00	655.79	262.32	13.08	-0.01432	0.00035	0.502	91.60	55.00	0.500	92.00	
55.00	0.500	94.00	650.15	260.06	13.03	-0.02306	0.00025	0.502	93.69	55.00	0.500	94.00	
54.99	0.500	96.00	642.41	256.96	12.86	-0.00430	0.00023	0.503	95.70	55.00	0.500	96.00	
55.00	0.500	99.00	641.52	256.61	13.72	0.01017	0.00012	0.504	98.69	55.00	0.500	99.00	
55.00	0.500	102.00	641.54	256.62	14.08	-0.06275	0.00017	0.506	101.69	55.00	0.500	102.00	
55.00	0.500	105.00	646.41	258.57	14.86	0.06834	-0.00005	0.508	104.67	55.00	0.500	105.00	
55.00	0.500	110.00	655.40	262.16	15.94	0.05105	0.00016	0.509	109.56	55.00	0.500	110.00	
55.00	0.500	115.00	664.16	265.66	16.93	-0.02789	0.00044	0.510	114.49	55.00	0.500	115.00	
55.00	0.500	120.00	668.80	267.52	17.65	-0.02346	0.00043	0.511	119.37	55.00	0.500	120.00	
55.02	0.500	125.00	670.95	268.38	17.53	0.03005	0.00036	0.511	124.25	55.00	0.500	125.00	
54.99	0.500	130.00	673.93	269.57	17.74	0.01569	0.00032	0.511	129.14	55.00	0.500	130.00	
54.99	0.500	135.00	679.36	271.74	18.60	0.01303	0.00046	0.509	134.14	55.00	0.500	135.00	
54.99	0.500	140.00	680.30	272.12	18.50	-0.01485	0.00052	0.508	139.12	55.00	0.500	140.00	
54.98	0.500	145.00	685.98	274.39	19.07	-0.14799	0.00084	0.507	144.17	55.00	0.500	145.00	
55.01	0.500	150.00	688.72	275.49	19.31	-0.04890	0.00048	0.506	149.24	55.00	0.500	150.00	
55.00	0.500	155.00	690.40	276.16	19.08	-0.02377	0.00045	0.506	154.29	55.00	0.500	155.00	
55.00	0.500	160.00	693.10	277.24	19.36	-0.01532	0.00042	0.506	159.33	55.00	0.500	160.00	
55.00	0.500	165.00	696.42	278.57	19.75	-0.01438	0.00045	0.505	164.37	55.00	0.500	165.00	
55.00	0.500	170.00	696.50	278.60	19.52	0.00802	0.00013	0.505	169.48	55.00	0.500	170.00	
55.00	0.500	175.00	705.95	282.38	19.41	-0.00447	0.00007	0.505	174.65	55.00	0.500	175.00	
55.00	0.500	180.00	705.53	282.21	19.48	0.00057	-0.00004	0.505	179.82	55.00	0.500	180.00	
55.00	0.500	185.00	699.47	279.79	18.95	0.04300	-0.00006	0.506	184.96	55.00	0.500	185.00	
55.00	0.500	190.00	697.90	279.16	18.80	-0.03589	0.00004	0.506	190.11	55.00	0.500	190.00	
55.00	0.500	195.00	696.76	278.70	19.48	-0.02663	0.00033	0.507	195.27	55.00	0.500	195.00	
55.00	0.500	200.00	691.70	276.68	19.09	-0.02000	0.00046	0.509	200.37	55.00	0.500	200.00	
