Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
25.00	0.500	185.00	2202.43	880.97	21.98	-0.09887	0.00004	0.509	185.21	25.00	0.500	185.00	
24.99	0.500	190.00	2202.24	880.90	21.44	-0.03701	0.00002	0.510	190.32	25.00	0.500	190.00	
25.00	0.500	195.00	2210.28	884.11	21.55	-0.07799	0.00008	0.511	195.46	25.00	0.500	195.00	
25.00	0.500	200.00	2226.51	890.60	21.38	-0.07553	0.00012	0.513	200.53	25.00	0.500	200.00	
25.00	0.500	205.00	2236.96	894.79	20.42	-0.11029	0.00020	0.514	205.55	25.00	0.500	205.00	
25.00	0.500	210.00	2246.46	898.58	19.56	-0.09041	0.00018	0.516	210.50	25.00	0.500	210.00	
25.00	0.500	215.00	--	--	--	--	--	0.518	215.41	25.00	0.500	215.00	Current limit exceeded.
24.99	0.500	220.00	--	--	--	--	--	0.519	220.20	25.00	0.500	220.00	Current limit exceeded.
25.00	0.499	225.00	--	--	--	--	--	0.520	224.97	25.00	0.500	225.00	Current limit exceeded.
25.00	0.500	230.00	--	--	--	--	--	0.520	229.75	25.00	0.500	230.00	Current limit exceeded.
25.00	0.500	235.00	--	--	--	--	--	0.520	234.51	25.00	0.500	235.00	Current limit exceeded.
--	--	--	--	--	--	--	--	--	--	25.00	0.500	240.00	Measurement skipped. (Current limit exceeded.)
