Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
60.01	7.000	0.00	96.00	38.40	9.18	0.08975	-0.00017	7.120	-0.14	60.00	7.000	0.00	
60.00	7.000	5.00	95.54	38.22	9.10	-0.05885	0.00832	7.120	4.88	60.00	7.000	5.00	
60.00	7.000	10.00	95.24	38.10	9.00	0.10117	0.00676	7.119	9.79	60.00	7.000	10.00	
60.01	7.000	15.00	96.93	38.77	9.40	-0.06288	0.01989	7.117	14.70	60.00	7.000	15.00	
60.00	7.000	20.00	97.48	38.99	9.46	0.11700	0.02036	7.111	19.61	60.00	7.000	20.00	
60.00	7.000	25.00	98.51	39.40	9.43	0.04728	0.02095	7.105	24.53	60.00	7.000	25.00	
60.00	7.000	30.00	101.36	40.54	9.83	0.11264	0.02437	7.097	29.44	60.00	7.000	30.00	
60.00	7.000	35.00	103.81	41.53	10.00	0.15469	0.02415	7.088	34.35	60.00	7.000	35.00	
60.00	7.000	40.00	107.09	42.84	10.27	0.11535	0.02529	7.078	39.27	60.00	7.000	40.00	
60.00	7.000	45.00	110.45	44.18	10.39	0.03908	0.02383	7.066	44.20	60.00	7.000	45.00	
59.99	7.000	50.00	114.48	45.79	10.70	-0.02230	0.02353	7.052	49.15	60.00	7.000	50.00	
60.01	7.000	55.00	118.45	47.38	11.03	-0.04863	0.02231	7.038	54.11	60.00	7.000	55.00	
60.01	7.000	60.00	121.43	48.57	11.07	-0.00772	0.01739	7.026	59.11	60.00	7.000	60.00	
60.01	6.999	65.00	124.44	49.78	11.38	0.01812	0.01497	7.016	64.14	60.00	7.000	65.00	
60.00	7.000	70.00	126.06	50.42	11.71	0.01753	0.01016	7.006	69.17	60.00	7.000	70.00	
60.00	7.000	75.00	125.44	50.18	12.10	0.00474	0.00604	6.997	74.23	60.00	7.000	75.00	
60.00	7.000	78.00	122.96	49.19	12.14	0.08757	0.00184	6.991	77.26	60.00	7.000	78.00	
60.00	7.000	81.00	118.63	47.45	12.02	0.13220	-0.00325	6.986	80.31	60.00	7.000	81.00	
60.00	7.000	84.00	112.79	45.11	11.63	0.17862	-0.00661	6.982	83.36	60.00	7.000	84.00	
60.00	7.000	86.00	109.87	43.95	11.10	0.15883	-0.00808	6.979	85.41	60.00	7.000	86.00	
60.00	7.000	88.00	111.58	44.63	9.09	0.27317	-0.01312	6.977	87.46	60.00	7.000	88.00	
60.00	7.000	90.00	128.81	51.52	7.07	0.35873	-0.01507	6.975	89.53	60.00	7.000	90.00	
60.00	7.000	92.00	116.46	46.59	8.41	0.34220	-0.01513	6.974	91.60	60.00	7.000	92.00	
60.00	7.000	94.00	109.81	43.92	10.82	0.22824	-0.01285	6.974	93.68	60.00	7.000	94.00	
60.00	7.000	96.00	112.22	44.89	11.88	0.22258	-0.01177	6.974	95.74	60.00	7.000	96.00	
60.00	7.000	99.00	118.45	47.38	12.39	0.15681	-0.01159	6.973	98.77	60.00	7.000	99.00	
59.99	7.000	102.00	122.73	49.09	12.23	0.15723	-0.01203	6.970	101.74	60.00	7.000	102.00	
60.00	7.000	105.00	124.71	49.88	11.83	0.16619	-0.01365	6.965	104.69	60.00	7.000	105.00	
59.99	7.000	110.00	126.64	50.66	11.81	0.09203	-0.01183	6.951	109.56	60.00	7.000	110.00	
60.00	7.000	115.00	125.11	50.04	11.35	0.13811	-0.01276	6.933	114.44	60.00	7.000	115.00	
60.00	7.000	120.00	122.32	48.93	11.00	0.13081	-0.01229	6.912	119.34	60.00	7.000	120.00	
60.00	7.000	125.00	119.35	47.74	10.86	0.07365	-0.01033	6.892	124.26	60.00	7.000	125.00	
60.00	7.000	130.00	115.71	46.28	10.58	0.12704	-0.00943	6.873	129.21	60.00	7.000	130.00	
60.00	7.000	135.00	112.12	44.85	10.35	0.09263	-0.00768	6.853	134.21	60.00	7.000	135.00	
60.00	7.000	140.00	108.39	43.36	10.04	0.18057	-0.00672	6.836	139.21	60.00	7.000	140.00	
60.00	7.000	145.00	105.14	42.06	9.81	0.14872	-0.00508	6.820	144.24	60.00	7.000	145.00	
59.99	7.000	150.00	102.57	41.03	9.67	0.06115	-0.00201	6.806	149.27	60.00	7.000	150.00	
60.01	7.000	155.00	100.47	40.19	9.51	0.09692	-0.00055	6.794	154.22	60.00	7.000	155.00	
60.00	7.000	160.00	99.25	39.70	9.49	0.11293	0.00252	6.784	159.17	60.00	7.000	160.00	
60.01	7.000	165.00	98.24	39.30	9.37	0.13443	0.00402	6.775	164.13	60.00	7.000	165.00	
60.00	7.000	170.00	96.83	38.73	9.10	0.20871	0.00282	6.767	169.13	60.00	7.000	170.00	
60.00	7.000	175.00	97.50	39.00	9.41	0.15971	0.01059	6.759	174.25	60.00	7.000	175.00	
60.01	7.000	180.00	97.03	38.81	9.29	0.13253	0.01155	6.753	179.53	60.00	7.000	180.00	
59.99	7.000	185.00	97.02	38.81	9.32	0.04526	0.01482	6.752	184.71	60.00	7.000	185.00	
60.01	7.000	190.00	96.69	38.68	9.19	0.18837	0.01268	6.754	189.86	60.00	7.000	190.00	
60.01	7.000	195.00	97.62	39.05	9.44	0.15969	0.01864	6.758	195.01	60.00	7.000	195.00	
60.00	7.000	200.00	98.35	39.34	9.53	0.13356	0.02149	6.766	200.16	60.00	7.000	200.00	
60.00	7.000	205.00	99.57	39.83	9.68	0.24598	0.02309	6.776	205.28	60.00	7.000	205.00	
59.99	7.000	210.00	101.59	40.64	9.89	0.13679	0.02525	6.788	210.39	60.00	7.000	210.00	
59.99	7.000	215.00	104.00	41.60	10.03	0.20488	0.02403	6.803	215.47	60.00	7.000	215.00	
59.99	7.000	220.00	107.15	42.86	10.30	0.10638	0.02408	6.819	220.46	60.00	7.000	220.00	
59.99	7.000	225.00	109.69	43.88	10.22	0.12124	0.02113	6.837	225.42	60.00	7.000	225.00	
59.99	7.000	230.00	114.35	45.74	10.83	0.08218	0.02515	6.855	230.39	60.00	7.000	230.00	
59.99	7.000	235.00	118.37	47.35	11.18	0.02178	0.02510	6.875	235.35	60.00	7.000	235.00	
59.99	7.000	240.00	121.44	48.58	11.43	0.05225	0.02101	6.894	240.29	60.00	7.000	240.00	
