Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
77.50	0.150	0.00	215.55	86.22	17.77	0.01811	0.00099	0.157	-0.13	77.50	0.150	0.00	
77.51	0.149	5.00	215.87	86.35	17.61	0.02825	-0.00018	0.157	4.96	77.50	0.150	5.00	
77.51	0.150	10.00	216.44	86.58	17.63	0.01831	-0.00002	0.157	10.02	77.50	0.150	10.00	
77.51	0.150	15.00	216.98	86.79	17.58	0.05529	-0.00025	0.157	15.07	77.50	0.150	15.00	
77.50	0.150	20.00	217.82	87.13	17.80	0.04525	0.00034	0.157	20.00	77.50	0.150	20.00	
77.50	0.149	25.00	218.64	87.45	17.57	0.03596	0.00034	0.156	24.93	77.50	0.150	25.00	
77.50	0.150	30.00	219.53	87.81	17.54	0.03044	0.00060	0.156	29.79	77.50	0.150	30.00	
77.49	0.150	35.00	220.27	88.11	17.56	0.00765	0.00068	0.155	34.62	77.50	0.150	35.00	
77.50	0.150	40.00	221.64	88.65	17.75	-0.00519	0.00061	0.155	39.40	77.50	0.150	40.00	
77.51	0.150	45.00	223.13	89.25	17.49	0.05912	0.00036	0.154	44.20	77.50	0.150	45.00	
77.50	0.151	50.00	225.67	90.27	17.82	0.04718	0.00024	0.154	49.04	77.50	0.150	50.00	
77.50	0.150	55.00	227.71	91.08	17.53	0.01374	0.00030	0.152	53.88	77.50	0.150	55.00	
77.50	0.150	60.00	231.55	92.62	18.10	0.03092	0.00049	0.151	58.81	77.50	0.150	60.00	
77.50	0.150	65.00	235.80	94.32	18.09	-0.00480	0.00053	0.151	63.82	77.50	0.150	65.00	
77.50	0.150	70.00	241.36	96.54	18.73	-0.02027	0.00081	0.150	68.86	77.50	0.150	70.00	
77.51	0.150	75.00	248.23	99.29	18.75	0.02812	0.00007	0.150	73.94	77.50	0.150	75.00	
77.50	0.150	78.00	253.79	101.51	19.02	0.04736	0.00030	0.150	77.12	77.50	0.150	78.00	
77.50	0.150	81.00	261.52	104.61	19.99	0.03724	0.00019	0.150	80.22	77.50	0.150	81.00	
77.51	0.150	84.00	269.45	107.78	21.22	-0.03477	0.00048	0.149	83.33	77.50	0.150	84.00	
77.50	0.150	86.00	274.05	109.62	21.60	0.00251	0.00035	0.150	85.38	77.50	0.150	86.00	
77.50	0.150	88.00	277.41	110.96	22.07	0.01672	0.00017	0.150	87.47	77.50	0.150	88.00	
77.50	0.150	90.00	279.04	111.62	22.33	-0.01699	0.00034	0.151	89.46	77.50	0.150	90.00	
77.50	0.150	92.00	278.05	111.22	21.97	0.02964	0.00034	0.151	91.53	77.50	0.150	92.00	
77.50	0.150	94.00	274.78	109.91	21.79	-0.01976	0.00047	0.150	93.63	77.50	0.150	94.00	
77.50	0.150	96.00	270.63	108.25	21.47	0.03413	0.00049	0.151	95.64	77.50	0.150	96.00	
77.50	0.150	99.00	262.99	105.19	20.50	-0.00365	0.00045	0.152	98.62	77.50	0.150	99.00	
77.50	0.150	102.00	255.03	102.01	19.15	0.01919	0.00017	0.152	101.63	77.50	0.150	102.00	
77.50	0.150	105.00	249.06	99.62	18.80	0.03908	0.00003	0.152	104.58	77.50	0.150	105.00	
77.51	0.151	110.00	241.66	96.66	18.19	-0.00825	0.00005	0.153	109.42	77.50	0.150	110.00	
77.50	0.151	115.00	236.84	94.74	18.11	0.05769	0.00005	0.153	114.32	77.50	0.150	115.00	
77.50	0.150	120.00	233.41	93.36	18.18	0.05910	0.00046	0.153	119.23	77.50	0.150	120.00	
77.50	0.150	125.00	229.61	91.84	17.68	0.03492	-0.00018	0.154	124.15	77.50	0.150	125.00	
77.50	0.150	130.00	227.50	91.00	17.89	0.00952	0.00061	0.154	129.07	77.50	0.150	130.00	
77.50	0.150	135.00	225.87	90.35	17.92	-0.01823	0.00135	0.154	134.07	77.50	0.150	135.00	
77.50	0.151	140.00	224.00	89.60	18.01	0.00714	-0.00004	0.154	139.01	77.50	0.150	140.00	
77.50	0.150	145.00	222.77	89.11	17.90	0.01158	0.00027	0.153	144.09	77.50	0.150	145.00	
77.50	0.150	150.00	221.40	88.56	17.81	0.04856	0.00025	0.153	149.10	77.50	0.150	150.00	
77.50	0.150	155.00	221.75	88.70	18.75	-0.03804	0.00149	0.153	154.06	77.50	0.150	155.00	
77.50	0.150	160.00	219.77	87.91	17.97	0.04923	0.00005	0.153	159.05	77.50	0.150	160.00	
77.50	0.150	165.00	219.27	87.71	18.14	-0.01309	0.00043	0.152	164.03	77.50	0.150	165.00	
77.50	0.150	170.00	217.91	87.16	17.79	-0.00884	0.00025	0.152	169.07	77.50	0.150	170.00	
77.50	0.150	175.00	216.97	86.79	17.63	0.02191	-0.00032	0.153	174.09	77.50	0.150	175.00	
77.50	0.150	180.00	216.46	86.59	17.78	0.01412	0.00006	0.153	179.22	77.50	0.150	180.00	
77.50	0.150	185.00	215.68	86.27	17.97	0.04630	0.00008	0.153	184.29	77.50	0.150	185.00	
77.50	0.150	190.00	215.32	86.13	18.00	-0.00522	0.00037	0.153	189.28	77.50	0.150	190.00	
77.50	0.150	195.00	214.82	85.93	17.86	0.03387	0.00061	0.153	194.38	77.50	0.150	195.00	
77.50	0.150	200.00	214.05	85.62	17.73	-0.00187	0.00004	0.153	199.44	77.50	0.150	200.00	
77.50	0.150	205.00	214.28	85.71	17.80	0.03936	0.00033	0.154	204.48	77.50	0.150	205.00	
77.50	0.150	210.00	215.02	86.01	18.03	0.01358	0.00110	0.154	209.52	77.50	0.150	210.00	
77.50	0.150	215.00	215.70	86.28	18.02	0.03193	0.00048	0.154	214.51	77.50	0.150	215.00	
77.50	0.150	220.00	216.58	86.63	17.59	0.05187	0.00046	0.154	219.26	77.50	0.150	220.00	
77.51	0.150	225.00	218.77	87.51	17.99	0.02619	0.00064	0.154	224.09	77.50	0.150	225.00	
77.50	0.150	230.00	221.44	88.57	18.03	0.03877	0.00055	0.154	228.96	77.50	0.150	230.00	
77.50	0.150	235.00	224.82	89.93	18.10	0.01368	0.00061	0.154	233.82	77.50	0.150	235.00	
77.50	0.150	240.00	229.29	91.72	18.63	0.03839	0.00070	0.153	238.63	77.50	0.150	240.00	
