Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
77.51	0.700	0.00	102.01	40.80	12.82	0.06219	-0.00193	0.743	-0.23	77.50	0.700	0.00	
77.51	0.700	5.00	101.92	40.77	12.84	0.09100	-0.00070	0.743	4.82	77.50	0.700	5.00	
77.51	0.700	10.00	101.65	40.66	12.84	0.05859	0.00032	0.742	9.82	77.50	0.700	10.00	
77.50	0.700	15.00	101.03	40.41	12.95	0.05798	-0.00074	0.741	14.83	77.50	0.700	15.00	
77.50	0.700	20.00	100.02	40.01	12.74	0.02792	-0.00114	0.740	19.79	77.50	0.700	20.00	
77.50	0.700	25.00	99.14	39.65	12.56	0.06620	-0.00161	0.738	24.68	77.50	0.700	25.00	
77.50	0.700	30.00	98.74	39.50	12.74	0.06768	-0.00105	0.736	29.53	77.50	0.700	30.00	
77.50	0.700	35.00	98.37	39.35	12.79	0.09406	-0.00106	0.733	34.33	77.50	0.700	35.00	
77.49	0.700	40.00	98.00	39.20	12.71	0.02703	-0.00068	0.730	39.10	77.50	0.700	40.00	
77.50	0.700	45.00	98.16	39.26	12.74	0.08792	-0.00128	0.725	43.89	77.50	0.700	45.00	
77.50	0.700	50.00	98.80	39.52	12.91	-0.02055	0.00009	0.720	48.71	77.50	0.700	50.00	
77.50	0.700	55.00	99.54	39.82	12.97	-0.00865	-0.00117	0.715	53.59	77.50	0.700	55.00	
77.50	0.700	60.00	100.66	40.26	13.20	0.05816	-0.00127	0.709	58.52	77.50	0.700	60.00	
77.50	0.700	65.00	101.83	40.73	13.16	0.06483	-0.00144	0.704	63.55	77.50	0.700	65.00	
77.50	0.700	70.00	103.11	41.24	13.43	0.02364	-0.00085	0.701	68.67	77.50	0.700	70.00	
77.50	0.700	75.00	104.13	41.65	13.77	0.03652	-0.00109	0.699	73.86	77.50	0.700	75.00	
77.50	0.700	78.00	104.41	41.76	13.72	0.06485	-0.00198	0.698	76.99	77.50	0.700	78.00	
77.50	0.700	81.00	104.79	41.91	13.76	0.03184	-0.00145	0.698	80.12	77.50	0.700	81.00	
77.50	0.700	84.00	106.36	42.54	14.10	0.05328	-0.00153	0.699	83.26	77.50	0.700	84.00	
77.50	0.699	86.00	108.81	43.52	14.13	0.10350	-0.00178	0.699	85.35	77.50	0.700	86.00	
77.50	0.700	88.00	114.99	46.00	14.96	0.06391	-0.00076	0.700	87.42	77.50	0.700	88.00	
77.50	0.700	90.00	123.90	49.56	16.67	0.04534	-0.00137	0.701	89.49	77.50	0.700	90.00	
77.50	0.700	92.00	120.13	48.05	15.71	0.03249	-0.00089	0.703	91.54	77.50	0.700	92.00	
77.50	0.700	94.00	111.64	44.66	14.37	0.07899	-0.00140	0.704	93.58	77.50	0.700	94.00	
77.50	0.700	96.00	107.65	43.06	14.12	0.01898	-0.00031	0.706	95.61	77.50	0.700	96.00	
77.50	0.700	99.00	105.78	42.31	13.98	0.03095	-0.00148	0.708	98.63	77.50	0.700	99.00	
77.50	0.700	102.00	105.74	42.30	14.02	0.06466	-0.00124	0.710	101.62	77.50	0.700	102.00	
77.50	0.700	105.00	105.86	42.35	14.02	0.03322	-0.00096	0.712	104.59	77.50	0.700	105.00	
77.50	0.700	110.00	105.30	42.12	13.74	0.05356	-0.00151	0.715	109.46	77.50	0.700	110.00	
77.50	0.700	115.00	104.35	41.74	13.48	0.06115	-0.00097	0.716	114.32	77.50	0.700	115.00	
77.50	0.700	120.00	103.41	41.36	13.37	0.01799	-0.00065	0.717	119.19	77.50	0.700	120.00	
77.50	0.700	125.00	102.37	40.95	13.11	0.06776	-0.00079	0.717	124.05	77.50	0.700	125.00	
77.50	0.700	130.00	101.53	40.61	13.01	0.04306	-0.00212	0.717	128.94	77.50	0.700	130.00	
77.50	0.700	135.00	101.25	40.50	13.13	0.06098	-0.00126	0.716	133.86	77.50	0.700	135.00	
77.50	0.700	140.00	100.91	40.36	13.02	0.02313	-0.00103	0.715	138.80	77.50	0.700	140.00	
77.50	0.700	145.00	101.05	40.42	12.92	-0.03040	0.00039	0.713	143.79	77.50	0.700	145.00	
77.50	0.700	150.00	101.38	40.55	12.82	0.04009	-0.00082	0.711	148.76	77.50	0.700	150.00	
77.50	0.700	155.00	102.32	40.93	12.98	-0.04338	0.00173	0.709	153.76	77.50	0.700	155.00	
77.50	0.700	160.00	102.63	41.05	12.83	0.05114	-0.00220	0.707	158.78	77.50	0.700	160.00	
77.50	0.700	165.00	103.53	41.41	12.97	0.03756	-0.00122	0.706	163.85	77.50	0.700	165.00	
77.50	0.700	170.00	104.07	41.63	12.96	0.02663	-0.00146	0.704	168.96	77.50	0.700	170.00	
77.50	0.700	175.00	104.79	41.92	13.20	0.06114	-0.00142	0.703	174.14	77.50	0.700	175.00	
77.50	0.700	180.00	104.90	41.96	13.14	-0.05086	0.00080	0.704	179.36	77.50	0.700	180.00	
77.50	0.700	185.00	104.41	41.76	13.08	0.02724	-0.00058	0.704	184.49	77.50	0.700	185.00	
77.50	0.700	190.00	103.96	41.58	13.08	0.08412	-0.00109	0.705	189.66	77.50	0.700	190.00	
77.50	0.700	195.00	102.80	41.12	12.90	0.01970	-0.00142	0.707	194.86	77.50	0.700	195.00	
77.50	0.700	200.00	101.67	40.67	12.82	0.03868	-0.00119	0.709	200.00	77.50	0.700	200.00	
77.50	0.700	205.00	100.72	40.29	12.86	0.00789	0.00008	0.711	205.16	77.50	0.700	205.00	
77.50	0.700	210.00	100.14	40.06	12.87	0.01505	-0.00038	0.713	210.22	77.50	0.700	210.00	
77.50	0.701	215.00	99.46	39.78	12.68	0.05864	-0.00095	0.716	215.19	77.50	0.700	215.00	
77.50	0.700	220.00	99.44	39.78	12.82	0.06644	-0.00103	0.718	219.98	77.50	0.700	220.00	
77.50	0.700	225.00	99.68	39.87	12.87	0.03758	-0.00053	0.719	224.76	77.50	0.700	225.00	
77.50	0.700	230.00	100.21	40.09	12.90	0.06957	-0.00087	0.720	229.58	77.50	0.700	230.00	
77.50	0.700	235.00	101.29	40.52	13.15	0.04293	-0.00079	0.720	234.38	77.50	0.700	235.00	
77.50	0.700	240.00	102.22	40.89	13.04	0.07620	-0.00169	0.719	239.20	77.50	0.700	240.00	
