Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
70.01	7.000	0.00	26.03	10.41	6.50	-0.56266	0.09922	7.120	-0.15	70.00	7.000	0.00	
69.99	7.000	5.00	25.95	10.38	6.47	-0.49441	0.09926	7.120	4.87	70.00	7.000	5.00	
70.00	6.999	10.00	26.08	10.43	6.52	-0.58326	0.09931	7.119	9.79	70.00	7.000	10.00	
70.00	7.000	15.00	26.41	10.56	6.56	-0.50429	0.09927	7.116	14.70	70.00	7.000	15.00	
70.00	7.000	20.00	26.95	10.78	6.66	-0.41489	0.09941	7.111	19.62	70.00	7.000	20.00	
70.00	7.000	25.00	27.68	11.07	6.70	-0.30927	0.09936	7.105	24.54	70.00	7.000	25.00	
70.01	7.000	30.00	29.03	11.61	6.92	-0.29168	0.09930	7.097	29.46	70.00	7.000	30.00	
70.00	7.000	35.00	30.50	12.20	7.08	-0.31286	0.09916	7.088	34.37	70.00	7.000	35.00	
70.00	7.000	40.00	32.34	12.94	7.26	-0.35922	0.09909	7.078	39.29	70.00	7.000	40.00	
70.01	7.000	45.00	34.66	13.86	7.56	-0.65529	0.09885	7.066	44.23	70.00	7.000	45.00	
70.01	7.000	50.00	37.24	14.90	7.81	-0.50608	0.09863	7.052	49.17	70.00	7.000	50.00	
70.01	7.000	55.00	40.10	16.04	8.16	-0.64818	0.09833	7.039	54.13	70.00	7.000	55.00	
70.00	7.000	60.00	43.22	17.29	8.58	-0.83663	0.09803	7.028	59.14	70.00	7.000	60.00	
70.00	7.000	65.00	46.88	18.75	9.36	-0.82361	0.09970	7.017	64.17	70.00	7.000	65.00	
70.00	7.000	70.00	49.87	19.95	9.91	-0.91459	0.09919	7.007	69.21	70.00	7.000	70.00	
70.00	7.001	75.00	49.22	19.69	8.85	0.10731	-0.00560	6.999	74.28	70.00	7.000	75.00	
70.00	7.000	78.00	50.39	20.16	9.30	0.12085	-0.00639	6.993	77.33	70.00	7.000	78.00	
70.00	7.000	81.00	50.93	20.37	9.76	0.07665	-0.00730	6.988	80.38	70.00	7.000	81.00	
70.00	7.001	84.00	50.73	20.29	10.20	0.16386	-0.01023	6.984	83.45	70.00	7.000	84.00	
70.00	7.000	86.00	50.60	20.24	10.37	0.15668	-0.01206	6.981	85.51	70.00	7.000	86.00	
70.00	7.000	88.00	51.35	20.54	10.24	0.16386	-0.01669	6.979	87.56	70.00	7.000	88.00	
70.00	7.000	90.00	54.35	21.74	9.64	0.23595	-0.02136	6.977	89.63	70.00	7.000	90.00	
70.00	7.000	92.00	52.10	20.84	10.13	0.17971	-0.01964	6.976	91.70	70.00	7.000	92.00	
70.00	7.000	94.00	50.54	20.22	10.36	0.14572	-0.01922	6.976	93.78	70.00	7.000	94.00	
70.00	7.000	96.00	50.76	20.31	10.34	0.12906	-0.01542	6.976	95.84	70.00	7.000	96.00	
70.00	7.000	99.00	50.92	20.37	9.76	0.20056	-0.01815	6.975	98.85	70.00	7.000	99.00	
70.00	7.000	102.00	50.74	20.30	9.44	0.09935	-0.01839	6.971	101.81	70.00	7.000	102.00	
70.00	7.000	105.00	49.76	19.90	9.03	0.10959	-0.01828	6.967	104.75	70.00	7.000	105.00	
69.99	7.000	110.00	47.27	18.91	8.40	0.16804	-0.02099	6.953	109.61	70.00	7.000	110.00	
70.01	7.000	115.00	47.96	19.18	9.58	-0.99603	0.09953	6.935	114.56	70.00	7.000	115.00	
70.00	7.001	120.00	44.76	17.90	9.13	-0.95607	0.09972	6.913	119.46	70.00	7.000	120.00	
70.01	7.001	125.00	41.46	16.58	8.49	-0.93534	0.09763	6.892	124.28	70.00	7.000	125.00	
70.00	7.000	130.00	38.73	15.49	8.21	-0.93040	0.09804	6.873	129.24	70.00	7.000	130.00	
70.00	7.000	135.00	36.01	14.40	7.80	-0.84736	0.09842	6.854	134.21	70.00	7.000	135.00	
70.00	7.000	140.00	33.80	13.52	7.53	-0.71673	0.09860	6.836	139.22	70.00	7.000	140.00	
70.00	7.000	145.00	31.77	12.71	7.26	-0.68125	0.09887	6.820	144.23	70.00	7.000	145.00	
70.00	7.000	150.00	29.98	11.99	6.97	-0.66481	0.09895	6.807	149.24	70.00	7.000	150.00	
70.00	7.000	155.00	28.89	11.55	6.93	-0.57786	0.09927	6.795	154.20	70.00	7.000	155.00	
69.99	7.000	160.00	27.83	11.13	6.76	-0.57305	0.09918	6.784	159.14	70.00	7.000	160.00	
70.00	7.000	165.00	27.48	10.99	6.90	-0.46695	0.09952	6.776	164.11	70.00	7.000	165.00	
70.00	7.000	170.00	26.66	10.67	6.55	-0.52381	0.09930	6.767	169.10	70.00	7.000	170.00	
70.00	7.000	175.00	26.44	10.58	6.54	-0.36429	0.09937	6.760	174.21	70.00	7.000	175.00	
69.99	7.000	180.00	26.21	10.48	6.47	-0.40413	0.09929	6.753	179.50	70.00	7.000	180.00	
70.00	7.000	185.00	26.32	10.53	6.54	-0.51339	0.09922	6.752	184.81	70.00	7.000	185.00	
70.01	7.000	190.00	26.35	10.54	6.48	-0.40834	0.09920	6.753	189.82	70.00	7.000	190.00	
70.01	7.000	195.00	26.99	10.80	6.77	-0.46163	0.09955	6.758	194.98	70.00	7.000	195.00	
70.00	7.000	200.00	27.17	10.87	6.67	-0.33229	0.09943	6.766	200.13	70.00	7.000	200.00	
70.00	7.000	205.00	27.86	11.15	6.75	-0.33938	0.09942	6.775	205.26	70.00	7.000	205.00	
69.99	7.000	210.00	28.86	11.55	6.78	-0.33418	0.09927	6.788	210.37	70.00	7.000	210.00	
69.99	7.000	215.00	30.59	12.24	7.11	-0.36092	0.09936	6.802	215.46	70.00	7.000	215.00	
69.99	7.000	220.00	32.25	12.90	7.21	-0.51749	0.09900	6.819	220.45	70.00	7.000	220.00	
70.00	7.000	225.00	34.55	13.82	7.57	-0.47832	0.09895	6.837	225.42	70.00	7.000	225.00	
69.99	7.000	230.00	36.89	14.76	7.73	-0.55106	0.09853	6.855	230.39	70.00	7.000	230.00	
69.99	7.000	235.00	39.83	15.93	8.22	-0.59695	0.09826	6.875	235.35	70.00	7.000	235.00	
70.00	7.000	240.00	42.56	17.03	8.48	-0.71148	0.09791	6.894	240.30	70.00	7.000	240.00	
