Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
55.00	0.200	0.00	886.24	354.49	20.78	0.02432	0.00043	0.209	-0.12	55.00	0.200	0.00	
55.00	0.200	5.00	882.01	352.80	20.01	0.06252	-0.00003	0.210	4.75	55.00	0.200	5.00	
55.00	0.200	10.00	884.38	353.75	20.25	0.00237	0.00005	0.211	9.79	55.00	0.200	10.00	
55.01	0.200	15.00	885.73	354.29	20.21	0.00342	0.00006	0.210	14.78	55.00	0.200	15.00	
55.01	0.200	20.00	888.58	355.43	20.50	0.04884	0.00011	0.210	19.68	55.00	0.200	20.00	
55.01	0.200	25.00	888.94	355.58	20.22	0.00469	0.00020	0.210	24.61	55.00	0.200	25.00	
55.00	0.200	30.00	891.52	356.61	20.30	0.00189	0.00033	0.209	29.39	55.00	0.200	30.00	
55.00	0.200	35.00	893.90	357.56	20.52	-0.02309	0.00034	0.207	34.17	55.00	0.200	35.00	
55.00	0.200	40.00	894.71	357.88	20.26	-0.00763	0.00044	0.206	38.93	55.00	0.200	40.00	
55.00	0.200	45.00	896.55	358.62	20.28	-0.02708	0.00037	0.205	43.73	55.00	0.200	45.00	
55.00	0.200	50.00	894.77	357.91	19.07	-0.02064	0.00026	0.204	48.55	55.00	0.200	50.00	
55.00	0.200	55.00	898.62	359.45	19.16	-0.05334	0.00030	0.201	53.45	55.00	0.200	55.00	
55.00	0.199	60.00	899.28	359.71	18.76	-0.02828	0.00033	0.200	58.40	55.00	0.200	60.00	
55.00	0.200	65.00	901.51	360.60	18.58	-0.05333	0.00043	0.199	63.44	55.00	0.200	65.00	
55.00	0.200	70.00	902.28	360.91	18.10	-0.06520	0.00035	0.198	68.61	55.00	0.200	70.00	
55.00	0.200	75.00	900.54	360.22	17.28	-0.03385	0.00024	0.198	73.79	55.00	0.200	75.00	
54.98	0.200	78.00	897.91	359.17	16.62	-0.01250	-0.00007	0.198	77.01	55.00	0.200	78.00	
55.00	0.200	81.00	898.22	359.29	16.40	-0.00706	-0.00005	0.197	80.16	55.00	0.200	81.00	
55.00	0.200	84.00	898.87	359.55	16.43	0.02201	-0.00009	0.198	83.29	55.00	0.200	84.00	
55.00	0.200	86.00	898.66	359.46	16.29	0.01528	-0.00014	0.198	85.45	55.00	0.200	86.00	
54.98	0.200	88.00	895.78	358.31	15.96	0.05881	-0.00039	0.199	87.51	55.00	0.200	88.00	
55.00	0.200	90.00	897.69	359.08	16.12	-0.00366	-0.00021	0.198	89.61	55.00	0.200	90.00	
55.01	0.200	92.00	896.79	358.71	16.07	-0.00110	-0.00034	0.199	91.65	55.00	0.200	92.00	
55.00	0.200	94.00	898.43	359.37	16.30	0.01076	-0.00016	0.200	93.70	55.00	0.200	94.00	
55.00	0.200	96.00	896.34	358.54	16.18	-0.00226	-0.00020	0.200	95.77	55.00	0.200	96.00	
54.98	0.199	99.00	895.72	358.29	16.18	0.00074	-0.00024	0.200	98.69	55.00	0.200	99.00	
55.01	0.200	102.00	898.61	359.45	16.60	-0.05628	-0.00015	0.200	101.79	55.00	0.200	102.00	
55.00	0.200	105.00	896.88	358.75	16.71	0.01228	-0.00026	0.201	104.72	55.00	0.200	105.00	
55.00	0.200	110.00	904.31	361.73	18.31	-0.03092	0.00036	0.202	109.54	55.00	0.200	110.00	
55.01	0.200	115.00	904.30	361.72	18.56	-0.03217	0.00024	0.202	114.58	55.00	0.200	115.00	
55.00	0.200	120.00	904.92	361.97	18.99	-0.02102	0.00018	0.202	119.56	55.00	0.200	120.00	
55.01	0.200	125.00	903.69	361.47	19.01	0.02689	0.00010	0.203	124.46	55.00	0.200	125.00	
55.00	0.200	130.00	903.87	361.55	19.40	-0.08882	0.00023	0.203	129.37	55.00	0.200	130.00	
54.99	0.200	135.00	902.35	360.94	19.52	-0.00832	0.00005	0.203	134.41	55.00	0.200	135.00	
55.00	0.200	140.00	902.04	360.82	19.72	0.03891	0.00008	0.202	139.45	55.00	0.200	140.00	
55.00	0.200	145.00	902.10	360.84	20.09	0.02828	-0.00008	0.202	144.52	55.00	0.200	145.00	
54.99	0.200	150.00	897.78	359.11	19.63	0.01127	-0.00019	0.202	149.53	55.00	0.200	150.00	
55.02	0.200	155.00	898.01	359.20	20.08	-0.06236	0.00011	0.201	154.61	55.00	0.200	155.00	
55.00	0.200	160.00	898.52	359.41	20.90	0.02583	0.00003	0.202	159.67	55.00	0.200	160.00	
55.00	0.200	165.00	895.76	358.30	20.70	-0.05165	0.00021	0.202	164.73	55.00	0.200	165.00	
55.01	0.200	170.00	889.84	355.94	20.23	-0.02835	-0.00029	0.202	169.79	55.00	0.200	170.00	
55.00	0.200	175.00	885.92	354.37	20.00	0.03748	-0.00001	0.202	174.88	55.00	0.200	175.00	
55.00	0.200	180.00	882.79	353.12	20.13	0.01698	-0.00016	0.203	179.97	55.00	0.200	180.00	
55.00	0.200	185.00	878.92	351.57	19.83	0.02267	-0.00007	0.203	185.08	55.00	0.200	185.00	
55.00	0.200	190.00	875.61	350.24	19.72	-0.01413	-0.00010	0.203	190.16	55.00	0.200	190.00	
55.01	0.200	195.00	871.23	348.49	19.55	0.05092	-0.00011	0.203	195.32	55.00	0.200	195.00	
55.00	0.200	200.00	871.93	348.77	19.67	0.03798	0.00013	0.204	200.33	55.00	0.200	200.00	
55.00	0.200	205.00	870.62	348.25	19.17	-0.01415	0.00020	0.205	205.38	55.00	0.200	205.00	
54.98	0.200	210.00	871.67	348.67	19.07	-0.01004	0.00018	0.205	210.34	55.00	0.200	210.00	
55.00	0.200	215.00	871.85	348.74	18.71	0.01015	0.00021	0.206	215.34	55.00	0.200	215.00	
55.00	0.199	220.00	874.75	349.90	18.82	-0.02290	0.00027	0.206	220.11	55.00	0.200	220.00	
55.00	0.200	225.00	879.86	351.94	18.71	-0.03509	0.00051	0.207	224.94	55.00	0.200	225.00	
55.00	0.200	230.00	884.40	353.76	18.30	-0.01778	0.00039	0.207	229.75	55.00	0.200	230.00	
55.01	0.199	235.00	892.82	357.13	18.44	-0.03012	0.00047	0.206	234.59	55.00	0.200	235.00	
55.00	0.200	240.00	899.13	359.65	17.85	-0.04872	0.00037	0.206	239.43	55.00	0.200	240.00	
