Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
39.99	0.015	0.00	1877.40	750.96	21.96	-0.11291	0.00039	0.015	-6.52	40.00	0.015	0.00	
39.99	0.015	5.00	1871.38	748.55	21.62	-0.01981	0.00001	0.016	-2.19	40.00	0.015	5.00	
40.01	0.015	10.00	1872.94	749.18	21.48	0.04024	-0.00002	0.016	2.90	40.00	0.015	10.00	
40.00	0.015	15.00	1868.84	747.54	21.24	-0.01680	0.00003	0.015	7.48	40.00	0.015	15.00	
40.00	0.015	20.00	1878.67	751.47	21.95	-0.00222	0.00009	0.016	12.99	40.00	0.015	20.00	
40.00	0.015	25.00	1871.15	748.46	21.33	-0.04847	-0.00001	0.015	17.45	40.00	0.015	25.00	
40.00	0.015	30.00	1873.22	749.29	21.57	-0.04538	0.00008	0.014	21.94	40.00	0.015	30.00	
40.01	0.015	35.00	1872.41	748.97	21.54	0.01981	0.00004	0.015	27.30	40.00	0.015	35.00	
40.01	0.015	40.00	1877.75	751.10	21.55	-0.01727	0.00008	0.015	32.36	40.00	0.015	40.00	
40.01	0.015	45.00	1872.81	749.12	21.05	-0.00813	-0.00003	0.014	37.03	40.00	0.015	45.00	
40.01	0.015	50.00	1873.27	749.31	21.36	0.01486	-0.00001	0.014	41.97	40.00	0.015	50.00	
40.01	0.015	55.00	1874.05	749.62	21.33	-0.00493	-0.00008	0.014	47.75	40.00	0.015	55.00	
40.01	0.015	60.00	1876.78	750.71	21.46	0.00120	-0.00007	0.014	53.21	40.00	0.015	60.00	
40.01	0.015	65.00	1875.06	750.03	21.47	-0.01054	-0.00013	0.014	59.16	40.00	0.015	65.00	
40.01	0.015	70.00	1876.72	750.69	21.48	0.01287	-0.00016	0.013	65.12	40.00	0.015	70.00	
40.00	0.015	75.00	1873.14	749.25	21.23	-0.01805	-0.00021	0.013	72.28	40.00	0.015	75.00	
40.00	0.015	78.00	1869.49	747.80	21.04	0.04720	-0.00027	0.013	75.72	40.00	0.015	78.00	
40.01	0.015	81.00	1870.35	748.14	21.23	0.01590	-0.00030	0.013	79.50	40.00	0.015	81.00	
40.01	0.015	84.00	1872.29	748.91	21.54	-0.01363	-0.00023	0.013	83.62	40.00	0.015	84.00	
40.00	0.015	86.00	1867.98	747.19	21.21	-0.00129	-0.00027	0.013	86.05	40.00	0.015	86.00	
40.01	0.015	88.00	1872.55	749.02	21.37	0.01485	-0.00027	0.014	87.74	40.00	0.015	88.00	
40.00	0.015	90.00	1873.92	749.57	21.28	0.00696	-0.00030	0.013	90.85	40.00	0.015	90.00	
40.00	0.015	92.00	1875.91	750.36	21.55	-0.03341	-0.00034	0.013	93.75	40.00	0.015	92.00	
40.00	0.015	94.00	1872.69	749.07	21.28	0.03283	-0.00034	0.013	96.27	40.00	0.015	94.00	
40.00	0.015	96.00	1869.96	747.98	21.09	0.03721	-0.00042	0.014	97.93	40.00	0.015	96.00	
40.00	0.015	99.00	1869.14	747.66	21.07	0.03598	-0.00039	0.014	101.79	40.00	0.015	99.00	
40.00	0.015	102.00	1874.40	749.76	21.46	-0.04875	-0.00032	0.014	105.37	40.00	0.015	102.00	
40.00	0.015	105.00	1869.23	747.69	21.08	-0.02934	-0.00032	0.014	109.01	40.00	0.015	105.00	
40.00	0.015	110.00	1877.17	750.87	22.07	-0.00431	-0.00027	0.014	114.14	40.00	0.015	110.00	
40.00	0.015	115.00	1875.11	750.04	21.73	0.03171	-0.00031	0.014	119.58	40.00	0.015	115.00	
39.99	0.015	120.00	1871.20	748.48	21.30	-0.00457	-0.00024	0.014	124.96	40.00	0.015	120.00	
