Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
39.98	0.999	0.00	1007.43	402.97	20.46	-0.06837	0.00072	1.057	-0.25	40.00	1.000	0.00	
40.00	0.999	5.00	992.26	396.90	18.30	0.03768	-0.00016	1.058	4.76	40.00	1.000	5.00	
39.99	0.999	10.00	992.82	397.13	18.75	-0.01924	0.00023	1.058	9.75	40.00	1.000	10.00	
39.98	1.000	15.00	990.56	396.23	18.60	-0.01129	0.00035	1.060	14.73	40.00	1.000	15.00	
40.01	1.000	20.00	989.12	395.65	18.45	-0.01228	0.00063	1.059	19.66	40.00	1.000	20.00	
40.01	1.000	25.00	988.68	395.47	18.38	-0.04206	0.00069	1.056	24.50	40.00	1.000	25.00	
40.01	1.000	30.00	988.30	395.32	18.19	-0.07874	0.00068	1.050	29.27	40.00	1.000	30.00	
39.99	1.000	35.00	985.48	394.19	17.78	-0.04451	0.00061	1.045	34.03	40.00	1.000	35.00	
39.98	1.000	40.00	984.68	393.87	17.32	-0.00801	0.00072	1.039	38.76	40.00	1.000	40.00	
40.01	1.000	45.00	986.87	394.75	17.12	-0.03330	0.00058	1.030	43.50	40.00	1.000	45.00	
40.02	1.000	50.00	986.88	394.75	16.15	-0.00430	0.00049	1.022	48.29	40.00	1.000	50.00	
39.98	1.000	55.00	990.92	396.37	15.76	-0.01076	0.00042	1.014	53.17	40.00	1.000	55.00	
40.02	1.000	60.00	996.94	398.78	14.92	-0.01263	0.00042	1.003	58.12	40.00	1.000	60.00	
40.02	1.000	65.00	1008.21	403.28	14.44	-0.02888	0.00032	0.996	63.19	40.00	1.000	65.00	
40.01	1.000	70.00	1021.42	408.57	13.63	0.01159	0.00027	0.990	68.34	40.00	1.000	70.00	
40.01	1.000	75.00	1044.11	417.64	12.91	0.01604	0.00022	0.987	73.56	40.00	1.000	75.00	
39.98	1.000	78.00	1064.24	425.70	12.26	-0.01125	0.00016	0.988	76.71	40.00	1.000	78.00	
39.98	1.001	81.00	1102.00	440.80	12.00	-0.03169	0.00014	0.986	79.86	40.00	1.000	81.00	
39.98	1.000	84.00	1160.79	464.32	12.04	-0.04515	0.00021	0.985	83.00	40.00	1.000	84.00	
39.98	1.000	86.00	1211.19	484.47	12.39	-0.05814	0.00024	0.985	85.13	40.00	1.000	86.00	
39.98	1.000	88.00	1253.60	501.44	12.66	-0.09477	0.00022	0.984	87.22	40.00	1.000	88.00	
39.98	1.000	90.00	1281.89	512.76	13.29	-0.05457	0.00031	0.985	89.29	40.00	1.000	90.00	
39.98	1.000	92.00	1272.44	508.98	13.12	-0.07623	0.00021	0.985	91.36	40.00	1.000	92.00	
39.98	1.000	94.00	1235.89	494.35	12.60	-0.05555	0.00014	0.986	93.41	40.00	1.000	94.00	
39.98	1.000	96.00	1190.93	476.37	12.27	-0.04132	0.00018	0.988	95.46	40.00	1.000	96.00	
39.98	1.000	99.00	1128.38	451.35	11.98	-0.03164	0.00011	0.990	98.43	40.00	1.000	99.00	
39.98	1.000	102.00	1087.76	435.10	12.28	-0.06524	0.00006	0.993	101.41	40.00	1.000	102.00	
39.98	1.000	105.00	1063.56	425.42	12.86	-0.05680	0.00016	0.996	104.40	40.00	1.000	105.00	
39.99	1.000	110.00	1037.38	414.95	13.51	-0.00137	0.00004	0.999	109.29	40.00	1.000	110.00	
39.99	1.000	115.00	1027.63	411.05	14.74	0.00641	0.00014	1.002	114.19	40.00	1.000	115.00	
39.98	1.000	120.00	1014.54	405.82	14.91	0.04426	0.00020	1.002	119.07	40.00	1.000	120.00	
39.98	1.000	125.00	1008.68	403.47	15.76	-0.06245	0.00021	1.004	123.97	40.00	1.000	125.00	
39.99	1.000	130.00	1003.98	401.59	16.20	-0.00137	0.00024	1.005	128.88	40.00	1.000	130.00	
39.99	1.000	135.00	1002.00	400.80	16.86	-0.04552	0.00039	1.004	133.81	40.00	1.000	135.00	
39.99	1.000	140.00	1000.15	400.06	17.14	-0.01906	0.00039	1.002	138.78	40.00	1.000	140.00	
39.99	1.000	145.00	1003.75	401.50	17.89	-0.06426	0.00059	1.000	143.79	40.00	1.000	145.00	
39.99	0.999	150.00	1005.61	402.24	18.38	-0.06180	0.00066	0.997	148.81	40.00	1.000	150.00	
39.99	1.000	155.00	1003.69	401.48	18.36	-0.08635	0.00057	0.996	153.78	40.00	1.000	155.00	
39.98	1.000	160.00	1004.48	401.79	18.59	-0.04639	0.00044	0.995	158.80	40.00	1.000	160.00	
40.02	1.000	165.00	1007.01	402.80	18.93	-0.04614	0.00036	0.995	163.89	40.00	1.000	165.00	
39.98	1.000	170.00	1004.74	401.90	18.42	-0.07122	0.00010	0.995	169.01	40.00	1.000	170.00	
40.02	1.000	175.00	1006.58	402.63	18.90	-0.00777	-0.00005	0.994	174.23	40.00	1.000	175.00	
40.02	1.000	180.00	1005.00	402.00	18.70	0.06390	-0.00023	0.995	179.45	40.00	1.000	180.00	
40.02	1.000	185.00	1001.83	400.73	18.26	0.04761	-0.00022	0.996	184.65	40.00	1.000	185.00	
39.98	1.001	190.00	1004.42	401.77	18.97	-0.04789	0.00026	0.999	189.84	40.00	1.000	190.00	
40.02	1.000	195.00	998.34	399.33	18.47	-0.04213	0.00028	1.001	195.07	40.00	1.000	195.00	
40.02	1.000	200.00	996.16	398.46	18.47	-0.08739	0.00095	1.005	200.19	40.00	1.000	200.00	
40.02	1.000	205.00	994.24	397.69	18.62	-0.09286	0.00109	1.008	205.31	40.00	1.000	205.00	
40.02	1.000	210.00	989.94	395.98	18.23	-0.10195	0.00090	1.012	210.33	40.00	1.000	210.00	
40.02	1.000	215.00	988.41	395.36	17.88	-0.06457	0.00101	1.016	215.29	40.00	1.000	215.00	
40.01	1.000	220.00	990.61	396.25	18.02	-0.09931	0.00094	1.020	220.08	40.00	1.000	220.00	
39.98	1.000	225.00	980.21	392.09	16.28	-0.02332	0.00086	1.023	224.81	40.00	1.000	225.00	
40.01	1.000	230.00	984.33	393.73	15.58	-0.01909	0.00089	1.024	229.64	40.00	1.000	230.00	
40.02	1.000	235.00	998.69	399.47	16.25	-0.02515	0.00082	1.025	234.41	40.00	1.000	235.00	
39.99	1.000	240.00	998.51	399.41	14.61	-0.09397	0.00072	1.024	239.18	40.00	1.000	240.00	
