Temperature (K)	Field (T)	Angle (°)	Ic/w (A/cm)	Ic (A)	n	V0 (µV)	V1 (µV/A)	Hall field (T)	Hall angle (°)	Set temperature (K)	Set field (T)	Set angle (°)
75.01	7.000	0.00	6.23	2.49	3.95	0.14837	-0.01657	7.123	-0.10	75.00	7.000	0.00	
75.00	7.000	5.00	6.09	2.44	3.83	0.14942	-0.07141	7.122	4.86	75.00	7.000	5.00	
75.00	7.000	10.00	6.22	2.49	3.88	0.23872	-0.06608	7.122	9.77	75.00	7.000	10.00	
75.00	7.000	15.00	6.40	2.56	3.92	0.22428	-0.05645	7.119	14.68	75.00	7.000	15.00	
75.00	7.000	20.00	6.72	2.69	4.05	0.15136	-0.02627	7.113	19.59	75.00	7.000	20.00	
75.00	7.000	25.00	7.06	2.83	4.03	0.29843	-0.05065	7.107	24.51	75.00	7.000	25.00	
75.01	7.000	30.00	7.75	3.10	4.27	0.27414	-0.00805	7.098	29.44	75.00	7.000	30.00	
75.00	7.000	35.00	8.54	3.42	4.42	0.16590	-0.00349	7.090	34.36	75.00	7.000	35.00	
74.99	7.000	40.00	9.53	3.81	4.63	0.20715	-0.00394	7.079	39.27	75.00	7.000	40.00	
74.99	7.000	45.00	10.70	4.28	4.83	0.23410	-0.00320	7.067	44.21	75.00	7.000	45.00	
75.00	7.000	50.00	12.03	4.81	5.05	0.24443	-0.00419	7.053	49.15	75.00	7.000	50.00	
75.01	7.000	55.00	13.69	5.47	5.39	0.15455	0.00357	7.040	54.12	75.00	7.000	55.00	
75.01	7.000	60.00	15.47	6.19	5.66	0.15660	-0.00045	7.028	59.12	75.00	7.000	60.00	
75.01	7.000	65.00	17.65	7.06	6.10	0.10039	0.00107	7.018	64.15	75.00	7.000	65.00	
75.01	7.000	70.00	19.81	7.92	6.35	0.15677	-0.00685	7.008	69.20	75.00	7.000	70.00	
75.00	7.000	75.00	22.47	8.99	7.05	0.06387	-0.00088	6.998	74.27	75.00	7.000	75.00	
75.00	7.000	78.00	23.93	9.57	7.39	0.09610	-0.00746	6.992	77.31	75.00	7.000	78.00	
75.00	7.000	81.00	25.32	10.13	7.83	0.06141	-0.00643	6.988	80.37	75.00	7.000	81.00	
75.00	7.000	84.00	26.67	10.67	8.45	0.08143	-0.00700	6.984	83.44	75.00	7.000	84.00	
75.00	7.000	86.00	27.69	11.08	9.08	0.04157	-0.00161	6.982	85.49	75.00	7.000	86.00	
75.00	7.000	88.00	28.90	11.56	9.27	0.04379	-0.00805	6.980	87.55	75.00	7.000	88.00	
75.00	7.000	90.00	31.01	12.40	9.65	0.07124	-0.00754	6.978	89.61	75.00	7.000	90.00	
75.00	7.000	92.00	29.64	11.86	9.51	-0.04029	-0.00457	6.977	91.69	75.00	7.000	92.00	
75.00	7.000	94.00	28.05	11.22	9.23	0.05358	-0.00692	6.976	93.77	75.00	7.000	94.00	
75.00	7.000	96.00	27.02	10.81	8.63	0.05744	-0.01163	6.976	95.82	75.00	7.000	96.00	
75.00	7.000	99.00	25.85	10.34	8.13	0.04373	-0.01148	6.974	98.84	75.00	7.000	99.00	
75.00	7.000	102.00	24.49	9.80	7.65	0.03952	-0.00984	6.972	101.80	75.00	7.000	102.00	
75.00	7.000	105.00	22.92	9.17	7.12	0.01734	-0.01347	6.967	104.73	75.00	7.000	105.00	
75.00	7.000	110.00	20.49	8.20	6.56	0.00536	-0.01756	6.953	109.58	75.00	7.000	110.00	
75.00	7.000	115.00	18.07	7.23	6.00	0.07621	-0.02611	6.935	114.45	75.00	7.000	115.00	
